#    L    TT             EE             BB             TE             PP             TP             EP          
   462    0.12535E+02    0.14209E+02    0.00000E+00    0.87141E+01    0.13689E-07    0.27854E-04    0.14643E-05
   463    0.12423E+02    0.14029E+02    0.00000E+00    0.85289E+01    0.13644E-07    0.27714E-04    0.14532E-05
   464    0.12276E+02    0.13848E+02    0.00000E+00    0.83626E+01    0.13599E-07    0.27575E-04    0.14415E-05
   465    0.12101E+02    0.13667E+02    0.00000E+00    0.81857E+01    0.13554E-07    0.27437E-04    0.14294E-05
   466    0.11979E+02    0.13486E+02    0.00000E+00    0.80208E+01    0.13510E-07    0.27299E-04    0.14167E-05
   467    0.11916E+02    0.13305E+02    0.00000E+00    0.78533E+01    0.13466E-07    0.27162E-04    0.14035E-05
   468    0.11770E+02    0.13125E+02    0.00000E+00    0.76910E+01    0.13422E-07    0.27025E-04    0.13899E-05
   469    0.11622E+02    0.12944E+02    0.00000E+00    0.75266E+01    0.13378E-07    0.26889E-04    0.13758E-05
   470    0.11552E+02    0.12764E+02    0.00000E+00    0.73680E+01    0.13334E-07    0.26753E-04    0.13613E-05
   471    0.11269E+02    0.12586E+02    0.00000E+00    0.72153E+01    0.13290E-07    0.26618E-04    0.13464E-05
   472    0.11152E+02    0.12407E+02    0.00000E+00    0.70615E+01    0.13247E-07    0.26484E-04    0.13311E-05
   473    0.10983E+02    0.12230E+02    0.00000E+00    0.69143E+01    0.13204E-07    0.26351E-04    0.13154E-05
   474    0.10844E+02    0.12053E+02    0.00000E+00    0.67665E+01    0.13161E-07    0.26218E-04    0.12994E-05
   475    0.10741E+02    0.11877E+02    0.00000E+00    0.66258E+01    0.13118E-07    0.26085E-04    0.12830E-05
   476    0.10532E+02    0.11702E+02    0.00000E+00    0.64904E+01    0.13076E-07    0.25954E-04    0.12663E-05
   477    0.10296E+02    0.11528E+02    0.00000E+00    0.63508E+01    0.13033E-07    0.25823E-04    0.12494E-05
   478    0.10116E+02    0.11355E+02    0.00000E+00    0.62258E+01    0.12991E-07    0.25693E-04    0.12321E-05
   479    0.99231E+01    0.11184E+02    0.00000E+00    0.60914E+01    0.12949E-07    0.25563E-04    0.12146E-05
   480    0.97234E+01    0.11014E+02    0.00000E+00    0.59670E+01    0.12907E-07    0.25434E-04    0.11969E-05
   481    0.95236E+01    0.10846E+02    0.00000E+00    0.58492E+01    0.12866E-07    0.25306E-04    0.11789E-05
   482    0.94043E+01    0.10679E+02    0.00000E+00    0.57324E+01    0.12824E-07    0.25179E-04    0.11608E-05
   483    0.91491E+01    0.10514E+02    0.00000E+00    0.56146E+01    0.12783E-07    0.25052E-04    0.11424E-05
   484    0.88385E+01    0.10351E+02    0.00000E+00    0.55022E+01    0.12742E-07    0.24926E-04    0.11240E-05
   485    0.87019E+01    0.10190E+02    0.00000E+00    0.53938E+01    0.12701E-07    0.24801E-04    0.11053E-05
   486    0.85228E+01    0.10031E+02    0.00000E+00    0.52875E+01    0.12660E-07    0.24677E-04    0.10866E-05
   487    0.83075E+01    0.98744E+01    0.00000E+00    0.51836E+01    0.12619E-07    0.24554E-04    0.10677E-05
   488    0.80624E+01    0.97191E+01    0.00000E+00    0.50832E+01    0.12579E-07    0.24431E-04    0.10487E-05
   489    0.78682E+01    0.95666E+01    0.00000E+00    0.49850E+01    0.12539E-07    0.24309E-04    0.10297E-05
   490    0.77313E+01    0.94169E+01    0.00000E+00    0.48901E+01    0.12499E-07    0.24188E-04    0.10107E-05
   491    0.74352E+01    0.92693E+01    0.00000E+00    0.47958E+01    0.12459E-07    0.24068E-04    0.99159E-06
   492    0.72834E+01    0.91246E+01    0.00000E+00    0.47031E+01    0.12419E-07    0.23948E-04    0.97250E-06
   493    0.71338E+01    0.89811E+01    0.00000E+00    0.46138E+01    0.12379E-07    0.23830E-04    0.95341E-06
   494    0.69926E+01    0.88420E+01    0.00000E+00    0.45245E+01    0.12340E-07    0.23712E-04    0.93436E-06
   495    0.67920E+01    0.87049E+01    0.00000E+00    0.44369E+01    0.12301E-07    0.23595E-04    0.91536E-06
   496    0.66127E+01    0.85714E+01    0.00000E+00    0.43498E+01    0.12262E-07    0.23479E-04    0.89642E-06
   497    0.64611E+01    0.84407E+01    0.00000E+00    0.42644E+01    0.12223E-07    0.23364E-04    0.87758E-06
   498    0.63435E+01    0.83121E+01    0.00000E+00    0.41778E+01    0.12184E-07    0.23250E-04    0.85884E-06
   499    0.63405E+01    0.81878E+01    0.00000E+00    0.40933E+01    0.12146E-07    0.23137E-04    0.84022E-06
   500    0.63101E+01    0.80655E+01    0.00000E+00    0.40068E+01    0.12107E-07    0.23024E-04    0.82175E-06
   501    0.61833E+01    0.79475E+01    0.00000E+00    0.39202E+01    0.12069E-07    0.22913E-04    0.80344E-06
   502    0.62588E+01    0.78331E+01    0.00000E+00    0.38340E+01    0.12031E-07    0.22802E-04    0.78529E-06
   503    0.62403E+01    0.77214E+01    0.00000E+00    0.37470E+01    0.11993E-07    0.22693E-04    0.76730E-06
   504    0.62024E+01    0.76134E+01    0.00000E+00    0.36612E+01    0.11955E-07    0.22584E-04    0.74946E-06
   505    0.63688E+01    0.75096E+01    0.00000E+00    0.35738E+01    0.11918E-07    0.22476E-04    0.73178E-06
   506    0.63687E+01    0.74095E+01    0.00000E+00    0.34877E+01    0.11880E-07    0.22369E-04    0.71424E-06
   507    0.64997E+01    0.73128E+01    0.00000E+00    0.34016E+01    0.11843E-07    0.22263E-04    0.69685E-06
   508    0.65397E+01    0.72206E+01    0.00000E+00    0.33168E+01    0.11806E-07    0.22158E-04    0.67960E-06
   509    0.66379E+01    0.71319E+01    0.00000E+00    0.32313E+01    0.11769E-07    0.22054E-04    0.66249E-06
   510    0.66463E+01    0.70473E+01    0.00000E+00    0.31465E+01    0.11732E-07    0.21950E-04    0.64551E-06
   511    0.67884E+01    0.69666E+01    0.00000E+00    0.30632E+01    0.11695E-07    0.21848E-04    0.62867E-06
   512    0.68420E+01    0.68903E+01    0.00000E+00    0.29806E+01    0.11659E-07    0.21746E-04    0.61196E-06
   513    0.69562E+01    0.68179E+01    0.00000E+00    0.28981E+01    0.11622E-07    0.21645E-04    0.59537E-06
   514    0.70575E+01    0.67500E+01    0.00000E+00    0.28164E+01    0.11586E-07    0.21545E-04    0.57891E-06
   515    0.71464E+01    0.66864E+01    0.00000E+00    0.27364E+01    0.11550E-07    0.21445E-04    0.56256E-06
   516    0.72235E+01    0.66272E+01    0.00000E+00    0.26571E+01    0.11514E-07    0.21347E-04    0.54634E-06
   517    0.72153E+01    0.65726E+01    0.00000E+00    0.25788E+01    0.11479E-07    0.21249E-04    0.53022E-06
   518    0.72708E+01    0.65223E+01    0.00000E+00    0.25014E+01    0.11443E-07    0.21151E-04    0.51422E-06
   519    0.73908E+01    0.64767E+01    0.00000E+00    0.24265E+01    0.11408E-07    0.21055E-04    0.49833E-06
   520    0.74272E+01    0.64356E+01    0.00000E+00    0.23518E+01    0.11372E-07    0.20959E-04    0.48254E-06
   521    0.73808E+01    0.63991E+01    0.00000E+00    0.22781E+01    0.11337E-07    0.20864E-04    0.46685E-06
   522    0.73263E+01    0.63675E+01    0.00000E+00    0.22061E+01    0.11302E-07    0.20770E-04    0.45126E-06
   523    0.73388E+01    0.63405E+01    0.00000E+00    0.21352E+01    0.11267E-07    0.20677E-04    0.43577E-06
   524    0.73446E+01    0.63183E+01    0.00000E+00    0.20654E+01    0.11233E-07    0.20584E-04    0.42037E-06
   525    0.71956E+01    0.63010E+01    0.00000E+00    0.19982E+01    0.11198E-07    0.20492E-04    0.40505E-06
   526    0.71155E+01    0.62885E+01    0.00000E+00    0.19321E+01    0.11164E-07    0.20400E-04    0.38983E-06
   527    0.71790E+01    0.62808E+01    0.00000E+00    0.18672E+01    0.11129E-07    0.20309E-04    0.37468E-06
   528    0.70898E+01    0.62780E+01    0.00000E+00    0.18027E+01    0.11095E-07    0.20219E-04    0.35962E-06
   529    0.69969E+01    0.62804E+01    0.00000E+00    0.17409E+01    0.11061E-07    0.20129E-04    0.34463E-06
   530    0.68268E+01    0.62877E+01    0.00000E+00    0.16788E+01    0.11027E-07    0.20040E-04    0.32971E-06
   531    0.68772E+01    0.62999E+01    0.00000E+00    0.16203E+01    0.10994E-07    0.19952E-04    0.31487E-06
   532    0.67030E+01    0.63172E+01    0.00000E+00    0.15622E+01    0.10960E-07    0.19864E-04    0.30009E-06
   533    0.65276E+01    0.63396E+01    0.00000E+00    0.15055E+01    0.10927E-07    0.19777E-04    0.28538E-06
   534    0.63518E+01    0.63671E+01    0.00000E+00    0.14501E+01    0.10893E-07    0.19691E-04    0.27073E-06
   535    0.61761E+01    0.63997E+01    0.00000E+00    0.13961E+01    0.10860E-07    0.19605E-04    0.25613E-06
   536    0.60012E+01    0.64373E+01    0.00000E+00    0.13442E+01    0.10827E-07    0.19519E-04    0.24159E-06
   537    0.59020E+01    0.64801E+01    0.00000E+00    0.12938E+01    0.10794E-07    0.19435E-04    0.22710E-06
   538    0.56562E+01    0.65281E+01    0.00000E+00    0.12447E+01    0.10762E-07    0.19350E-04    0.21266E-06
   539    0.54873E+01    0.65811E+01    0.00000E+00    0.11972E+01    0.10729E-07    0.19267E-04    0.19827E-06
   540    0.53217E+01    0.66394E+01    0.00000E+00    0.11511E+01    0.10697E-07    0.19183E-04    0.18392E-06
   541    0.50857E+01    0.67028E+01    0.00000E+00    0.11073E+01    0.10664E-07    0.19101E-04    0.16960E-06
   542    0.49285E+01    0.67713E+01    0.00000E+00    0.10642E+01    0.10632E-07    0.19018E-04    0.15533E-06
   543    0.47021E+01    0.68450E+01    0.00000E+00    0.10232E+01    0.10600E-07    0.18937E-04    0.14108E-06
   544    0.45558E+01    0.69239E+01    0.00000E+00    0.98404E+00    0.10568E-07    0.18856E-04    0.12687E-06
   545    0.43417E+01    0.70079E+01    0.00000E+00    0.94683E+00    0.10537E-07    0.18775E-04    0.11268E-06
   546    0.42088E+01    0.70968E+01    0.00000E+00    0.91135E+00    0.10505E-07    0.18694E-04    0.98517E-07
   547    0.40093E+01    0.71908E+01    0.00000E+00    0.87805E+00    0.10473E-07    0.18615E-04    0.84373E-07
   548    0.38923E+01    0.72899E+01    0.00000E+00    0.84667E+00    0.10442E-07    0.18535E-04    0.70247E-07
   549    0.37842E+01    0.73942E+01    0.00000E+00    0.81728E+00    0.10411E-07    0.18456E-04    0.56134E-07
   550    0.36856E+01    0.75036E+01    0.00000E+00    0.79007E+00    0.10380E-07    0.18378E-04    0.42033E-07
   551    0.36707E+01    0.76181E+01    0.00000E+00    0.76514E+00    0.10349E-07    0.18299E-04    0.27941E-07
   552    0.35871E+01    0.77377E+01    0.00000E+00    0.74188E+00    0.10318E-07    0.18222E-04    0.13858E-07
   553    0.35791E+01    0.78610E+01    0.00000E+00    0.72048E+00    0.10287E-07    0.18144E-04   -0.21202E-09
   554    0.35680E+01    0.79909E+01    0.00000E+00    0.70055E+00    0.10257E-07    0.18067E-04   -0.14268E-07
   555    0.35493E+01    0.81252E+01    0.00000E+00    0.68169E+00    0.10226E-07    0.17991E-04   -0.28308E-07
   556    0.35185E+01    0.82647E+01    0.00000E+00    0.66417E+00    0.10196E-07    0.17915E-04   -0.42330E-07
   557    0.35456E+01    0.84086E+01    0.00000E+00    0.64662E+00    0.10166E-07    0.17839E-04   -0.56332E-07
   558    0.35518E+01    0.85584E+01    0.00000E+00    0.63006E+00    0.10136E-07    0.17764E-04   -0.70311E-07
   559    0.35327E+01    0.87118E+01    0.00000E+00    0.61416E+00    0.10106E-07    0.17689E-04   -0.84265E-07
   560    0.36325E+01    0.88697E+01    0.00000E+00    0.59786E+00    0.10076E-07    0.17614E-04   -0.98193E-07
   561    0.35495E+01    0.90327E+01    0.00000E+00    0.58156E+00    0.10046E-07    0.17540E-04   -0.11209E-06
   562    0.36507E+01    0.92010E+01    0.00000E+00    0.56496E+00    0.10016E-07    0.17466E-04   -0.12596E-06
   563    0.37089E+01    0.93729E+01    0.00000E+00    0.54994E+00    0.99869E-08    0.17393E-04   -0.13980E-06
   564    0.37939E+01    0.95508E+01    0.00000E+00    0.53174E+00    0.99576E-08    0.17320E-04   -0.15360E-06
   565    0.38270E+01    0.97316E+01    0.00000E+00    0.51448E+00    0.99284E-08    0.17247E-04   -0.16736E-06
   566    0.38781E+01    0.99176E+01    0.00000E+00    0.49561E+00    0.98993E-08    0.17175E-04   -0.18109E-06
   567    0.39426E+01    0.10107E+02    0.00000E+00    0.47629E+00    0.98703E-08    0.17103E-04   -0.19478E-06
   568    0.40163E+01    0.10302E+02    0.00000E+00    0.45546E+00    0.98415E-08    0.17032E-04   -0.20842E-06
   569    0.40203E+01    0.10502E+02    0.00000E+00    0.43575E+00    0.98127E-08    0.16961E-04   -0.22201E-06
   570    0.40989E+01    0.10705E+02    0.00000E+00    0.41239E+00    0.97841E-08    0.16890E-04   -0.23556E-06
   571    0.40989E+01    0.10912E+02    0.00000E+00    0.38803E+00    0.97556E-08    0.16820E-04   -0.24906E-06
   572    0.40903E+01    0.11124E+02    0.00000E+00    0.36308E+00    0.97272E-08    0.16750E-04   -0.26251E-06
   573    0.41430E+01    0.11339E+02    0.00000E+00    0.33574E+00    0.96990E-08    0.16680E-04   -0.27591E-06
   574    0.41781E+01    0.11558E+02    0.00000E+00    0.30790E+00    0.96708E-08    0.16611E-04   -0.28925E-06
   575    0.41913E+01    0.11781E+02    0.00000E+00    0.27776E+00    0.96428E-08    0.16542E-04   -0.30253E-06
   576    0.42524E+01    0.12008E+02    0.00000E+00    0.24722E+00    0.96149E-08    0.16474E-04   -0.31576E-06
   577    0.42084E+01    0.12239E+02    0.00000E+00    0.21522E+00    0.95871E-08    0.16406E-04   -0.32892E-06
   578    0.42035E+01    0.12473E+02    0.00000E+00    0.18142E+00    0.95594E-08    0.16338E-04   -0.34202E-06
   579    0.42332E+01    0.12711E+02    0.00000E+00    0.14700E+00    0.95318E-08    0.16271E-04   -0.35505E-06
   580    0.42930E+01    0.12953E+02    0.00000E+00    0.11013E+00    0.95044E-08    0.16204E-04   -0.36802E-06
   581    0.41558E+01    0.13197E+02    0.00000E+00    0.73473E-01    0.94771E-08    0.16137E-04   -0.38091E-06
   582    0.41142E+01    0.13445E+02    0.00000E+00    0.35211E-01    0.94498E-08    0.16071E-04   -0.39374E-06
   583    0.40895E+01    0.13697E+02    0.00000E+00   -0.49785E-02    0.94227E-08    0.16005E-04   -0.40649E-06
   584    0.40773E+01    0.13951E+02    0.00000E+00   -0.45193E-01    0.93957E-08    0.15939E-04   -0.41916E-06
   585    0.40731E+01    0.14208E+02    0.00000E+00   -0.86498E-01    0.93688E-08    0.15874E-04   -0.43176E-06
   586    0.39982E+01    0.14468E+02    0.00000E+00   -0.12848E+00    0.93420E-08    0.15809E-04   -0.44427E-06
   587    0.39967E+01    0.14731E+02    0.00000E+00   -0.17071E+00    0.93154E-08    0.15745E-04   -0.45671E-06
   588    0.39157E+01    0.14997E+02    0.00000E+00   -0.21427E+00    0.92888E-08    0.15681E-04   -0.46906E-06
   589    0.38250E+01    0.15266E+02    0.00000E+00   -0.25724E+00    0.92624E-08    0.15617E-04   -0.48132E-06
   590    0.37202E+01    0.15537E+02    0.00000E+00   -0.29996E+00    0.92360E-08    0.15554E-04   -0.49350E-06
   591    0.36711E+01    0.15811E+02    0.00000E+00   -0.34274E+00    0.92098E-08    0.15490E-04   -0.50558E-06
   592    0.35990E+01    0.16086E+02    0.00000E+00   -0.38592E+00    0.91837E-08    0.15428E-04   -0.51757E-06
   593    0.34995E+01    0.16365E+02    0.00000E+00   -0.42684E+00    0.91576E-08    0.15365E-04   -0.52947E-06
   594    0.32939E+01    0.16646E+02    0.00000E+00   -0.46806E+00    0.91317E-08    0.15303E-04   -0.54127E-06
   595    0.31262E+01    0.16927E+02    0.00000E+00   -0.50693E+00    0.91059E-08    0.15242E-04   -0.55298E-06
   596    0.30664E+01    0.17213E+02    0.00000E+00   -0.54526E+00    0.90802E-08    0.15180E-04   -0.56458E-06
   597    0.29615E+01    0.17497E+02    0.00000E+00   -0.58115E+00    0.90546E-08    0.15119E-04   -0.57608E-06
   598    0.30298E+01    0.17785E+02    0.00000E+00   -0.61493E+00    0.90291E-08    0.15058E-04   -0.58747E-06
   599    0.29698E+01    0.18075E+02    0.00000E+00   -0.64542E+00    0.90037E-08    0.14998E-04   -0.59876E-06
   600    0.28514E+01    0.18366E+02    0.00000E+00   -0.67370E+00    0.89785E-08    0.14938E-04   -0.60994E-06
   601    0.27444E+01    0.18659E+02    0.00000E+00   -0.69875E+00    0.89533E-08    0.14878E-04   -0.62101E-06
   602    0.26447E+01    0.18951E+02    0.00000E+00   -0.72153E+00    0.89282E-08    0.14819E-04   -0.63196E-06
   603    0.24739E+01    0.19247E+02    0.00000E+00   -0.74019E+00    0.89032E-08    0.14760E-04   -0.64281E-06
   604    0.24507E+01    0.19542E+02    0.00000E+00   -0.75733E+00    0.88783E-08    0.14701E-04   -0.65354E-06
   605    0.23481E+01    0.19839E+02    0.00000E+00   -0.77258E+00    0.88536E-08    0.14643E-04   -0.66416E-06
   606    0.23106E+01    0.20136E+02    0.00000E+00   -0.78629E+00    0.88289E-08    0.14585E-04   -0.67466E-06
   607    0.20369E+01    0.20434E+02    0.00000E+00   -0.79886E+00    0.88043E-08    0.14527E-04   -0.68505E-06
   608    0.19686E+01    0.20733E+02    0.00000E+00   -0.81063E+00    0.87798E-08    0.14470E-04   -0.69533E-06
   609    0.19529E+01    0.21032E+02    0.00000E+00   -0.82199E+00    0.87555E-08    0.14412E-04   -0.70549E-06
   610    0.18373E+01    0.21331E+02    0.00000E+00   -0.83329E+00    0.87312E-08    0.14356E-04   -0.71554E-06
   611    0.17661E+01    0.21630E+02    0.00000E+00   -0.84418E+00    0.87070E-08    0.14299E-04   -0.72547E-06
   612    0.17352E+01    0.21931E+02    0.00000E+00   -0.85426E+00    0.86829E-08    0.14243E-04   -0.73528E-06
   613    0.15920E+01    0.22229E+02    0.00000E+00   -0.86615E+00    0.86589E-08    0.14187E-04   -0.74498E-06
   614    0.15551E+01    0.22528E+02    0.00000E+00   -0.87873E+00    0.86350E-08    0.14132E-04   -0.75455E-06
   615    0.14719E+01    0.22826E+02    0.00000E+00   -0.89161E+00    0.86113E-08    0.14076E-04   -0.76401E-06
   616    0.14125E+01    0.23126E+02    0.00000E+00   -0.90518E+00    0.85876E-08    0.14021E-04   -0.77335E-06
   617    0.14471E+01    0.23424E+02    0.00000E+00   -0.91980E+00    0.85640E-08    0.13967E-04   -0.78257E-06
   618    0.14230E+01    0.23722E+02    0.00000E+00   -0.93657E+00    0.85405E-08    0.13912E-04   -0.79167E-06
   619    0.13360E+01    0.24021E+02    0.00000E+00   -0.95291E+00    0.85171E-08    0.13858E-04   -0.80065E-06
   620    0.14050E+01    0.24316E+02    0.00000E+00   -0.97141E+00    0.84937E-08    0.13804E-04   -0.80951E-06
   621    0.13285E+01    0.24612E+02    0.00000E+00   -0.99169E+00    0.84705E-08    0.13751E-04   -0.81825E-06
   622    0.13254E+01    0.24906E+02    0.00000E+00   -0.10141E+01    0.84474E-08    0.13698E-04   -0.82687E-06
   623    0.13916E+01    0.25199E+02    0.00000E+00   -0.10369E+01    0.84244E-08    0.13645E-04   -0.83536E-06
   624    0.13743E+01    0.25490E+02    0.00000E+00   -0.10617E+01    0.84014E-08    0.13592E-04   -0.84373E-06
   625    0.13437E+01    0.25780E+02    0.00000E+00   -0.10891E+01    0.83786E-08    0.13540E-04   -0.85198E-06
   626    0.13700E+01    0.26069E+02    0.00000E+00   -0.11179E+01    0.83558E-08    0.13488E-04   -0.86010E-06
   627    0.14490E+01    0.26355E+02    0.00000E+00   -0.11485E+01    0.83331E-08    0.13436E-04   -0.86810E-06
   628    0.15023E+01    0.26640E+02    0.00000E+00   -0.11812E+01    0.83106E-08    0.13385E-04   -0.87597E-06
   629    0.16001E+01    0.26923E+02    0.00000E+00   -0.12157E+01    0.82881E-08    0.13333E-04   -0.88372E-06
   630    0.15898E+01    0.27203E+02    0.00000E+00   -0.12530E+01    0.82657E-08    0.13282E-04   -0.89134E-06
   631    0.16156E+01    0.27482E+02    0.00000E+00   -0.12907E+01    0.82434E-08    0.13232E-04   -0.89883E-06
   632    0.17479E+01    0.27758E+02    0.00000E+00   -0.13312E+01    0.82211E-08    0.13181E-04   -0.90620E-06
   633    0.17595E+01    0.28033E+02    0.00000E+00   -0.13727E+01    0.81990E-08    0.13131E-04   -0.91344E-06
   634    0.18694E+01    0.28303E+02    0.00000E+00   -0.14156E+01    0.81770E-08    0.13081E-04   -0.92055E-06
   635    0.19989E+01    0.28573E+02    0.00000E+00   -0.14599E+01    0.81550E-08    0.13032E-04   -0.92753E-06
   636    0.19955E+01    0.28840E+02    0.00000E+00   -0.15053E+01    0.81332E-08    0.12982E-04   -0.93438E-06
   637    0.20779E+01    0.29102E+02    0.00000E+00   -0.15527E+01    0.81114E-08    0.12933E-04   -0.94110E-06
   638    0.21677E+01    0.29364E+02    0.00000E+00   -0.16004E+01    0.80897E-08    0.12885E-04   -0.94769E-06
   639    0.22607E+01    0.29620E+02    0.00000E+00   -0.16497E+01    0.80681E-08    0.12836E-04   -0.95415E-06
   640    0.23528E+01    0.29875E+02    0.00000E+00   -0.16993E+01    0.80466E-08    0.12788E-04   -0.96048E-06
   641    0.24399E+01    0.30127E+02    0.00000E+00   -0.17497E+01    0.80251E-08    0.12740E-04   -0.96668E-06
   642    0.24436E+01    0.30374E+02    0.00000E+00   -0.18005E+01    0.80038E-08    0.12692E-04   -0.97274E-06
   643    0.25083E+01    0.30620E+02    0.00000E+00   -0.18516E+01    0.79825E-08    0.12644E-04   -0.97867E-06
   644    0.26299E+01    0.30860E+02    0.00000E+00   -0.19025E+01    0.79613E-08    0.12597E-04   -0.98447E-06
   645    0.26558E+01    0.31097E+02    0.00000E+00   -0.19536E+01    0.79402E-08    0.12550E-04   -0.99013E-06
   646    0.26560E+01    0.31330E+02    0.00000E+00   -0.20043E+01    0.79192E-08    0.12503E-04   -0.99566E-06
   647    0.27750E+01    0.31560E+02    0.00000E+00   -0.20550E+01    0.78983E-08    0.12457E-04   -0.10011E-05
   648    0.27116E+01    0.31786E+02    0.00000E+00   -0.21041E+01    0.78774E-08    0.12410E-04   -0.10063E-05
   649    0.27588E+01    0.32007E+02    0.00000E+00   -0.21526E+01    0.78566E-08    0.12364E-04   -0.10114E-05
   650    0.27638E+01    0.32224E+02    0.00000E+00   -0.21996E+01    0.78359E-08    0.12318E-04   -0.10164E-05
   651    0.27233E+01    0.32438E+02    0.00000E+00   -0.22453E+01    0.78153E-08    0.12273E-04   -0.10213E-05
   652    0.26369E+01    0.32647E+02    0.00000E+00   -0.22898E+01    0.77948E-08    0.12227E-04   -0.10260E-05
   653    0.26537E+01    0.32851E+02    0.00000E+00   -0.23324E+01    0.77743E-08    0.12182E-04   -0.10305E-05
   654    0.25510E+01    0.33051E+02    0.00000E+00   -0.23731E+01    0.77540E-08    0.12137E-04   -0.10350E-05
   655    0.24037E+01    0.33248E+02    0.00000E+00   -0.24134E+01    0.77337E-08    0.12092E-04   -0.10393E-05
   656    0.23606E+01    0.33439E+02    0.00000E+00   -0.24526E+01    0.77135E-08    0.12048E-04   -0.10435E-05
   657    0.22735E+01    0.33625E+02    0.00000E+00   -0.24899E+01    0.76933E-08    0.12004E-04   -0.10475E-05
   658    0.20687E+01    0.33807E+02    0.00000E+00   -0.25269E+01    0.76733E-08    0.11960E-04   -0.10514E-05
   659    0.20435E+01    0.33984E+02    0.00000E+00   -0.25629E+01    0.76533E-08    0.11916E-04   -0.10551E-05
   660    0.19755E+01    0.34156E+02    0.00000E+00   -0.25978E+01    0.76334E-08    0.11872E-04   -0.10588E-05
   661    0.18651E+01    0.34322E+02    0.00000E+00   -0.26311E+01    0.76136E-08    0.11829E-04   -0.10623E-05
   662    0.17870E+01    0.34485E+02    0.00000E+00   -0.26649E+01    0.75938E-08    0.11786E-04   -0.10656E-05
   663    0.16672E+01    0.34642E+02    0.00000E+00   -0.26984E+01    0.75742E-08    0.11743E-04   -0.10688E-05
   664    0.15805E+01    0.34793E+02    0.00000E+00   -0.27304E+01    0.75546E-08    0.11700E-04   -0.10719E-05
   665    0.14530E+01    0.34939E+02    0.00000E+00   -0.27622E+01    0.75350E-08    0.11658E-04   -0.10749E-05
   666    0.13592E+01    0.35081E+02    0.00000E+00   -0.27932E+01    0.75156E-08    0.11615E-04   -0.10777E-05
   667    0.12997E+01    0.35216E+02    0.00000E+00   -0.28241E+01    0.74962E-08    0.11573E-04   -0.10804E-05
   668    0.11261E+01    0.35347E+02    0.00000E+00   -0.28549E+01    0.74769E-08    0.11531E-04   -0.10830E-05
   669    0.11361E+01    0.35471E+02    0.00000E+00   -0.28850E+01    0.74577E-08    0.11490E-04   -0.10854E-05
   670    0.10329E+01    0.35591E+02    0.00000E+00   -0.29136E+01    0.74386E-08    0.11448E-04   -0.10877E-05
   671    0.10397E+01    0.35705E+02    0.00000E+00   -0.29430E+01    0.74195E-08    0.11407E-04   -0.10899E-05
   672    0.93407E+00    0.35813E+02    0.00000E+00   -0.29724E+01    0.74005E-08    0.11366E-04   -0.10919E-05
   673    0.93922E+00    0.35917E+02    0.00000E+00   -0.30005E+01    0.73816E-08    0.11325E-04   -0.10939E-05
   674    0.90698E+00    0.36014E+02    0.00000E+00   -0.30286E+01    0.73627E-08    0.11285E-04   -0.10956E-05
   675    0.91202E+00    0.36105E+02    0.00000E+00   -0.30569E+01    0.73439E-08    0.11244E-04   -0.10973E-05
   676    0.88044E+00    0.36191E+02    0.00000E+00   -0.30839E+01    0.73252E-08    0.11204E-04   -0.10988E-05
   677    0.88691E+00    0.36271E+02    0.00000E+00   -0.31111E+01    0.73066E-08    0.11164E-04   -0.11002E-05
   678    0.93181E+00    0.36344E+02    0.00000E+00   -0.31385E+01    0.72880E-08    0.11124E-04   -0.11015E-05
   679    0.94125E+00    0.36413E+02    0.00000E+00   -0.31654E+01    0.72695E-08    0.11085E-04   -0.11026E-05
   680    0.10642E+01    0.36475E+02    0.00000E+00   -0.31925E+01    0.72511E-08    0.11045E-04   -0.11037E-05
   681    0.11524E+01    0.36532E+02    0.00000E+00   -0.32185E+01    0.72327E-08    0.11006E-04   -0.11045E-05
   682    0.12063E+01    0.36582E+02    0.00000E+00   -0.32456E+01    0.72144E-08    0.10967E-04   -0.11053E-05
   683    0.13749E+01    0.36627E+02    0.00000E+00   -0.32738E+01    0.71962E-08    0.10928E-04   -0.11059E-05
   684    0.14356E+01    0.36665E+02    0.00000E+00   -0.33016E+01    0.71780E-08    0.10890E-04   -0.11065E-05
   685    0.14632E+01    0.36697E+02    0.00000E+00   -0.33298E+01    0.71599E-08    0.10851E-04   -0.11068E-05
   686    0.15324E+01    0.36723E+02    0.00000E+00   -0.33503E+01    0.71419E-08    0.10813E-04   -0.11071E-05
   687    0.17177E+01    0.36745E+02    0.00000E+00   -0.33750E+01    0.71240E-08    0.10775E-04   -0.11072E-05
   688    0.17967E+01    0.36759E+02    0.00000E+00   -0.34023E+01    0.71061E-08    0.10737E-04   -0.11073E-05
   689    0.19184E+01    0.36767E+02    0.00000E+00   -0.34258E+01    0.70883E-08    0.10699E-04   -0.11071E-05
   690    0.20088E+01    0.36770E+02    0.00000E+00   -0.34535E+01    0.70705E-08    0.10662E-04   -0.11069E-05
   691    0.21427E+01    0.36765E+02    0.00000E+00   -0.34788E+01    0.70528E-08    0.10625E-04   -0.11065E-05
   692    0.22462E+01    0.36756E+02    0.00000E+00   -0.35025E+01    0.70352E-08    0.10588E-04   -0.11061E-05
   693    0.23938E+01    0.36740E+02    0.00000E+00   -0.35328E+01    0.70177E-08    0.10551E-04   -0.11055E-05
