#    L    TT             EE             TE             PP             TP          
   552    0.35871E+01    0.77377E+01    0.74188E+00    0.47984E+06    0.31120E+03
   553    0.35791E+01    0.78610E+01    0.72048E+00    0.47841E+06    0.30988E+03
   554    0.35680E+01    0.79909E+01    0.70055E+00    0.47699E+06    0.30857E+03
   555    0.35493E+01    0.81252E+01    0.68169E+00    0.47558E+06    0.30726E+03
   556    0.35185E+01    0.82647E+01    0.66417E+00    0.47417E+06    0.30596E+03
   557    0.35456E+01    0.84086E+01    0.64662E+00    0.47277E+06    0.30467E+03
   558    0.35518E+01    0.85584E+01    0.63006E+00    0.47137E+06    0.30338E+03
   559    0.35327E+01    0.87118E+01    0.61416E+00    0.46998E+06    0.30211E+03
   560    0.36325E+01    0.88697E+01    0.59786E+00    0.46860E+06    0.30083E+03
   561    0.35495E+01    0.90327E+01    0.58156E+00    0.46722E+06    0.29957E+03
   562    0.36507E+01    0.92010E+01    0.56496E+00    0.46584E+06    0.29831E+03
   563    0.37089E+01    0.93729E+01    0.54994E+00    0.46448E+06    0.29706E+03
   564    0.37939E+01    0.95508E+01    0.53174E+00    0.46311E+06    0.29581E+03
   565    0.38270E+01    0.97316E+01    0.51448E+00    0.46176E+06    0.29457E+03
   566    0.38781E+01    0.99176E+01    0.49561E+00    0.46041E+06    0.29334E+03
   567    0.39426E+01    0.10107E+02    0.47629E+00    0.45906E+06    0.29212E+03
   568    0.40163E+01    0.10302E+02    0.45546E+00    0.45772E+06    0.29090E+03
   569    0.40203E+01    0.10502E+02    0.43575E+00    0.45639E+06    0.28969E+03
   570    0.40989E+01    0.10705E+02    0.41239E+00    0.45506E+06    0.28848E+03
   571    0.40989E+01    0.10912E+02    0.38803E+00    0.45374E+06    0.28728E+03
   572    0.40903E+01    0.11124E+02    0.36308E+00    0.45242E+06    0.28609E+03
   573    0.41430E+01    0.11339E+02    0.33574E+00    0.45111E+06    0.28490E+03
   574    0.41781E+01    0.11558E+02    0.30790E+00    0.44980E+06    0.28372E+03
   575    0.41913E+01    0.11781E+02    0.27776E+00    0.44850E+06    0.28255E+03
   576    0.42524E+01    0.12008E+02    0.24722E+00    0.44721E+06    0.28138E+03
   577    0.42084E+01    0.12239E+02    0.21522E+00    0.44592E+06    0.28022E+03
   578    0.42035E+01    0.12473E+02    0.18142E+00    0.44463E+06    0.27906E+03
   579    0.42332E+01    0.12711E+02    0.14700E+00    0.44335E+06    0.27791E+03
   580    0.42930E+01    0.12953E+02    0.11013E+00    0.44208E+06    0.27677E+03
   581    0.41558E+01    0.13197E+02    0.73473E-01    0.44081E+06    0.27563E+03
   582    0.41142E+01    0.13445E+02    0.35211E-01    0.43955E+06    0.27450E+03
   583    0.40895E+01    0.13697E+02   -0.49785E-02    0.43829E+06    0.27338E+03
   584    0.40773E+01    0.13951E+02   -0.45193E-01    0.43703E+06    0.27226E+03
   585    0.40731E+01    0.14208E+02   -0.86498E-01    0.43579E+06    0.27115E+03
   586    0.39982E+01    0.14468E+02   -0.12848E+00    0.43454E+06    0.27004E+03
   587    0.39967E+01    0.14731E+02   -0.17071E+00    0.43331E+06    0.26894E+03
   588    0.39157E+01    0.14997E+02   -0.21427E+00    0.43207E+06    0.26785E+03
   589    0.38250E+01    0.15266E+02   -0.25724E+00    0.43084E+06    0.26676E+03
   590    0.37202E+01    0.15537E+02   -0.29996E+00    0.42962E+06    0.26568E+03
   591    0.36711E+01    0.15811E+02   -0.34274E+00    0.42840E+06    0.26460E+03
   592    0.35990E+01    0.16086E+02   -0.38592E+00    0.42719E+06    0.26353E+03
   593    0.34995E+01    0.16365E+02   -0.42684E+00    0.42598E+06    0.26246E+03
   594    0.32939E+01    0.16646E+02   -0.46806E+00    0.42478E+06    0.26140E+03
   595    0.31262E+01    0.16927E+02   -0.50693E+00    0.42358E+06    0.26035E+03
   596    0.30664E+01    0.17213E+02   -0.54526E+00    0.42239E+06    0.25930E+03
   597    0.29615E+01    0.17497E+02   -0.58115E+00    0.42120E+06    0.25826E+03
   598    0.30298E+01    0.17785E+02   -0.61493E+00    0.42002E+06    0.25723E+03
   599    0.29698E+01    0.18075E+02   -0.64542E+00    0.41884E+06    0.25620E+03
   600    0.28514E+01    0.18366E+02   -0.67370E+00    0.41766E+06    0.25517E+03
   601    0.27444E+01    0.18659E+02   -0.69875E+00    0.41650E+06    0.25415E+03
   602    0.26447E+01    0.18951E+02   -0.72153E+00    0.41533E+06    0.25314E+03
   603    0.24739E+01    0.19247E+02   -0.74019E+00    0.41417E+06    0.25213E+03
   604    0.24507E+01    0.19542E+02   -0.75733E+00    0.41302E+06    0.25113E+03
   605    0.23481E+01    0.19839E+02   -0.77258E+00    0.41187E+06    0.25014E+03
   606    0.23106E+01    0.20136E+02   -0.78629E+00    0.41072E+06    0.24914E+03
   607    0.20369E+01    0.20434E+02   -0.79886E+00    0.40958E+06    0.24816E+03
   608    0.19686E+01    0.20733E+02   -0.81063E+00    0.40844E+06    0.24718E+03
   609    0.19529E+01    0.21032E+02   -0.82199E+00    0.40731E+06    0.24620E+03
   610    0.18373E+01    0.21331E+02   -0.83329E+00    0.40618E+06    0.24523E+03
   611    0.17661E+01    0.21630E+02   -0.84418E+00    0.40506E+06    0.24427E+03
   612    0.17352E+01    0.21931E+02   -0.85426E+00    0.40394E+06    0.24331E+03
   613    0.15920E+01    0.22229E+02   -0.86615E+00    0.40283E+06    0.24236E+03
   614    0.15551E+01    0.22528E+02   -0.87873E+00    0.40172E+06    0.24141E+03
   615    0.14719E+01    0.22826E+02   -0.89161E+00    0.40062E+06    0.24047E+03
   616    0.14125E+01    0.23126E+02   -0.90518E+00    0.39952E+06    0.23953E+03
   617    0.14471E+01    0.23424E+02   -0.91980E+00    0.39842E+06    0.23860E+03
   618    0.14230E+01    0.23722E+02   -0.93657E+00    0.39733E+06    0.23767E+03
   619    0.13360E+01    0.24021E+02   -0.95291E+00    0.39624E+06    0.23675E+03
   620    0.14050E+01    0.24316E+02   -0.97141E+00    0.39516E+06    0.23583E+03
   621    0.13285E+01    0.24612E+02   -0.99169E+00    0.39408E+06    0.23491E+03
   622    0.13254E+01    0.24906E+02   -0.10141E+01    0.39301E+06    0.23401E+03
   623    0.13916E+01    0.25199E+02   -0.10369E+01    0.39194E+06    0.23310E+03
   624    0.13743E+01    0.25490E+02   -0.10617E+01    0.39087E+06    0.23221E+03
   625    0.13437E+01    0.25780E+02   -0.10891E+01    0.38981E+06    0.23131E+03
   626    0.13700E+01    0.26069E+02   -0.11179E+01    0.38875E+06    0.23042E+03
   627    0.14490E+01    0.26355E+02   -0.11485E+01    0.38770E+06    0.22954E+03
   628    0.15023E+01    0.26640E+02   -0.11812E+01    0.38665E+06    0.22866E+03
   629    0.16001E+01    0.26923E+02   -0.12157E+01    0.38561E+06    0.22779E+03
   630    0.15898E+01    0.27203E+02   -0.12530E+01    0.38457E+06    0.22692E+03
   631    0.16156E+01    0.27482E+02   -0.12907E+01    0.38353E+06    0.22605E+03
   632    0.17479E+01    0.27758E+02   -0.13312E+01    0.38250E+06    0.22519E+03
   633    0.17595E+01    0.28033E+02   -0.13727E+01    0.38147E+06    0.22434E+03
   634    0.18694E+01    0.28303E+02   -0.14156E+01    0.38045E+06    0.22349E+03
   635    0.19989E+01    0.28573E+02   -0.14599E+01    0.37943E+06    0.22264E+03
   636    0.19955E+01    0.28840E+02   -0.15053E+01    0.37841E+06    0.22180E+03
   637    0.20779E+01    0.29102E+02   -0.15527E+01    0.37740E+06    0.22096E+03
   638    0.21677E+01    0.29364E+02   -0.16004E+01    0.37639E+06    0.22013E+03
   639    0.22607E+01    0.29620E+02   -0.16497E+01    0.37539E+06    0.21930E+03
   640    0.23528E+01    0.29875E+02   -0.16993E+01    0.37439E+06    0.21847E+03
   641    0.24399E+01    0.30127E+02   -0.17497E+01    0.37340E+06    0.21765E+03
   642    0.24436E+01    0.30374E+02   -0.18005E+01    0.37240E+06    0.21684E+03
   643    0.25083E+01    0.30620E+02   -0.18516E+01    0.37142E+06    0.21603E+03
   644    0.26299E+01    0.30860E+02   -0.19025E+01    0.37043E+06    0.21522E+03
   645    0.26558E+01    0.31097E+02   -0.19536E+01    0.36945E+06    0.21442E+03
   646    0.26560E+01    0.31330E+02   -0.20043E+01    0.36848E+06    0.21362E+03
   647    0.27750E+01    0.31560E+02   -0.20550E+01    0.36750E+06    0.21282E+03
   648    0.27116E+01    0.31786E+02   -0.21041E+01    0.36654E+06    0.21203E+03
   649    0.27588E+01    0.32007E+02   -0.21526E+01    0.36557E+06    0.21125E+03
   650    0.27638E+01    0.32224E+02   -0.21996E+01    0.36461E+06    0.21046E+03
   651    0.27233E+01    0.32438E+02   -0.22453E+01    0.36365E+06    0.20968E+03
   652    0.26369E+01    0.32647E+02   -0.22898E+01    0.36270E+06    0.20891E+03
   653    0.26537E+01    0.32851E+02   -0.23324E+01    0.36175E+06    0.20814E+03
   654    0.25510E+01    0.33051E+02   -0.23731E+01    0.36080E+06    0.20737E+03
   655    0.24037E+01    0.33248E+02   -0.24134E+01    0.35986E+06    0.20661E+03
   656    0.23606E+01    0.33439E+02   -0.24526E+01    0.35892E+06    0.20585E+03
   657    0.22735E+01    0.33625E+02   -0.24899E+01    0.35799E+06    0.20509E+03
   658    0.20687E+01    0.33807E+02   -0.25269E+01    0.35705E+06    0.20434E+03
   659    0.20435E+01    0.33984E+02   -0.25629E+01    0.35613E+06    0.20359E+03
   660    0.19755E+01    0.34156E+02   -0.25978E+01    0.35520E+06    0.20285E+03
   661    0.18651E+01    0.34322E+02   -0.26311E+01    0.35428E+06    0.20211E+03
   662    0.17870E+01    0.34485E+02   -0.26649E+01    0.35336E+06    0.20137E+03
   663    0.16672E+01    0.34642E+02   -0.26984E+01    0.35245E+06    0.20064E+03
   664    0.15805E+01    0.34793E+02   -0.27304E+01    0.35154E+06    0.19991E+03
   665    0.14530E+01    0.34939E+02   -0.27622E+01    0.35063E+06    0.19919E+03
   666    0.13592E+01    0.35081E+02   -0.27932E+01    0.34973E+06    0.19846E+03
   667    0.12997E+01    0.35216E+02   -0.28241E+01    0.34883E+06    0.19775E+03
   668    0.11261E+01    0.35347E+02   -0.28549E+01    0.34793E+06    0.19703E+03
   669    0.11361E+01    0.35471E+02   -0.28850E+01    0.34704E+06    0.19632E+03
   670    0.10329E+01    0.35591E+02   -0.29136E+01    0.34615E+06    0.19561E+03
   671    0.10397E+01    0.35705E+02   -0.29430E+01    0.34526E+06    0.19491E+03
   672    0.93407E+00    0.35813E+02   -0.29724E+01    0.34438E+06    0.19421E+03
   673    0.93922E+00    0.35917E+02   -0.30005E+01    0.34350E+06    0.19351E+03
   674    0.90698E+00    0.36014E+02   -0.30286E+01    0.34263E+06    0.19282E+03
   675    0.91202E+00    0.36105E+02   -0.30569E+01    0.34175E+06    0.19213E+03
   676    0.88044E+00    0.36191E+02   -0.30839E+01    0.34088E+06    0.19144E+03
   677    0.88691E+00    0.36271E+02   -0.31111E+01    0.34002E+06    0.19076E+03
   678    0.93181E+00    0.36344E+02   -0.31385E+01    0.33916E+06    0.19008E+03
   679    0.94125E+00    0.36413E+02   -0.31654E+01    0.33830E+06    0.18941E+03
   680    0.10642E+01    0.36475E+02   -0.31925E+01    0.33744E+06    0.18873E+03
   681    0.11524E+01    0.36532E+02   -0.32185E+01    0.33659E+06    0.18806E+03
   682    0.12063E+01    0.36582E+02   -0.32456E+01    0.33574E+06    0.18740E+03
   683    0.13749E+01    0.36627E+02   -0.32738E+01    0.33489E+06    0.18674E+03
   684    0.14356E+01    0.36665E+02   -0.33016E+01    0.33405E+06    0.18608E+03
   685    0.14632E+01    0.36697E+02   -0.33298E+01    0.33321E+06    0.18542E+03
   686    0.15324E+01    0.36723E+02   -0.33503E+01    0.33237E+06    0.18477E+03
   687    0.17177E+01    0.36745E+02   -0.33750E+01    0.33154E+06    0.18412E+03
   688    0.17967E+01    0.36759E+02   -0.34023E+01    0.33071E+06    0.18347E+03
   689    0.19184E+01    0.36767E+02   -0.34258E+01    0.32988E+06    0.18283E+03
   690    0.20088E+01    0.36770E+02   -0.34535E+01    0.32905E+06    0.18219E+03
   691    0.21427E+01    0.36765E+02   -0.34788E+01    0.32823E+06    0.18155E+03
   692    0.22462E+01    0.36756E+02   -0.35025E+01    0.32741E+06    0.18092E+03
   693    0.23938E+01    0.36740E+02   -0.35328E+01    0.32660E+06    0.18029E+03
   694    0.24375E+01    0.36718E+02   -0.35555E+01    0.32579E+06    0.17966E+03
   695    0.26005E+01    0.36692E+02   -0.35790E+01    0.32498E+06    0.17903E+03
   696    0.27345E+01    0.36658E+02   -0.36187E+01    0.32417E+06    0.17841E+03
   697    0.28401E+01    0.36619E+02   -0.36458E+01    0.32337E+06    0.17779E+03
   698    0.29174E+01    0.36573E+02   -0.36759E+01    0.32257E+06    0.17718E+03
   699    0.29671E+01    0.36522E+02   -0.37023E+01    0.32177E+06    0.17657E+03
   700    0.30636E+01    0.36465E+02   -0.37333E+01    0.32097E+06    0.17596E+03
   701    0.31337E+01    0.36401E+02   -0.37695E+01    0.32018E+06    0.17535E+03
   702    0.31809E+01    0.36333E+02   -0.37965E+01    0.31939E+06    0.17474E+03
   703    0.32092E+01    0.36258E+02   -0.38445E+01    0.31861E+06    0.17414E+03
   704    0.32227E+01    0.36178E+02   -0.38766E+01    0.31782E+06    0.17355E+03
   705    0.31511E+01    0.36092E+02   -0.39082E+01    0.31704E+06    0.17295E+03
   706    0.31469E+01    0.36000E+02   -0.39471E+01    0.31627E+06    0.17236E+03
   707    0.30658E+01    0.35903E+02   -0.39861E+01    0.31549E+06    0.17177E+03
   708    0.31346E+01    0.35801E+02   -0.40109E+01    0.31472E+06    0.17118E+03
   709    0.30602E+01    0.35692E+02   -0.40515E+01    0.31395E+06    0.17060E+03
   710    0.30695E+01    0.35578E+02   -0.40861E+01    0.31318E+06    0.17002E+03
   711    0.30180E+01    0.35459E+02   -0.41150E+01    0.31242E+06    0.16944E+03
   712    0.29840E+01    0.35335E+02   -0.41535E+01    0.31166E+06    0.16886E+03
   713    0.30459E+01    0.35205E+02   -0.41797E+01    0.31090E+06    0.16829E+03
   714    0.29105E+01    0.35070E+02   -0.42088E+01    0.31015E+06    0.16772E+03
   715    0.28790E+01    0.34930E+02   -0.42413E+01    0.30939E+06    0.16715E+03
   716    0.28812E+01    0.34784E+02   -0.42700E+01    0.30864E+06    0.16658E+03
   717    0.28469E+01    0.34634E+02   -0.42880E+01    0.30790E+06    0.16602E+03
   718    0.27801E+01    0.34479E+02   -0.43179E+01    0.30715E+06    0.16546E+03
   719    0.27591E+01    0.34318E+02   -0.43303E+01    0.30641E+06    0.16490E+03
   720    0.26394E+01    0.34152E+02   -0.43555E+01    0.30567E+06    0.16435E+03
   721    0.27222E+01    0.33983E+02   -0.43641E+01    0.30493E+06    0.16380E+03
   722    0.26402E+01    0.33808E+02   -0.43712E+01    0.30420E+06    0.16325E+03
   723    0.26201E+01    0.33629E+02   -0.43849E+01    0.30347E+06    0.16270E+03
   724    0.25918E+01    0.33445E+02   -0.43979E+01    0.30274E+06    0.16216E+03
   725    0.25594E+01    0.33258E+02   -0.44032E+01    0.30201E+06    0.16161E+03
   726    0.26011E+01    0.33067E+02   -0.44014E+01    0.30129E+06    0.16107E+03
   727    0.25724E+01    0.32871E+02   -0.44075E+01    0.30057E+06    0.16054E+03
   728    0.25517E+01    0.32669E+02   -0.44071E+01    0.29985E+06    0.16000E+03
   729    0.25430E+01    0.32464E+02   -0.44081E+01    0.29913E+06    0.15947E+03
   730    0.24760E+01    0.32255E+02   -0.44034E+01    0.29842E+06    0.15894E+03
   731    0.25778E+01    0.32042E+02   -0.43933E+01    0.29771E+06    0.15841E+03
   732    0.25550E+01    0.31826E+02   -0.43784E+01    0.29700E+06    0.15789E+03
   733    0.26348E+01    0.31606E+02   -0.43738E+01    0.29630E+06    0.15737E+03
   734    0.26725E+01    0.31382E+02   -0.43502E+01    0.29559E+06    0.15684E+03
   735    0.27465E+01    0.31154E+02   -0.43451E+01    0.29489E+06    0.15633E+03
   736    0.27122E+01    0.30923E+02   -0.43218E+01    0.29419E+06    0.15581E+03
   737    0.27966E+01    0.30689E+02   -0.43104E+01    0.29350E+06    0.15530E+03
   738    0.27809E+01    0.30453E+02   -0.42816E+01    0.29280E+06    0.15479E+03
   739    0.28176E+01    0.30212E+02   -0.42580E+01    0.29211E+06    0.15428E+03
   740    0.28365E+01    0.29969E+02   -0.42400E+01    0.29142E+06    0.15377E+03
   741    0.29160E+01    0.29722E+02   -0.42206E+01    0.29074E+06    0.15326E+03
   742    0.29858E+01    0.29474E+02   -0.41928E+01    0.29005E+06    0.15276E+03
   743    0.30499E+01    0.29224E+02   -0.41717E+01    0.28937E+06    0.15226E+03
   744    0.31868E+01    0.28971E+02   -0.41430E+01    0.28869E+06    0.15176E+03
   745    0.32518E+01    0.28715E+02   -0.41292E+01    0.28801E+06    0.15127E+03
   746    0.32490E+01    0.28457E+02   -0.40938E+01    0.28734E+06    0.15077E+03
   747    0.32567E+01    0.28196E+02   -0.40741E+01    0.28666E+06    0.15028E+03
   748    0.33533E+01    0.27935E+02   -0.40557E+01    0.28599E+06    0.14979E+03
   749    0.34686E+01    0.27669E+02   -0.40464E+01    0.28533E+06    0.14930E+03
   750    0.35322E+01    0.27404E+02   -0.40318E+01    0.28466E+06    0.14882E+03
   751    0.36225E+01    0.27136E+02   -0.40195E+01    0.28400E+06    0.14834E+03
   752    0.37430E+01    0.26867E+02   -0.40020E+01    0.28334E+06    0.14785E+03
   753    0.38230E+01    0.26596E+02   -0.39936E+01    0.28268E+06    0.14737E+03
   754    0.38660E+01    0.26324E+02   -0.39791E+01    0.28202E+06    0.14690E+03
   755    0.40240E+01    0.26051E+02   -0.39731E+01    0.28136E+06    0.14642E+03
   756    0.40034E+01    0.25777E+02   -0.39677E+01    0.28071E+06    0.14595E+03
   757    0.41792E+01    0.25502E+02   -0.39551E+01    0.28006E+06    0.14548E+03
   758    0.41834E+01    0.25226E+02   -0.39424E+01    0.27941E+06    0.14501E+03
   759    0.43167E+01    0.24949E+02   -0.39367E+01    0.27877E+06    0.14454E+03
   760    0.43598E+01    0.24672E+02   -0.39302E+01    0.27812E+06    0.14407E+03
   761    0.43904E+01    0.24394E+02   -0.39224E+01    0.27748E+06    0.14361E+03
   762    0.45607E+01    0.24117E+02   -0.39130E+01    0.27684E+06    0.14315E+03
   763    0.45769E+01    0.23839E+02   -0.39017E+01    0.27620E+06    0.14269E+03
   764    0.46655E+01    0.23561E+02   -0.38955E+01    0.27557E+06    0.14223E+03
   765    0.46815E+01    0.23283E+02   -0.38791E+01    0.27493E+06    0.14177E+03
   766    0.47768E+01    0.23006E+02   -0.38672E+01    0.27430E+06    0.14132E+03
   767    0.48064E+01    0.22729E+02   -0.38517E+01    0.27367E+06    0.14086E+03
   768    0.48482E+01    0.22452E+02   -0.38251E+01    0.27305E+06    0.14041E+03
   769    0.49056E+01    0.22175E+02   -0.38092E+01    0.27242E+06    0.13996E+03
   770    0.49078E+01    0.21900E+02   -0.37887E+01    0.27180E+06    0.13951E+03
   771    0.49327E+01    0.21625E+02   -0.37633E+01    0.27118E+06    0.13907E+03
   772    0.49095E+01    0.21351E+02   -0.37252E+01    0.27056E+06    0.13862E+03
   773    0.49160E+01    0.21079E+02   -0.36963E+01    0.26994E+06    0.13818E+03
   774    0.48814E+01    0.20808E+02   -0.36688E+01    0.26933E+06    0.13774E+03
   775    0.49578E+01    0.20538E+02   -0.36349E+01    0.26871E+06    0.13730E+03
   776    0.48515E+01    0.20271E+02   -0.36017E+01    0.26810E+06    0.13686E+03
   777    0.47889E+01    0.20004E+02   -0.35614E+01    0.26750E+06    0.13643E+03
   778    0.49222E+01    0.19739E+02   -0.35136E+01    0.26689E+06    0.13599E+03
   779    0.48090E+01    0.19476E+02   -0.34728E+01    0.26628E+06    0.13556E+03
   780    0.47501E+01    0.19214E+02   -0.34237E+01    0.26568E+06    0.13513E+03
   781    0.47490E+01    0.18956E+02   -0.33809E+01    0.26508E+06    0.13470E+03
   782    0.46606E+01    0.18699E+02   -0.33440E+01    0.26448E+06    0.13427E+03
   783    0.46370E+01    0.18445E+02   -0.32903E+01    0.26388E+06    0.13385E+03
   784    0.46073E+01    0.18193E+02   -0.32344E+01    0.26329E+06    0.13342E+03
   785    0.45010E+01    0.17944E+02   -0.31832E+01    0.26269E+06    0.13300E+03
   786    0.44699E+01    0.17697E+02   -0.31067E+01    0.26210E+06    0.13258E+03
   787    0.43691E+01    0.17453E+02   -0.30416E+01    0.26151E+06    0.13216E+03
   788    0.42764E+01    0.17211E+02   -0.29803E+01    0.26092E+06    0.13174E+03
   789    0.41952E+01    0.16971E+02   -0.29222E+01    0.26034E+06    0.13132E+03
   790    0.42034E+01    0.16737E+02   -0.28522E+01    0.25976E+06    0.13091E+03
   791    0.41559E+01    0.16505E+02   -0.27773E+01    0.25917E+06    0.13049E+03
   792    0.41305E+01    0.16277E+02   -0.27121E+01    0.25859E+06    0.13008E+03
   793    0.40564E+01    0.16053E+02   -0.26338E+01    0.25801E+06    0.12967E+03
   794    0.39372E+01    0.15832E+02   -0.25644E+01    0.25744E+06    0.12926E+03
   795    0.38506E+01    0.15614E+02   -0.24887E+01    0.25686E+06    0.12885E+03
   796    0.39487E+01    0.15401E+02   -0.24211E+01    0.25629E+06    0.12845E+03
   797    0.38636E+01    0.15190E+02   -0.23464E+01    0.25572E+06    0.12804E+03
   798    0.38217E+01    0.14984E+02   -0.22791E+01    0.25515E+06    0.12764E+03
   799    0.38264E+01    0.14783E+02   -0.22114E+01    0.25458E+06    0.12723E+03
   800    0.38814E+01    0.14585E+02   -0.21430E+01    0.25401E+06    0.12683E+03
   801    0.39151E+01    0.14391E+02   -0.20808E+01    0.25345E+06    0.12643E+03
   802    0.38537E+01    0.14202E+02   -0.20019E+01    0.25289E+06    0.12603E+03
   803    0.39941E+01    0.14016E+02   -0.19426E+01    0.25233E+06    0.12564E+03
   804    0.40388E+01    0.13835E+02   -0.18726E+01    0.25177E+06    0.12524E+03
   805    0.42105E+01    0.13659E+02   -0.18059E+01    0.25121E+06    0.12485E+03
   806    0.42861E+01    0.13487E+02   -0.17418E+01    0.25065E+06    0.12445E+03
   807    0.43395E+01    0.13320E+02   -0.16796E+01    0.25010E+06    0.12406E+03
   808    0.43706E+01    0.13158E+02   -0.16110E+01    0.24955E+06    0.12367E+03
   809    0.45277E+01    0.13002E+02   -0.15503E+01    0.24900E+06    0.12328E+03
   810    0.45876E+01    0.12850E+02   -0.14819E+01    0.24845E+06    0.12289E+03
   811    0.46244E+01    0.12702E+02   -0.14130E+01    0.24790E+06    0.12251E+03
   812    0.47121E+01    0.12562E+02   -0.13476E+01    0.24736E+06    0.12212E+03
   813    0.47762E+01    0.12424E+02   -0.12841E+01    0.24681E+06    0.12174E+03
   814    0.49649E+01    0.12293E+02   -0.12194E+01    0.24627E+06    0.12136E+03
   815    0.50553E+01    0.12167E+02   -0.11552E+01    0.24573E+06    0.12098E+03
   816    0.50470E+01    0.12046E+02   -0.10907E+01    0.24519E+06    0.12060E+03
   817    0.50883E+01    0.11931E+02   -0.10259E+01    0.24465E+06    0.12022E+03
   818    0.52533E+01    0.11821E+02   -0.96074E+00    0.24412E+06    0.11984E+03
   819    0.53189E+01    0.11717E+02   -0.89530E+00    0.24358E+06    0.11947E+03
   820    0.54334E+01    0.11618E+02   -0.82881E+00    0.24305E+06    0.11909E+03
   821    0.54479E+01    0.11525E+02   -0.76351E+00    0.24252E+06    0.11872E+03
   822    0.55108E+01    0.11438E+02   -0.69718E+00    0.24199E+06    0.11835E+03
   823    0.55476E+01    0.11356E+02   -0.62983E+00    0.24146E+06    0.11798E+03
   824    0.54837E+01    0.11281E+02   -0.56145E+00    0.24093E+06    0.11762E+03
   825    0.55416E+01    0.11210E+02   -0.49353E+00    0.24041E+06    0.11725E+03
   826    0.54984E+01    0.11147E+02   -0.42460E+00    0.23989E+06    0.11689E+03
   827    0.54280E+01    0.11088E+02   -0.35615E+00    0.23937E+06    0.11652E+03
   828    0.54787E+01    0.11036E+02   -0.28670E+00    0.23885E+06    0.11616E+03
   829    0.54275E+01    0.10991E+02   -0.21699E+00    0.23833E+06    0.11580E+03
   830    0.54227E+01    0.10951E+02   -0.14851E+00    0.23781E+06    0.11545E+03
   831    0.53896E+01    0.10917E+02   -0.79045E-01    0.23729E+06    0.11509E+03
   832    0.53281E+01    0.10888E+02   -0.93367E-02    0.23678E+06    0.11473E+03
   833    0.53122E+01    0.10866E+02    0.60609E-01    0.23627E+06    0.11438E+03
   834    0.51931E+01    0.10850E+02    0.13153E+00    0.23576E+06    0.11403E+03
   835    0.51934E+01    0.10840E+02    0.20268E+00    0.23525E+06    0.11368E+03
   836    0.50156E+01    0.10836E+02    0.27479E+00    0.23474E+06    0.11333E+03
   837    0.49567E+01    0.10838E+02    0.34713E+00    0.23423E+06    0.11298E+03
   838    0.48679E+01    0.10847E+02    0.42041E+00    0.23373E+06    0.11264E+03
   839    0.46746E+01    0.10861E+02    0.49540E+00    0.23323E+06    0.11230E+03
   840    0.45993E+01    0.10883E+02    0.57058E+00    0.23272E+06    0.11195E+03
   841    0.44934E+01    0.10909E+02    0.64523E+00    0.23222E+06    0.11161E+03
   842    0.43564E+01    0.10941E+02    0.72303E+00    0.23172E+06    0.11127E+03
   843    0.42626E+01    0.10980E+02    0.79880E+00    0.23123E+06    0.11094E+03
   844    0.40630E+01    0.11025E+02    0.87698E+00    0.23073E+06    0.11060E+03
   845    0.39802E+01    0.11075E+02    0.95534E+00    0.23024E+06    0.11027E+03
   846    0.39397E+01    0.11133E+02    0.10341E+01    0.22974E+06    0.10994E+03
   847    0.39413E+01    0.11196E+02    0.11143E+01    0.22925E+06    0.10961E+03
   848    0.39104E+01    0.11265E+02    0.11947E+01    0.22876E+06    0.10928E+03
   849    0.37725E+01    0.11339E+02    0.12768E+01    0.22827E+06    0.10895E+03
   850    0.38244E+01    0.11420E+02    0.13600E+01    0.22778E+06    0.10863E+03
   851    0.37682E+01    0.11507E+02    0.14446E+01    0.22730E+06    0.10830E+03
   852    0.37498E+01    0.11600E+02    0.15305E+01    0.22681E+06    0.10798E+03
   853    0.37656E+01    0.11699E+02    0.16174E+01    0.22633E+06    0.10766E+03
   854    0.37380E+01    0.11803E+02    0.17044E+01    0.22585E+06    0.10734E+03
   855    0.36638E+01    0.11914E+02    0.17928E+01    0.22537E+06    0.10703E+03
   856    0.37622E+01    0.12029E+02    0.18811E+01    0.22489E+06    0.10671E+03
   857    0.37329E+01    0.12150E+02    0.19690E+01    0.22441E+06    0.10640E+03
   858    0.37210E+01    0.12279E+02    0.20569E+01    0.22393E+06    0.10609E+03
   859    0.37232E+01    0.12411E+02    0.21459E+01    0.22346E+06    0.10578E+03
   860    0.38103E+01    0.12549E+02    0.22335E+01    0.22298E+06    0.10547E+03
   861    0.38304E+01    0.12693E+02    0.23201E+01    0.22251E+06    0.10516E+03
   862    0.38545E+01    0.12842E+02    0.24068E+01    0.22204E+06    0.10485E+03
   863    0.38791E+01    0.12997E+02    0.24918E+01    0.22157E+06    0.10455E+03
   864    0.39009E+01    0.13156E+02    0.25762E+01    0.22110E+06    0.10425E+03
   865    0.37680E+01    0.13321E+02    0.26583E+01    0.22063E+06    0.10395E+03
   866    0.39969E+01    0.13491E+02    0.27391E+01    0.22017E+06    0.10365E+03
   867    0.39901E+01    0.13668E+02    0.28183E+01    0.21970E+06    0.10335E+03
   868    0.40412E+01    0.13848E+02    0.28964E+01    0.21924E+06    0.10305E+03
   869    0.40726E+01    0.14034E+02    0.29729E+01    0.21877E+06    0.10276E+03
   870    0.40810E+01    0.14224E+02    0.30475E+01    0.21831E+06    0.10246E+03
