#    L    TT             EE             BB             TE          
   394    0.33155E+02    0.21588E+02    0.26534E-01    0.21841E+02
   395    0.32767E+02    0.21589E+02    0.26608E-01    0.21638E+02
   396    0.32473E+02    0.21586E+02    0.26683E-01    0.21434E+02
   397    0.32049E+02    0.21579E+02    0.26759E-01    0.21227E+02
   398    0.31717E+02    0.21569E+02    0.26834E-01    0.21019E+02
   399    0.31328E+02    0.21554E+02    0.26910E-01    0.20809E+02
   400    0.30880E+02    0.21536E+02    0.26987E-01    0.20598E+02
   401    0.30448E+02    0.21514E+02    0.27064E-01    0.20384E+02
   402    0.30036E+02    0.21487E+02    0.27142E-01    0.20170E+02
   403    0.29577E+02    0.21457E+02    0.27219E-01    0.19954E+02
   404    0.29078E+02    0.21423E+02    0.27298E-01    0.19738E+02
   405    0.28618E+02    0.21384E+02    0.27377E-01    0.19520E+02
   406    0.28055E+02    0.21343E+02    0.27456E-01    0.19303E+02
   407    0.27545E+02    0.21297E+02    0.27536E-01    0.19084E+02
   408    0.27018E+02    0.21247E+02    0.27616E-01    0.18867E+02
   409    0.26557E+02    0.21195E+02    0.27697E-01    0.18649E+02
   410    0.26018E+02    0.21137E+02    0.27779E-01    0.18431E+02
   411    0.25556E+02    0.21077E+02    0.27861E-01    0.18214E+02
   412    0.25029E+02    0.21013E+02    0.27943E-01    0.17998E+02
   413    0.24518E+02    0.20945E+02    0.28026E-01    0.17782E+02
   414    0.23955E+02    0.20873E+02    0.28110E-01    0.17567E+02
   415    0.23494E+02    0.20799E+02    0.28194E-01    0.17355E+02
   416    0.22992E+02    0.20720E+02    0.28279E-01    0.17142E+02
   417    0.22458E+02    0.20638E+02    0.28364E-01    0.16930E+02
   418    0.21970E+02    0.20551E+02    0.28450E-01    0.16721E+02
   419    0.21536E+02    0.20462E+02    0.28537E-01    0.16514E+02
   420    0.21087E+02    0.20370E+02    0.28624E-01    0.16308E+02
   421    0.20704E+02    0.20275E+02    0.28712E-01    0.16104E+02
   422    0.20318E+02    0.20175E+02    0.28801E-01    0.15901E+02
   423    0.19862E+02    0.20072E+02    0.28890E-01    0.15701E+02
   424    0.19417E+02    0.19966E+02    0.28980E-01    0.15502E+02
   425    0.19063E+02    0.19857E+02    0.29070E-01    0.15307E+02
   426    0.18731E+02    0.19745E+02    0.29161E-01    0.15113E+02
   427    0.18355E+02    0.19629E+02    0.29253E-01    0.14920E+02
   428    0.18014E+02    0.19511E+02    0.29345E-01    0.14730E+02
   429    0.17641E+02    0.19389E+02    0.29439E-01    0.14543E+02
   430    0.17389E+02    0.19266E+02    0.29532E-01    0.14356E+02
   431    0.17118E+02    0.19138E+02    0.29627E-01    0.14172E+02
   432    0.16759E+02    0.19008E+02    0.29722E-01    0.13989E+02
   433    0.16541E+02    0.18876E+02    0.29818E-01    0.13810E+02
   434    0.16248E+02    0.18741E+02    0.29915E-01    0.13630E+02
   435    0.15960E+02    0.18604E+02    0.30012E-01    0.13452E+02
   436    0.15758E+02    0.18464E+02    0.30110E-01    0.13276E+02
   437    0.15573E+02    0.18321E+02    0.30209E-01    0.13101E+02
   438    0.15338E+02    0.18176E+02    0.30308E-01    0.12929E+02
   439    0.15208E+02    0.18030E+02    0.30408E-01    0.12756E+02
   440    0.15039E+02    0.17880E+02    0.30509E-01    0.12585E+02
   441    0.14914E+02    0.17728E+02    0.30610E-01    0.12413E+02
   442    0.14689E+02    0.17574E+02    0.30713E-01    0.12243E+02
   443    0.14594E+02    0.17419E+02    0.30815E-01    0.12072E+02
   444    0.14486E+02    0.17262E+02    0.30919E-01    0.11903E+02
   445    0.14372E+02    0.17101E+02    0.31023E-01    0.11733E+02
   446    0.14183E+02    0.16941E+02    0.31128E-01    0.11563E+02
   447    0.14075E+02    0.16778E+02    0.31234E-01    0.11392E+02
   448    0.13906E+02    0.16613E+02    0.31340E-01    0.11219E+02
   449    0.13829E+02    0.16447E+02    0.31447E-01    0.11046E+02
   450    0.13777E+02    0.16281E+02    0.31554E-01    0.10870E+02
   451    0.13682E+02    0.16112E+02    0.31662E-01    0.10693E+02
   452    0.13550E+02    0.15942E+02    0.31771E-01    0.10512E+02
   453    0.13537E+02    0.15772E+02    0.31880E-01    0.10331E+02
   454    0.13426E+02    0.15600E+02    0.31990E-01    0.10149E+02
   455    0.13297E+02    0.15427E+02    0.32101E-01    0.99642E+01
   456    0.13306E+02    0.15252E+02    0.32212E-01    0.97852E+01
   457    0.13161E+02    0.15078E+02    0.32324E-01    0.95978E+01
   458    0.13093E+02    0.14903E+02    0.32436E-01    0.94208E+01
   459    0.13032E+02    0.14728E+02    0.32549E-01    0.92389E+01
   460    0.12986E+02    0.14551E+02    0.32662E-01    0.90583E+01
   461    0.12886E+02    0.14374E+02    0.32776E-01    0.88787E+01
   462    0.12814E+02    0.14197E+02    0.32891E-01    0.87061E+01
   463    0.12700E+02    0.14020E+02    0.33006E-01    0.85224E+01
   464    0.12553E+02    0.13843E+02    0.33121E-01    0.83575E+01
   465    0.12377E+02    0.13666E+02    0.33237E-01    0.81821E+01
   466    0.12254E+02    0.13488E+02    0.33353E-01    0.80186E+01
   467    0.12190E+02    0.13311E+02    0.33470E-01    0.78525E+01
   468    0.12043E+02    0.13134E+02    0.33587E-01    0.76915E+01
   469    0.11894E+02    0.12957E+02    0.33705E-01    0.75285E+01
   470    0.11822E+02    0.12781E+02    0.33823E-01    0.73712E+01
   471    0.11538E+02    0.12607E+02    0.33942E-01    0.72199E+01
   472    0.11420E+02    0.12432E+02    0.34061E-01    0.70674E+01
   473    0.11250E+02    0.12258E+02    0.34180E-01    0.69215E+01
   474    0.11110E+02    0.12086E+02    0.34300E-01    0.67750E+01
   475    0.11005E+02    0.11913E+02    0.34420E-01    0.66356E+01
   476    0.10794E+02    0.11743E+02    0.34540E-01    0.65014E+01
   477    0.10558E+02    0.11573E+02    0.34660E-01    0.63630E+01
   478    0.10376E+02    0.11403E+02    0.34781E-01    0.62393E+01
   479    0.10182E+02    0.11236E+02    0.34903E-01    0.61060E+01
   480    0.99805E+01    0.11071E+02    0.35024E-01    0.59827E+01
   481    0.97792E+01    0.10906E+02    0.35146E-01    0.58661E+01
   482    0.96585E+01    0.10744E+02    0.35268E-01    0.57505E+01
   483    0.94018E+01    0.10583E+02    0.35390E-01    0.56339E+01
   484    0.90898E+01    0.10424E+02    0.35513E-01    0.55225E+01
   485    0.89518E+01    0.10267E+02    0.35635E-01    0.54151E+01
   486    0.87712E+01    0.10112E+02    0.35758E-01    0.53099E+01
   487    0.85545E+01    0.99596E+01    0.35881E-01    0.52071E+01
   488    0.83080E+01    0.98084E+01    0.36004E-01    0.51076E+01
   489    0.81124E+01    0.96600E+01    0.36128E-01    0.50105E+01
   490    0.79741E+01    0.95144E+01    0.36251E-01    0.49165E+01
   491    0.76766E+01    0.93709E+01    0.36375E-01    0.48231E+01
   492    0.75234E+01    0.92302E+01    0.36498E-01    0.47314E+01
   493    0.73724E+01    0.90909E+01    0.36622E-01    0.46430E+01
   494    0.72300E+01    0.89558E+01    0.36746E-01    0.45545E+01
   495    0.70281E+01    0.88228E+01    0.36870E-01    0.44677E+01
   496    0.68476E+01    0.86933E+01    0.36994E-01    0.43815E+01
   497    0.66947E+01    0.85666E+01    0.37118E-01    0.42968E+01
   498    0.65759E+01    0.84419E+01    0.37242E-01    0.42110E+01
   499    0.65718E+01    0.83216E+01    0.37366E-01    0.41273E+01
   500    0.65402E+01    0.82032E+01    0.37490E-01    0.40415E+01
   501    0.64123E+01    0.80891E+01    0.37613E-01    0.39555E+01
   502    0.64868E+01    0.79786E+01    0.37737E-01    0.38701E+01
   503    0.64672E+01    0.78708E+01    0.37861E-01    0.37836E+01
   504    0.64284E+01    0.77665E+01    0.37985E-01    0.36985E+01
   505    0.65938E+01    0.76665E+01    0.38108E-01    0.36116E+01
   506    0.65927E+01    0.75701E+01    0.38232E-01    0.35261E+01
   507    0.67228E+01    0.74771E+01    0.38355E-01    0.34405E+01
   508    0.67620E+01    0.73885E+01    0.38478E-01    0.33563E+01
   509    0.68593E+01    0.73034E+01    0.38601E-01    0.32712E+01
   510    0.68669E+01    0.72223E+01    0.38723E-01    0.31869E+01
   511    0.70082E+01    0.71451E+01    0.38846E-01    0.31040E+01
   512    0.70610E+01    0.70721E+01    0.38968E-01    0.30218E+01
   513    0.71745E+01    0.70032E+01    0.39090E-01    0.29397E+01
   514    0.72750E+01    0.69385E+01    0.39211E-01    0.28584E+01
   515    0.73632E+01    0.68782E+01    0.39333E-01    0.27786E+01
   516    0.74396E+01    0.68221E+01    0.39454E-01    0.26997E+01
   517    0.74306E+01    0.67705E+01    0.39574E-01    0.26217E+01
   518    0.74855E+01    0.67233E+01    0.39694E-01    0.25446E+01
   519    0.76047E+01    0.66806E+01    0.39814E-01    0.24698E+01
   520    0.76405E+01    0.66424E+01    0.39934E-01    0.23953E+01
   521    0.75933E+01    0.66087E+01    0.40053E-01    0.23218E+01
   522    0.75382E+01    0.65798E+01    0.40171E-01    0.22501E+01
   523    0.75499E+01    0.65555E+01    0.40289E-01    0.21793E+01
   524    0.75549E+01    0.65358E+01    0.40407E-01    0.21096E+01
   525    0.74053E+01    0.65209E+01    0.40524E-01    0.20425E+01
   526    0.73244E+01    0.65108E+01    0.40640E-01    0.19765E+01
   527    0.73872E+01    0.65054E+01    0.40756E-01    0.19117E+01
   528    0.72971E+01    0.65048E+01    0.40872E-01    0.18472E+01
   529    0.72035E+01    0.65093E+01    0.40986E-01    0.17855E+01
   530    0.70325E+01    0.65186E+01    0.41101E-01    0.17234E+01
   531    0.70820E+01    0.65327E+01    0.41214E-01    0.16649E+01
   532    0.69070E+01    0.65518E+01    0.41327E-01    0.16068E+01
   533    0.67307E+01    0.65759E+01    0.41439E-01    0.15501E+01
   534    0.65540E+01    0.66049E+01    0.41551E-01    0.14947E+01
   535    0.63774E+01    0.66390E+01    0.41662E-01    0.14406E+01
   536    0.62015E+01    0.66781E+01    0.41772E-01    0.13886E+01
   537    0.61013E+01    0.67221E+01    0.41882E-01    0.13381E+01
   538    0.58545E+01    0.67712E+01    0.41990E-01    0.12889E+01
   539    0.56846E+01    0.68252E+01    0.42098E-01    0.12412E+01
   540    0.55180E+01    0.68845E+01    0.42205E-01    0.11950E+01
   541    0.52810E+01    0.69486E+01    0.42312E-01    0.11511E+01
   542    0.51227E+01    0.70178E+01    0.42418E-01    0.11079E+01
   543    0.48953E+01    0.70921E+01    0.42522E-01    0.10667E+01
   544    0.47479E+01    0.71714E+01    0.42626E-01    0.10273E+01
   545    0.45327E+01    0.72557E+01    0.42730E-01    0.98994E+00
   546    0.43987E+01    0.73448E+01    0.42832E-01    0.95425E+00
   547    0.41981E+01    0.74389E+01    0.42934E-01    0.92075E+00
   548    0.40800E+01    0.75379E+01    0.43034E-01    0.88915E+00
   549    0.39709E+01    0.76420E+01    0.43134E-01    0.85953E+00
   550    0.38713E+01    0.77510E+01    0.43233E-01    0.83208E+00
   551    0.38552E+01    0.78651E+01    0.43331E-01    0.80690E+00
   552    0.37706E+01    0.79841E+01    0.43428E-01    0.78338E+00
   553    0.37616E+01    0.81067E+01    0.43524E-01    0.76172E+00
   554    0.37495E+01    0.82357E+01    0.43620E-01    0.74152E+00
   555    0.37298E+01    0.83690E+01    0.43714E-01    0.72238E+00
   556    0.36981E+01    0.85074E+01    0.43808E-01    0.70458E+00
   557    0.37243E+01    0.86500E+01    0.43900E-01    0.68673E+00
   558    0.37297E+01    0.87983E+01    0.43992E-01    0.66987E+00
   559    0.37097E+01    0.89502E+01    0.44083E-01    0.65367E+00
   560    0.38087E+01    0.91064E+01    0.44172E-01    0.63705E+00
   561    0.37249E+01    0.92676E+01    0.44261E-01    0.62044E+00
   562    0.38255E+01    0.94339E+01    0.44349E-01    0.60351E+00
   563    0.38830E+01    0.96037E+01    0.44436E-01    0.58817E+00
   564    0.39674E+01    0.97793E+01    0.44522E-01    0.56964E+00
   565    0.39999E+01    0.99578E+01    0.44607E-01    0.55204E+00
   566    0.40505E+01    0.10141E+02    0.44691E-01    0.53283E+00
   567    0.41146E+01    0.10328E+02    0.44774E-01    0.51317E+00
   568    0.41879E+01    0.10520E+02    0.44856E-01    0.49199E+00
   569    0.41916E+01    0.10717E+02    0.44937E-01    0.47194E+00
   570    0.42698E+01    0.10917E+02    0.45017E-01    0.44823E+00
   571    0.42696E+01    0.11121E+02    0.45096E-01    0.42352E+00
   572    0.42609E+01    0.11329E+02    0.45174E-01    0.39822E+00
   573    0.43133E+01    0.11541E+02    0.45251E-01    0.37053E+00
   574    0.43484E+01    0.11757E+02    0.45327E-01    0.34234E+00
   575    0.43615E+01    0.11975E+02    0.45403E-01    0.31185E+00
   576    0.44226E+01    0.12199E+02    0.45477E-01    0.28097E+00
   577    0.43787E+01    0.12425E+02    0.45550E-01    0.24862E+00
   578    0.43739E+01    0.12655E+02    0.45622E-01    0.21448E+00
   579    0.44037E+01    0.12889E+02    0.45693E-01    0.17972E+00
   580    0.44638E+01    0.13126E+02    0.45763E-01    0.14252E+00
   581    0.43268E+01    0.13366E+02    0.45832E-01    0.10553E+00
   582    0.42854E+01    0.13609E+02    0.45900E-01    0.66940E-01
   583    0.42610E+01    0.13856E+02    0.45968E-01    0.26431E-01
   584    0.42491E+01    0.14105E+02    0.46034E-01   -0.14096E-01
   585    0.42452E+01    0.14357E+02    0.46099E-01   -0.55707E-01
   586    0.41706E+01    0.14612E+02    0.46163E-01   -0.97984E-01
   587    0.41695E+01    0.14870E+02    0.46226E-01   -0.14051E+00
   588    0.40889E+01    0.15130E+02    0.46288E-01   -0.18434E+00
   589    0.39986E+01    0.15393E+02    0.46349E-01   -0.22759E+00
   590    0.38942E+01    0.15658E+02    0.46410E-01   -0.27057E+00
   591    0.38455E+01    0.15926E+02    0.46469E-01   -0.31360E+00
   592    0.37738E+01    0.16195E+02    0.46527E-01   -0.35702E+00
   593    0.36747E+01    0.16468E+02    0.46584E-01   -0.39816E+00
   594    0.34694E+01    0.16743E+02    0.46641E-01   -0.43960E+00
   595    0.33021E+01    0.17018E+02    0.46696E-01   -0.47867E+00
   596    0.32426E+01    0.17297E+02    0.46750E-01   -0.51719E+00
   597    0.31380E+01    0.17575E+02    0.46804E-01   -0.55325E+00
   598    0.32067E+01    0.17856E+02    0.46856E-01   -0.58718E+00
   599    0.31470E+01    0.18139E+02    0.46908E-01   -0.61782E+00
   600    0.30288E+01    0.18423E+02    0.46959E-01   -0.64622E+00
   601    0.29221E+01    0.18709E+02    0.47008E-01   -0.67137E+00
   602    0.28226E+01    0.18994E+02    0.47057E-01   -0.69425E+00
   603    0.26520E+01    0.19282E+02    0.47105E-01   -0.71298E+00
   604    0.26289E+01    0.19571E+02    0.47152E-01   -0.73018E+00
   605    0.25265E+01    0.19860E+02    0.47199E-01   -0.74546E+00
   606    0.24891E+01    0.20149E+02    0.47244E-01   -0.75920E+00
   607    0.22154E+01    0.20440E+02    0.47289E-01   -0.77176E+00
   608    0.21471E+01    0.20732E+02    0.47332E-01   -0.78351E+00
   609    0.21315E+01    0.21022E+02    0.47375E-01   -0.79483E+00
   610    0.20158E+01    0.21313E+02    0.47417E-01   -0.80607E+00
   611    0.19446E+01    0.21605E+02    0.47459E-01   -0.81687E+00
   612    0.19136E+01    0.21898E+02    0.47499E-01   -0.82686E+00
   613    0.17703E+01    0.22188E+02    0.47539E-01   -0.83863E+00
   614    0.17333E+01    0.22479E+02    0.47578E-01   -0.85106E+00
   615    0.16499E+01    0.22769E+02    0.47616E-01   -0.86378E+00
   616    0.15903E+01    0.23060E+02    0.47654E-01   -0.87715E+00
   617    0.16247E+01    0.23351E+02    0.47690E-01   -0.89156E+00
   618    0.16003E+01    0.23640E+02    0.47727E-01   -0.90811E+00
   619    0.15131E+01    0.23930E+02    0.47762E-01   -0.92420E+00
   620    0.15817E+01    0.24217E+02    0.47797E-01   -0.94242E+00
   621    0.15050E+01    0.24505E+02    0.47831E-01   -0.96240E+00
   622    0.15016E+01    0.24791E+02    0.47865E-01   -0.98452E+00
   623    0.15675E+01    0.25075E+02    0.47898E-01   -0.10069E+01
   624    0.15499E+01    0.25357E+02    0.47930E-01   -0.10314E+01
   625    0.15189E+01    0.25639E+02    0.47962E-01   -0.10584E+01
   626    0.15449E+01    0.25919E+02    0.47994E-01   -0.10868E+01
   627    0.16235E+01    0.26197E+02    0.48025E-01   -0.11170E+01
   628    0.16765E+01    0.26473E+02    0.48055E-01   -0.11492E+01
   629    0.17740E+01    0.26747E+02    0.48085E-01   -0.11832E+01
   630    0.17632E+01    0.27019E+02    0.48114E-01   -0.12201E+01
   631    0.17888E+01    0.27289E+02    0.48143E-01   -0.12572E+01
   632    0.19207E+01    0.27557E+02    0.48171E-01   -0.12972E+01
   633    0.19320E+01    0.27823E+02    0.48199E-01   -0.13381E+01
   634    0.20415E+01    0.28085E+02    0.48227E-01   -0.13805E+01
   635    0.21708E+01    0.28345E+02    0.48254E-01   -0.14241E+01
   636    0.21671E+01    0.28604E+02    0.48281E-01   -0.14689E+01
   637    0.22492E+01    0.28858E+02    0.48308E-01   -0.15157E+01
   638    0.23386E+01    0.29111E+02    0.48334E-01   -0.15627E+01
   639    0.24313E+01    0.29359E+02    0.48360E-01   -0.16113E+01
   640    0.25232E+01    0.29606E+02    0.48386E-01   -0.16602E+01
   641    0.26100E+01    0.29849E+02    0.48411E-01   -0.17099E+01
   642    0.26134E+01    0.30088E+02    0.48436E-01   -0.17600E+01
   643    0.26779E+01    0.30325E+02    0.48461E-01   -0.18102E+01
   644    0.27993E+01    0.30557E+02    0.48486E-01   -0.18604E+01
   645    0.28249E+01    0.30786E+02    0.48510E-01   -0.19106E+01
   646    0.28249E+01    0.31011E+02    0.48534E-01   -0.19605E+01
   647    0.29437E+01    0.31232E+02    0.48558E-01   -0.20104E+01
   648    0.28800E+01    0.31450E+02    0.48582E-01   -0.20586E+01
   649    0.29269E+01    0.31664E+02    0.48606E-01   -0.21063E+01
   650    0.29317E+01    0.31873E+02    0.48630E-01   -0.21523E+01
   651    0.28910E+01    0.32079E+02    0.48653E-01   -0.21971E+01
   652    0.28044E+01    0.32281E+02    0.48677E-01   -0.22407E+01
   653    0.28208E+01    0.32477E+02    0.48700E-01   -0.22823E+01
   654    0.27179E+01    0.32670E+02    0.48724E-01   -0.23220E+01
   655    0.25703E+01    0.32859E+02    0.48747E-01   -0.23613E+01
   656    0.25269E+01    0.33043E+02    0.48770E-01   -0.23995E+01
   657    0.24396E+01    0.33222E+02    0.48794E-01   -0.24358E+01
   658    0.22344E+01    0.33397E+02    0.48817E-01   -0.24717E+01
   659    0.22088E+01    0.33567E+02    0.48841E-01   -0.25066E+01
   660    0.21405E+01    0.33732E+02    0.48864E-01   -0.25405E+01
   661    0.20297E+01    0.33891E+02    0.48888E-01   -0.25727E+01
   662    0.19512E+01    0.34047E+02    0.48911E-01   -0.26053E+01
   663    0.18310E+01    0.34198E+02    0.48935E-01   -0.26378E+01
   664    0.17438E+01    0.34343E+02    0.48959E-01   -0.26686E+01
   665    0.16158E+01    0.34483E+02    0.48983E-01   -0.26992E+01
   666    0.15215E+01    0.34618E+02    0.49007E-01   -0.27290E+01
   667    0.14614E+01    0.34748E+02    0.49031E-01   -0.27587E+01
   668    0.12873E+01    0.34872E+02    0.49056E-01   -0.27884E+01
   669    0.12967E+01    0.34992E+02    0.49080E-01   -0.28173E+01
   670    0.11929E+01    0.35105E+02    0.49105E-01   -0.28446E+01
   671    0.11990E+01    0.35215E+02    0.49131E-01   -0.28728E+01
   672    0.10927E+01    0.35317E+02    0.49156E-01   -0.29010E+01
   673    0.10971E+01    0.35416E+02    0.49182E-01   -0.29277E+01
   674    0.10641E+01    0.35508E+02    0.49208E-01   -0.29546E+01
   675    0.10684E+01    0.35595E+02    0.49234E-01   -0.29816E+01
   676    0.10360E+01    0.35676E+02    0.49261E-01   -0.30073E+01
   677    0.10417E+01    0.35752E+02    0.49288E-01   -0.30332E+01
   678    0.10857E+01    0.35821E+02    0.49316E-01   -0.30593E+01
   679    0.10943E+01    0.35886E+02    0.49344E-01   -0.30849E+01
   680    0.12163E+01    0.35945E+02    0.49372E-01   -0.31107E+01
   681    0.13036E+01    0.35998E+02    0.49400E-01   -0.31354E+01
   682    0.13566E+01    0.36044E+02    0.49430E-01   -0.31611E+01
   683    0.15242E+01    0.36087E+02    0.49459E-01   -0.31879E+01
   684    0.15840E+01    0.36121E+02    0.49489E-01   -0.32144E+01
   685    0.16106E+01    0.36151E+02    0.49520E-01   -0.32413E+01
   686    0.16787E+01    0.36175E+02    0.49551E-01   -0.32604E+01
   687    0.18630E+01    0.36194E+02    0.49582E-01   -0.32837E+01
   688    0.19410E+01    0.36205E+02    0.49614E-01   -0.33097E+01
   689    0.20617E+01    0.36212E+02    0.49647E-01   -0.33318E+01
   690    0.21511E+01    0.36213E+02    0.49680E-01   -0.33582E+01
   691    0.22840E+01    0.36207E+02    0.49713E-01   -0.33821E+01
   692    0.23864E+01    0.36196E+02    0.49747E-01   -0.34044E+01
   693    0.25331E+01    0.36180E+02    0.49782E-01   -0.34333E+01
   694    0.25757E+01    0.36157E+02    0.49818E-01   -0.34547E+01
   695    0.27377E+01    0.36130E+02    0.49853E-01   -0.34768E+01
   696    0.28707E+01    0.36096E+02    0.49890E-01   -0.35151E+01
   697    0.29752E+01    0.36056E+02    0.49927E-01   -0.35409E+01
   698    0.30516E+01    0.36011E+02    0.49965E-01   -0.35696E+01
   699    0.31002E+01    0.35960E+02    0.50003E-01   -0.35947E+01
   700    0.31957E+01    0.35903E+02    0.50042E-01   -0.36243E+01
   701    0.32648E+01    0.35841E+02    0.50082E-01   -0.36591E+01
   702    0.33111E+01    0.35773E+02    0.50122E-01   -0.36848E+01
   703    0.33384E+01    0.35700E+02    0.50163E-01   -0.37315E+01
   704    0.33509E+01    0.35621E+02    0.50205E-01   -0.37623E+01
   705    0.32783E+01    0.35537E+02    0.50247E-01   -0.37925E+01
   706    0.32732E+01    0.35447E+02    0.50290E-01   -0.38301E+01
   707    0.31911E+01    0.35352E+02    0.50334E-01   -0.38678E+01
   708    0.32589E+01    0.35252E+02    0.50378E-01   -0.38913E+01
   709    0.31836E+01    0.35146E+02    0.50423E-01   -0.39306E+01
   710    0.31919E+01    0.35035E+02    0.50469E-01   -0.39639E+01
   711    0.31394E+01    0.34919E+02    0.50515E-01   -0.39916E+01
   712    0.31044E+01    0.34798E+02    0.50562E-01   -0.40288E+01
   713    0.31653E+01    0.34672E+02    0.50610E-01   -0.40537E+01
   714    0.30289E+01    0.34541E+02    0.50658E-01   -0.40816E+01
   715    0.29964E+01    0.34405E+02    0.50707E-01   -0.41128E+01
   716    0.29976E+01    0.34263E+02    0.50757E-01   -0.41403E+01
   717    0.29623E+01    0.34118E+02    0.50807E-01   -0.41571E+01
   718    0.28944E+01    0.33968E+02    0.50858E-01   -0.41858E+01
   719    0.28724E+01    0.33811E+02    0.50910E-01   -0.41971E+01
   720    0.27516E+01    0.33651E+02    0.50962E-01   -0.42211E+01
   721    0.28333E+01    0.33487E+02    0.51015E-01   -0.42286E+01
   722    0.27501E+01    0.33318E+02    0.51069E-01   -0.42346E+01
   723    0.27289E+01    0.33145E+02    0.51123E-01   -0.42471E+01
   724    0.26994E+01    0.32967E+02    0.51178E-01   -0.42590E+01
   725    0.26657E+01    0.32786E+02    0.51234E-01   -0.42633E+01
   726    0.27061E+01    0.32602E+02    0.51290E-01   -0.42604E+01
   727    0.26762E+01    0.32412E+02    0.51348E-01   -0.42654E+01
   728    0.26541E+01    0.32218E+02    0.51405E-01   -0.42640E+01
   729    0.26440E+01    0.32020E+02    0.51464E-01   -0.42640E+01
   730    0.25756E+01    0.31819E+02    0.51523E-01   -0.42583E+01
   731    0.26759E+01    0.31613E+02    0.51582E-01   -0.42473E+01
   732    0.26516E+01    0.31405E+02    0.51642E-01   -0.42314E+01
   733    0.27298E+01    0.31193E+02    0.51703E-01   -0.42259E+01
   734    0.27660E+01    0.30978E+02    0.51765E-01   -0.42014E+01
   735    0.28383E+01    0.30758E+02    0.51827E-01   -0.41954E+01
   736    0.28023E+01    0.30536E+02    0.51890E-01   -0.41713E+01
   737    0.28850E+01    0.30311E+02    0.51953E-01   -0.41591E+01
   738    0.28675E+01    0.30084E+02    0.52017E-01   -0.41294E+01
   739    0.29024E+01    0.29853E+02    0.52082E-01   -0.41051E+01
   740    0.29194E+01    0.29619E+02    0.52147E-01   -0.40863E+01
   741    0.29970E+01    0.29381E+02    0.52213E-01   -0.40662E+01
   742    0.30649E+01    0.29143E+02    0.52279E-01   -0.40377E+01
   743    0.31270E+01    0.28904E+02    0.52346E-01   -0.40160E+01
   744    0.32619E+01    0.28660E+02    0.52414E-01   -0.39866E+01
   745    0.33248E+01    0.28415E+02    0.52482E-01   -0.39723E+01
   746    0.33200E+01    0.28168E+02    0.52550E-01   -0.39362E+01
   747    0.33257E+01    0.27918E+02    0.52619E-01   -0.39160E+01
   748    0.34202E+01    0.27667E+02    0.52689E-01   -0.38971E+01
   749    0.35333E+01    0.27413E+02    0.52759E-01   -0.38873E+01
   750    0.35949E+01    0.27158E+02    0.52830E-01   -0.38723E+01
   751    0.36830E+01    0.26901E+02    0.52901E-01   -0.38596E+01
   752    0.38014E+01    0.26644E+02    0.52973E-01   -0.38417E+01
   753    0.38792E+01    0.26385E+02    0.53045E-01   -0.38329E+01
   754    0.39200E+01    0.26125E+02    0.53118E-01   -0.38182E+01
   755    0.40759E+01    0.25863E+02    0.53191E-01   -0.38119E+01
   756    0.40532E+01    0.25601E+02    0.53265E-01   -0.38063E+01
   757    0.42268E+01    0.25339E+02    0.53339E-01   -0.37935E+01
   758    0.42289E+01    0.25075E+02    0.53413E-01   -0.37807E+01
   759    0.43602E+01    0.24810E+02    0.53488E-01   -0.37749E+01
   760    0.44012E+01    0.24545E+02    0.53563E-01   -0.37682E+01
   761    0.44298E+01    0.24280E+02    0.53639E-01   -0.37604E+01
   762    0.45980E+01    0.24015E+02    0.53715E-01   -0.37510E+01
   763    0.46123E+01    0.23750E+02    0.53791E-01   -0.37398E+01
   764    0.46990E+01    0.23485E+02    0.53868E-01   -0.37337E+01
   765    0.47130E+01    0.23219E+02    0.53945E-01   -0.37175E+01
   766    0.48065E+01    0.22955E+02    0.54022E-01   -0.37057E+01
   767    0.48343E+01    0.22691E+02    0.54100E-01   -0.36905E+01
   768    0.48743E+01    0.22427E+02    0.54177E-01   -0.36641E+01
   769    0.49300E+01    0.22163E+02    0.54255E-01   -0.36485E+01
   770    0.49306E+01    0.21901E+02    0.54334E-01   -0.36283E+01
   771    0.49539E+01    0.21639E+02    0.54412E-01   -0.36034E+01
   772    0.49291E+01    0.21379E+02    0.54490E-01   -0.35657E+01
   773    0.49340E+01    0.21120E+02    0.54569E-01   -0.35373E+01
   774    0.48980E+01    0.20862E+02    0.54648E-01   -0.35103E+01
   775    0.49729E+01    0.20606E+02    0.54727E-01   -0.34771E+01
   776    0.48653E+01    0.20351E+02    0.54806E-01   -0.34445E+01
   777    0.48014E+01    0.20098E+02    0.54885E-01   -0.34048E+01
   778    0.49334E+01    0.19846E+02    0.54964E-01   -0.33577E+01
   779    0.48191E+01    0.19597E+02    0.55043E-01   -0.33177E+01
   780    0.47590E+01    0.19348E+02    0.55122E-01   -0.32694E+01
   781    0.47568E+01    0.19103E+02    0.55201E-01   -0.32275E+01
   782    0.46673E+01    0.18859E+02    0.55280E-01   -0.31914E+01
   783    0.46426E+01    0.18618E+02    0.55359E-01   -0.31387E+01
   784    0.46121E+01    0.18379E+02    0.55438E-01   -0.30837E+01
   785    0.45047E+01    0.18143E+02    0.55517E-01   -0.30336E+01
   786    0.44728E+01    0.17909E+02    0.55596E-01   -0.29581E+01
