#    L    TT             EE             BB             TE          
   394    0.16978E+04    0.21063E+02    0.33744E-01    0.11051E+02
   395    0.16911E+04    0.21063E+02    0.33842E-01    0.91792E+01
   396    0.16849E+04    0.21060E+02    0.33940E-01    0.73140E+01
   397    0.16790E+04    0.21052E+02    0.34039E-01    0.54545E+01
   398    0.16737E+04    0.21041E+02    0.34138E-01    0.36020E+01
   399    0.16687E+04    0.21026E+02    0.34238E-01    0.17573E+01
   400    0.16640E+04    0.21007E+02    0.34339E-01   -0.78652E-01
   401    0.16598E+04    0.20984E+02    0.34440E-01   -0.19054E+01
   402    0.16560E+04    0.20957E+02    0.34541E-01   -0.37219E+01
   403    0.16526E+04    0.20927E+02    0.34644E-01   -0.55277E+01
   404    0.16496E+04    0.20892E+02    0.34746E-01   -0.73213E+01
   405    0.16469E+04    0.20854E+02    0.34850E-01   -0.91033E+01
   406    0.16446E+04    0.20812E+02    0.34954E-01   -0.10872E+02
   407    0.16427E+04    0.20766E+02    0.35059E-01   -0.12628E+02
   408    0.16412E+04    0.20717E+02    0.35165E-01   -0.14368E+02
   409    0.16401E+04    0.20664E+02    0.35271E-01   -0.16093E+02
   410    0.16393E+04    0.20607E+02    0.35378E-01   -0.17803E+02
   411    0.16390E+04    0.20547E+02    0.35486E-01   -0.19496E+02
   412    0.16389E+04    0.20483E+02    0.35594E-01   -0.21172E+02
   413    0.16392E+04    0.20416E+02    0.35703E-01   -0.22830E+02
   414    0.16398E+04    0.20345E+02    0.35813E-01   -0.24471E+02
   415    0.16408E+04    0.20271E+02    0.35924E-01   -0.26091E+02
   416    0.16422E+04    0.20193E+02    0.36035E-01   -0.27692E+02
   417    0.16438E+04    0.20112E+02    0.36148E-01   -0.29274E+02
   418    0.16457E+04    0.20026E+02    0.36261E-01   -0.30834E+02
   419    0.16481E+04    0.19938E+02    0.36375E-01   -0.32372E+02
   420    0.16507E+04    0.19847E+02    0.36489E-01   -0.33888E+02
   421    0.16537E+04    0.19752E+02    0.36605E-01   -0.35381E+02
   422    0.16570E+04    0.19654E+02    0.36721E-01   -0.36852E+02
   423    0.16605E+04    0.19553E+02    0.36838E-01   -0.38299E+02
   424    0.16643E+04    0.19448E+02    0.36956E-01   -0.39721E+02
   425    0.16684E+04    0.19340E+02    0.37075E-01   -0.41118E+02
   426    0.16729E+04    0.19230E+02    0.37195E-01   -0.42489E+02
   427    0.16775E+04    0.19116E+02    0.37316E-01   -0.43836E+02
   428    0.16825E+04    0.18999E+02    0.37437E-01   -0.45155E+02
   429    0.16877E+04    0.18880E+02    0.37560E-01   -0.46447E+02
   430    0.16932E+04    0.18758E+02    0.37683E-01   -0.47713E+02
   431    0.16990E+04    0.18633E+02    0.37807E-01   -0.48950E+02
   432    0.17049E+04    0.18504E+02    0.37932E-01   -0.50160E+02
   433    0.17111E+04    0.18375E+02    0.38058E-01   -0.51340E+02
   434    0.17175E+04    0.18242E+02    0.38185E-01   -0.52492E+02
   435    0.17242E+04    0.18107E+02    0.38313E-01   -0.53615E+02
   436    0.17311E+04    0.17970E+02    0.38441E-01   -0.54709E+02
   437    0.17383E+04    0.17830E+02    0.38571E-01   -0.55771E+02
   438    0.17455E+04    0.17687E+02    0.38701E-01   -0.56803E+02
   439    0.17531E+04    0.17543E+02    0.38832E-01   -0.57805E+02
   440    0.17609E+04    0.17397E+02    0.38965E-01   -0.58774E+02
   441    0.17688E+04    0.17248E+02    0.39098E-01   -0.59714E+02
   442    0.17768E+04    0.17097E+02    0.39231E-01   -0.60621E+02
   443    0.17851E+04    0.16945E+02    0.39366E-01   -0.61496E+02
   444    0.17936E+04    0.16791E+02    0.39501E-01   -0.62339E+02
   445    0.18022E+04    0.16634E+02    0.39638E-01   -0.63149E+02
   446    0.18109E+04    0.16476E+02    0.39775E-01   -0.63925E+02
   447    0.18198E+04    0.16318E+02    0.39913E-01   -0.64670E+02
   448    0.18288E+04    0.16156E+02    0.40052E-01   -0.65381E+02
   449    0.18380E+04    0.15994E+02    0.40191E-01   -0.66058E+02
   450    0.18473E+04    0.15831E+02    0.40331E-01   -0.66703E+02
   451    0.18568E+04    0.15666E+02    0.40473E-01   -0.67314E+02
   452    0.18663E+04    0.15500E+02    0.40614E-01   -0.67892E+02
   453    0.18760E+04    0.15334E+02    0.40757E-01   -0.68436E+02
   454    0.18857E+04    0.15166E+02    0.40900E-01   -0.68946E+02
   455    0.18955E+04    0.14997E+02    0.41044E-01   -0.69424E+02
   456    0.19055E+04    0.14827E+02    0.41189E-01   -0.69862E+02
   457    0.19155E+04    0.14657E+02    0.41335E-01   -0.70274E+02
   458    0.19256E+04    0.14487E+02    0.41481E-01   -0.70643E+02
   459    0.19357E+04    0.14316E+02    0.41628E-01   -0.70982E+02
   460    0.19460E+04    0.14144E+02    0.41775E-01   -0.71288E+02
   461    0.19562E+04    0.13972E+02    0.41923E-01   -0.71559E+02
   462    0.19666E+04    0.13799E+02    0.42072E-01   -0.71791E+02
   463    0.19769E+04    0.13627E+02    0.42221E-01   -0.72001E+02
   464    0.19872E+04    0.13455E+02    0.42371E-01   -0.72161E+02
   465    0.19976E+04    0.13283E+02    0.42522E-01   -0.72300E+02
   466    0.20080E+04    0.13110E+02    0.42673E-01   -0.72395E+02
   467    0.20185E+04    0.12938E+02    0.42824E-01   -0.72461E+02
   468    0.20289E+04    0.12767E+02    0.42977E-01   -0.72492E+02
   469    0.20393E+04    0.12595E+02    0.43129E-01   -0.72494E+02
   470    0.20498E+04    0.12425E+02    0.43282E-01   -0.72459E+02
   471    0.20601E+04    0.12256E+02    0.43436E-01   -0.72389E+02
   472    0.20705E+04    0.12087E+02    0.43590E-01   -0.72290E+02
   473    0.20809E+04    0.11918E+02    0.43745E-01   -0.72155E+02
   474    0.20912E+04    0.11751E+02    0.43900E-01   -0.71992E+02
   475    0.21016E+04    0.11584E+02    0.44055E-01   -0.71792E+02
   476    0.21118E+04    0.11420E+02    0.44211E-01   -0.71558E+02
   477    0.21220E+04    0.11256E+02    0.44367E-01   -0.71300E+02
   478    0.21321E+04    0.11092E+02    0.44524E-01   -0.71000E+02
   479    0.21422E+04    0.10931E+02    0.44681E-01   -0.70681E+02
   480    0.21522E+04    0.10771E+02    0.44838E-01   -0.70324E+02
   481    0.21622E+04    0.10613E+02    0.44996E-01   -0.69933E+02
   482    0.21721E+04    0.10457E+02    0.45154E-01   -0.69515E+02
   483    0.21819E+04    0.10302E+02    0.45312E-01   -0.69070E+02
   484    0.21915E+04    0.10150E+02    0.45470E-01   -0.68594E+02
   485    0.22011E+04    0.99984E+01    0.45629E-01   -0.68088E+02
   486    0.22107E+04    0.98501E+01    0.45788E-01   -0.67553E+02
   487    0.22201E+04    0.97040E+01    0.45947E-01   -0.66991E+02
   488    0.22293E+04    0.95592E+01    0.46106E-01   -0.66399E+02
   489    0.22385E+04    0.94173E+01    0.46266E-01   -0.65780E+02
   490    0.22476E+04    0.92782E+01    0.46425E-01   -0.65133E+02
   491    0.22564E+04    0.91412E+01    0.46585E-01   -0.64461E+02
   492    0.22653E+04    0.90072E+01    0.46745E-01   -0.63763E+02
   493    0.22740E+04    0.88744E+01    0.46905E-01   -0.63038E+02
   494    0.22825E+04    0.87460E+01    0.47065E-01   -0.62289E+02
   495    0.22908E+04    0.86197E+01    0.47225E-01   -0.61514E+02
   496    0.22990E+04    0.84969E+01    0.47385E-01   -0.60716E+02
   497    0.23071E+04    0.83770E+01    0.47545E-01   -0.59893E+02
   498    0.23150E+04    0.82592E+01    0.47705E-01   -0.59049E+02
   499    0.23228E+04    0.81456E+01    0.47865E-01   -0.58180E+02
   500    0.23305E+04    0.80341E+01    0.48025E-01   -0.57291E+02
   501    0.23378E+04    0.79270E+01    0.48185E-01   -0.56380E+02
   502    0.23452E+04    0.78233E+01    0.48344E-01   -0.55447E+02
   503    0.23522E+04    0.77224E+01    0.48504E-01   -0.54495E+02
   504    0.23591E+04    0.76251E+01    0.48663E-01   -0.53522E+02
   505    0.23659E+04    0.75321E+01    0.48822E-01   -0.52532E+02
   506    0.23724E+04    0.74427E+01    0.48981E-01   -0.51522E+02
   507    0.23789E+04    0.73567E+01    0.49140E-01   -0.50495E+02
   508    0.23850E+04    0.72751E+01    0.49299E-01   -0.49450E+02
   509    0.23910E+04    0.71970E+01    0.49457E-01   -0.48390E+02
   510    0.23967E+04    0.71230E+01    0.49614E-01   -0.47313E+02
   511    0.24024E+04    0.70528E+01    0.49772E-01   -0.46221E+02
   512    0.24077E+04    0.69868E+01    0.49929E-01   -0.45114E+02
   513    0.24129E+04    0.69249E+01    0.50086E-01   -0.43994E+02
   514    0.24180E+04    0.68673E+01    0.50242E-01   -0.42861E+02
   515    0.24227E+04    0.68140E+01    0.50398E-01   -0.41715E+02
   516    0.24273E+04    0.67649E+01    0.50553E-01   -0.40558E+02
   517    0.24316E+04    0.67204E+01    0.50708E-01   -0.39389E+02
   518    0.24358E+04    0.66801E+01    0.50862E-01   -0.38210E+02
   519    0.24398E+04    0.66444E+01    0.51016E-01   -0.37020E+02
   520    0.24435E+04    0.66131E+01    0.51169E-01   -0.35822E+02
   521    0.24470E+04    0.65863E+01    0.51321E-01   -0.34616E+02
   522    0.24502E+04    0.65643E+01    0.51473E-01   -0.33402E+02
   523    0.24533E+04    0.65469E+01    0.51625E-01   -0.32182E+02
   524    0.24562E+04    0.65341E+01    0.51775E-01   -0.30955E+02
   525    0.24587E+04    0.65260E+01    0.51925E-01   -0.29721E+02
   526    0.24610E+04    0.65227E+01    0.52074E-01   -0.28483E+02
   527    0.24634E+04    0.65241E+01    0.52222E-01   -0.27242E+02
   528    0.24653E+04    0.65302E+01    0.52370E-01   -0.25997E+02
   529    0.24670E+04    0.65413E+01    0.52517E-01   -0.24749E+02
   530    0.24685E+04    0.65572E+01    0.52663E-01   -0.23501E+02
   531    0.24699E+04    0.65779E+01    0.52808E-01   -0.22249E+02
   532    0.24710E+04    0.66036E+01    0.52952E-01   -0.20998E+02
   533    0.24718E+04    0.66341E+01    0.53095E-01   -0.19748E+02
   534    0.24724E+04    0.66696E+01    0.53238E-01   -0.18498E+02
   535    0.24728E+04    0.67101E+01    0.53380E-01   -0.17250E+02
   536    0.24729E+04    0.67554E+01    0.53520E-01   -0.16005E+02
   537    0.24730E+04    0.68057E+01    0.53660E-01   -0.14762E+02
   538    0.24726E+04    0.68610E+01    0.53798E-01   -0.13523E+02
   539    0.24722E+04    0.69212E+01    0.53936E-01   -0.12289E+02
   540    0.24715E+04    0.69865E+01    0.54073E-01   -0.11060E+02
   541    0.24705E+04    0.70567E+01    0.54209E-01   -0.98371E+01
   542    0.24694E+04    0.71318E+01    0.54343E-01   -0.86212E+01
   543    0.24680E+04    0.72120E+01    0.54477E-01   -0.74124E+01
   544    0.24665E+04    0.72971E+01    0.54609E-01   -0.62115E+01
   545    0.24646E+04    0.73871E+01    0.54741E-01   -0.50191E+01
   546    0.24627E+04    0.74818E+01    0.54871E-01   -0.38363E+01
   547    0.24604E+04    0.75814E+01    0.55000E-01   -0.26632E+01
   548    0.24580E+04    0.76859E+01    0.55129E-01   -0.15009E+01
   549    0.24554E+04    0.77954E+01    0.55256E-01   -0.34995E+00
   550    0.24526E+04    0.79097E+01    0.55381E-01    0.78899E+00
   551    0.24496E+04    0.80290E+01    0.55506E-01    0.19154E+01
   552    0.24464E+04    0.81531E+01    0.55630E-01    0.30282E+01
   553    0.24430E+04    0.82807E+01    0.55752E-01    0.41272E+01
   554    0.24394E+04    0.84147E+01    0.55874E-01    0.52116E+01
   555    0.24356E+04    0.85529E+01    0.55994E-01    0.62807E+01
   556    0.24315E+04    0.86959E+01    0.56113E-01    0.73342E+01
   557    0.24274E+04    0.88432E+01    0.56230E-01    0.83704E+01
   558    0.24230E+04    0.89961E+01    0.56347E-01    0.93900E+01
   559    0.24184E+04    0.91524E+01    0.56462E-01    0.10392E+02
   560    0.24137E+04    0.93129E+01    0.56576E-01    0.11375E+02
   561    0.24087E+04    0.94784E+01    0.56689E-01    0.12340E+02
   562    0.24036E+04    0.96488E+01    0.56801E-01    0.13285E+02
   563    0.23984E+04    0.98226E+01    0.56911E-01    0.14212E+02
   564    0.23930E+04    0.10002E+02    0.57020E-01    0.15116E+02
   565    0.23874E+04    0.10184E+02    0.57128E-01    0.16000E+02
   566    0.23816E+04    0.10372E+02    0.57235E-01    0.16862E+02
   567    0.23757E+04    0.10562E+02    0.57341E-01    0.17702E+02
   568    0.23697E+04    0.10758E+02    0.57445E-01    0.18519E+02
   569    0.23635E+04    0.10957E+02    0.57548E-01    0.19315E+02
   570    0.23571E+04    0.11161E+02    0.57650E-01    0.20085E+02
   571    0.23506E+04    0.11368E+02    0.57750E-01    0.20831E+02
   572    0.23439E+04    0.11579E+02    0.57849E-01    0.21554E+02
   573    0.23372E+04    0.11794E+02    0.57947E-01    0.22250E+02
   574    0.23303E+04    0.12012E+02    0.58044E-01    0.22922E+02
   575    0.23232E+04    0.12234E+02    0.58139E-01    0.23567E+02
   576    0.23161E+04    0.12459E+02    0.58233E-01    0.24188E+02
   577    0.23088E+04    0.12688E+02    0.58326E-01    0.24781E+02
   578    0.23014E+04    0.12920E+02    0.58418E-01    0.25347E+02
   579    0.22939E+04    0.13156E+02    0.58508E-01    0.25886E+02
   580    0.22864E+04    0.13395E+02    0.58597E-01    0.26397E+02
   581    0.22785E+04    0.13637E+02    0.58685E-01    0.26881E+02
   582    0.22707E+04    0.13882E+02    0.58771E-01    0.27336E+02
   583    0.22628E+04    0.14130E+02    0.58856E-01    0.27762E+02
   584    0.22548E+04    0.14381E+02    0.58940E-01    0.28160E+02
   585    0.22468E+04    0.14634E+02    0.59023E-01    0.28528E+02
   586    0.22386E+04    0.14890E+02    0.59104E-01    0.28867E+02
   587    0.22304E+04    0.15149E+02    0.59184E-01    0.29176E+02
   588    0.22220E+04    0.15410E+02    0.59263E-01    0.29455E+02
   589    0.22136E+04    0.15674E+02    0.59341E-01    0.29704E+02
   590    0.22051E+04    0.15939E+02    0.59417E-01    0.29923E+02
   591    0.21967E+04    0.16208E+02    0.59492E-01    0.30111E+02
   592    0.21881E+04    0.16477E+02    0.59566E-01    0.30268E+02
   593    0.21795E+04    0.16751E+02    0.59639E-01    0.30395E+02
   594    0.21707E+04    0.17025E+02    0.59710E-01    0.30490E+02
   595    0.21619E+04    0.17300E+02    0.59780E-01    0.30554E+02
   596    0.21532E+04    0.17578E+02    0.59849E-01    0.30587E+02
   597    0.21444E+04    0.17856E+02    0.59917E-01    0.30589E+02
   598    0.21358E+04    0.18137E+02    0.59984E-01    0.30559E+02
   599    0.21270E+04    0.18419E+02    0.60049E-01    0.30499E+02
   600    0.21181E+04    0.18702E+02    0.60114E-01    0.30406E+02
   601    0.21093E+04    0.18987E+02    0.60177E-01    0.30282E+02
   602    0.21004E+04    0.19271E+02    0.60239E-01    0.30126E+02
   603    0.20914E+04    0.19558E+02    0.60300E-01    0.29939E+02
   604    0.20826E+04    0.19845E+02    0.60359E-01    0.29721E+02
   605    0.20738E+04    0.20132E+02    0.60418E-01    0.29471E+02
   606    0.20650E+04    0.20420E+02    0.60476E-01    0.29189E+02
   607    0.20559E+04    0.20709E+02    0.60532E-01    0.28877E+02
   608    0.20471E+04    0.20998E+02    0.60588E-01    0.28532E+02
   609    0.20384E+04    0.21287E+02    0.60642E-01    0.28156E+02
   610    0.20296E+04    0.21576E+02    0.60696E-01    0.27749E+02
   611    0.20208E+04    0.21865E+02    0.60748E-01    0.27310E+02
   612    0.20122E+04    0.22155E+02    0.60800E-01    0.26842E+02
   613    0.20034E+04    0.22442E+02    0.60850E-01    0.26341E+02
   614    0.19948E+04    0.22731E+02    0.60900E-01    0.25810E+02
   615    0.19862E+04    0.23018E+02    0.60949E-01    0.25248E+02
   616    0.19776E+04    0.23306E+02    0.60997E-01    0.24656E+02
   617    0.19692E+04    0.23593E+02    0.61044E-01    0.24034E+02
   618    0.19608E+04    0.23879E+02    0.61090E-01    0.23382E+02
   619    0.19524E+04    0.24166E+02    0.61135E-01    0.22701E+02
   620    0.19442E+04    0.24449E+02    0.61180E-01    0.21990E+02
   621    0.19359E+04    0.24733E+02    0.61224E-01    0.21250E+02
   622    0.19278E+04    0.25015E+02    0.61267E-01    0.20480E+02
   623    0.19198E+04    0.25295E+02    0.61309E-01    0.19683E+02
   624    0.19118E+04    0.25573E+02    0.61351E-01    0.18858E+02
   625    0.19038E+04    0.25850E+02    0.61392E-01    0.18003E+02
   626    0.18960E+04    0.26126E+02    0.61432E-01    0.17121E+02
   627    0.18884E+04    0.26400E+02    0.61472E-01    0.16212E+02
   628    0.18808E+04    0.26671E+02    0.61511E-01    0.15276E+02
   629    0.18734E+04    0.26941E+02    0.61550E-01    0.14312E+02
   630    0.18659E+04    0.27208E+02    0.61588E-01    0.13322E+02
   631    0.18586E+04    0.27473E+02    0.61625E-01    0.12307E+02
   632    0.18515E+04    0.27736E+02    0.61662E-01    0.11265E+02
   633    0.18444E+04    0.27997E+02    0.61699E-01    0.10199E+02
   634    0.18375E+04    0.28254E+02    0.61735E-01    0.91082E+01
   635    0.18307E+04    0.28509E+02    0.61770E-01    0.79933E+01
   636    0.18239E+04    0.28763E+02    0.61805E-01    0.68549E+01
   637    0.18174E+04    0.29011E+02    0.61840E-01    0.56923E+01
   638    0.18110E+04    0.29258E+02    0.61875E-01    0.45076E+01
   639    0.18047E+04    0.29501E+02    0.61909E-01    0.33000E+01
   640    0.17985E+04    0.29742E+02    0.61942E-01    0.20708E+01
   641    0.17925E+04    0.29979E+02    0.61976E-01    0.82019E+00
   642    0.17866E+04    0.30212E+02    0.62009E-01   -0.45125E+00
   643    0.17808E+04    0.30443E+02    0.62042E-01   -0.17430E+01
   644    0.17753E+04    0.30669E+02    0.62075E-01   -0.30545E+01
   645    0.17699E+04    0.30892E+02    0.62108E-01   -0.43853E+01
   646    0.17645E+04    0.31111E+02    0.62140E-01   -0.57350E+01
   647    0.17595E+04    0.31326E+02    0.62172E-01   -0.71034E+01
   648    0.17544E+04    0.31538E+02    0.62204E-01   -0.84885E+01
   649    0.17497E+04    0.31744E+02    0.62236E-01   -0.98912E+01
   650    0.17450E+04    0.31947E+02    0.62268E-01   -0.11310E+02
   651    0.17405E+04    0.32147E+02    0.62300E-01   -0.12745E+02
   652    0.17362E+04    0.32342E+02    0.62332E-01   -0.14195E+02
   653    0.17321E+04    0.32531E+02    0.62363E-01   -0.15660E+02
   654    0.17281E+04    0.32717E+02    0.62395E-01   -0.17137E+02
   655    0.17242E+04    0.32899E+02    0.62427E-01   -0.18629E+02
   656    0.17206E+04    0.33076E+02    0.62459E-01   -0.20134E+02
   657    0.17172E+04    0.33248E+02    0.62490E-01   -0.21649E+02
   658    0.17138E+04    0.33416E+02    0.62522E-01   -0.23177E+02
   659    0.17107E+04    0.33580E+02    0.62554E-01   -0.24715E+02
   660    0.17078E+04    0.33737E+02    0.62586E-01   -0.26263E+02
   661    0.17051E+04    0.33890E+02    0.62619E-01   -0.27820E+02
   662    0.17025E+04    0.34039E+02    0.62651E-01   -0.29386E+02
   663    0.17001E+04    0.34182E+02    0.62684E-01   -0.30961E+02
   664    0.16979E+04    0.34320E+02    0.62716E-01   -0.32542E+02
   665    0.16958E+04    0.34453E+02    0.62749E-01   -0.34131E+02
   666    0.16939E+04    0.34581E+02    0.62783E-01   -0.35725E+02
   667    0.16923E+04    0.34703E+02    0.62816E-01   -0.37325E+02
   668    0.16907E+04    0.34820E+02    0.62850E-01   -0.38929E+02
   669    0.16894E+04    0.34932E+02    0.62884E-01   -0.40538E+02
   670    0.16883E+04    0.35039E+02    0.62918E-01   -0.42149E+02
   671    0.16874E+04    0.35141E+02    0.62953E-01   -0.43763E+02
   672    0.16866E+04    0.35236E+02    0.62988E-01   -0.45380E+02
   673    0.16860E+04    0.35328E+02    0.63024E-01   -0.46996E+02
   674    0.16856E+04    0.35413E+02    0.63060E-01   -0.48614E+02
   675    0.16854E+04    0.35492E+02    0.63096E-01   -0.50232E+02
   676    0.16854E+04    0.35566E+02    0.63133E-01   -0.51848E+02
   677    0.16855E+04    0.35635E+02    0.63170E-01   -0.53462E+02
   678    0.16859E+04    0.35697E+02    0.63208E-01   -0.55075E+02
   679    0.16864E+04    0.35754E+02    0.63247E-01   -0.56685E+02
   680    0.16872E+04    0.35806E+02    0.63285E-01   -0.58291E+02
   681    0.16881E+04    0.35852E+02    0.63325E-01   -0.59892E+02
   682    0.16891E+04    0.35891E+02    0.63365E-01   -0.61489E+02
   683    0.16905E+04    0.35927E+02    0.63405E-01   -0.63081E+02
   684    0.16919E+04    0.35955E+02    0.63446E-01   -0.64667E+02
   685    0.16934E+04    0.35978E+02    0.63488E-01   -0.66246E+02
   686    0.16952E+04    0.35994E+02    0.63531E-01   -0.67810E+02
   687    0.16972E+04    0.36006E+02    0.63574E-01   -0.69369E+02
   688    0.16993E+04    0.36011E+02    0.63617E-01   -0.70922E+02
   689    0.17017E+04    0.36011E+02    0.63662E-01   -0.72461E+02
   690    0.17041E+04    0.36006E+02    0.63707E-01   -0.73993E+02
   691    0.17068E+04    0.35993E+02    0.63753E-01   -0.75512E+02
   692    0.17096E+04    0.35976E+02    0.63800E-01   -0.77017E+02
   693    0.17126E+04    0.35953E+02    0.63847E-01   -0.78516E+02
   694    0.17157E+04    0.35924E+02    0.63895E-01   -0.79994E+02
   695    0.17190E+04    0.35890E+02    0.63944E-01   -0.81459E+02
   696    0.17225E+04    0.35850E+02    0.63994E-01   -0.82924E+02
   697    0.17262E+04    0.35805E+02    0.64045E-01   -0.84362E+02
   698    0.17300E+04    0.35753E+02    0.64096E-01   -0.85786E+02
   699    0.17339E+04    0.35696E+02    0.64148E-01   -0.87190E+02
   700    0.17380E+04    0.35633E+02    0.64201E-01   -0.88580E+02
   701    0.17423E+04    0.35565E+02    0.64255E-01   -0.89957E+02
   702    0.17467E+04    0.35492E+02    0.64310E-01   -0.91307E+02
   703    0.17513E+04    0.35413E+02    0.64366E-01   -0.92658E+02
   704    0.17559E+04    0.35329E+02    0.64422E-01   -0.93973E+02
   705    0.17607E+04    0.35239E+02    0.64480E-01   -0.95268E+02
   706    0.17657E+04    0.35145E+02    0.64538E-01   -0.96551E+02
   707    0.17707E+04    0.35044E+02    0.64597E-01   -0.97813E+02
   708    0.17760E+04    0.34939E+02    0.64657E-01   -0.99039E+02
   709    0.17813E+04    0.34829E+02    0.64718E-01   -0.10026E+03
   710    0.17869E+04    0.34713E+02    0.64780E-01   -0.10145E+03
   711    0.17925E+04    0.34592E+02    0.64843E-01   -0.10262E+03
   712    0.17982E+04    0.34467E+02    0.64906E-01   -0.10377E+03
   713    0.18042E+04    0.34336E+02    0.64971E-01   -0.10489E+03
   714    0.18100E+04    0.34201E+02    0.65036E-01   -0.10599E+03
   715    0.18161E+04    0.34060E+02    0.65103E-01   -0.10707E+03
   716    0.18224E+04    0.33915E+02    0.65170E-01   -0.10812E+03
   717    0.18287E+04    0.33766E+02    0.65238E-01   -0.10913E+03
   718    0.18350E+04    0.33612E+02    0.65307E-01   -0.11014E+03
   719    0.18416E+04    0.33451E+02    0.65377E-01   -0.11110E+03
   720    0.18481E+04    0.33287E+02    0.65448E-01   -0.11205E+03
   721    0.18549E+04    0.33120E+02    0.65520E-01   -0.11295E+03
   722    0.18616E+04    0.32948E+02    0.65593E-01   -0.11383E+03
   723    0.18685E+04    0.32772E+02    0.65666E-01   -0.11469E+03
   724    0.18754E+04    0.32591E+02    0.65740E-01   -0.11552E+03
   725    0.18824E+04    0.32407E+02    0.65816E-01   -0.11632E+03
   726    0.18896E+04    0.32221E+02    0.65892E-01   -0.11709E+03
   727    0.18967E+04    0.32028E+02    0.65969E-01   -0.11783E+03
   728    0.19040E+04    0.31831E+02    0.66046E-01   -0.11854E+03
   729    0.19112E+04    0.31631E+02    0.66125E-01   -0.11922E+03
   730    0.19185E+04    0.31428E+02    0.66204E-01   -0.11987E+03
   731    0.19261E+04    0.31220E+02    0.66285E-01   -0.12048E+03
   732    0.19335E+04    0.31011E+02    0.66366E-01   -0.12106E+03
   733    0.19411E+04    0.30797E+02    0.66447E-01   -0.12162E+03
   734    0.19487E+04    0.30581E+02    0.66530E-01   -0.12213E+03
   735    0.19563E+04    0.30360E+02    0.66613E-01   -0.12263E+03
   736    0.19639E+04    0.30136E+02    0.66698E-01   -0.12308E+03
   737    0.19717E+04    0.29911E+02    0.66782E-01   -0.12351E+03
   738    0.19793E+04    0.29682E+02    0.66868E-01   -0.12389E+03
   739    0.19871E+04    0.29451E+02    0.66954E-01   -0.12424E+03
   740    0.19948E+04    0.29216E+02    0.67042E-01   -0.12457E+03
   741    0.20026E+04    0.28979E+02    0.67129E-01   -0.12486E+03
   742    0.20105E+04    0.28741E+02    0.67218E-01   -0.12511E+03
   743    0.20183E+04    0.28501E+02    0.67307E-01   -0.12534E+03
   744    0.20262E+04    0.28258E+02    0.67397E-01   -0.12552E+03
   745    0.20340E+04    0.28013E+02    0.67487E-01   -0.12569E+03
   746    0.20418E+04    0.27767E+02    0.67579E-01   -0.12580E+03
   747    0.20495E+04    0.27518E+02    0.67670E-01   -0.12588E+03
   748    0.20574E+04    0.27268E+02    0.67763E-01   -0.12594E+03
   749    0.20652E+04    0.27015E+02    0.67856E-01   -0.12597E+03
   750    0.20730E+04    0.26761E+02    0.67949E-01   -0.12596E+03
   751    0.20808E+04    0.26506E+02    0.68044E-01   -0.12591E+03
   752    0.20886E+04    0.26251E+02    0.68138E-01   -0.12582E+03
   753    0.20963E+04    0.25993E+02    0.68234E-01   -0.12571E+03
   754    0.21040E+04    0.25736E+02    0.68330E-01   -0.12555E+03
   755    0.21117E+04    0.25476E+02    0.68426E-01   -0.12537E+03
   756    0.21192E+04    0.25217E+02    0.68523E-01   -0.12515E+03
   757    0.21269E+04    0.24957E+02    0.68620E-01   -0.12490E+03
   758    0.21343E+04    0.24696E+02    0.68718E-01   -0.12460E+03
   759    0.21419E+04    0.24434E+02    0.68816E-01   -0.12429E+03
   760    0.21493E+04    0.24172E+02    0.68915E-01   -0.12393E+03
   761    0.21566E+04    0.23910E+02    0.69014E-01   -0.12355E+03
   762    0.21640E+04    0.23649E+02    0.69114E-01   -0.12313E+03
   763    0.21712E+04    0.23388E+02    0.69214E-01   -0.12267E+03
   764    0.21784E+04    0.23126E+02    0.69314E-01   -0.12219E+03
   765    0.21855E+04    0.22865E+02    0.69415E-01   -0.12167E+03
   766    0.21926E+04    0.22605E+02    0.69516E-01   -0.12112E+03
   767    0.21995E+04    0.22345E+02    0.69617E-01   -0.12054E+03
   768    0.22064E+04    0.22086E+02    0.69719E-01   -0.11991E+03
   769    0.22132E+04    0.21826E+02    0.69820E-01   -0.11927E+03
   770    0.22199E+04    0.21569E+02    0.69922E-01   -0.11859E+03
   771    0.22265E+04    0.21312E+02    0.70025E-01   -0.11788E+03
   772    0.22330E+04    0.21057E+02    0.70127E-01   -0.11712E+03
   773    0.22394E+04    0.20803E+02    0.70230E-01   -0.11635E+03
   774    0.22456E+04    0.20551E+02    0.70332E-01   -0.11555E+03
   775    0.22519E+04    0.20300E+02    0.70435E-01   -0.11471E+03
   776    0.22579E+04    0.20051E+02    0.70538E-01   -0.11385E+03
   777    0.22639E+04    0.19803E+02    0.70641E-01   -0.11296E+03
   778    0.22699E+04    0.19557E+02    0.70745E-01   -0.11203E+03
   779    0.22755E+04    0.19314E+02    0.70848E-01   -0.11107E+03
   780    0.22811E+04    0.19071E+02    0.70951E-01   -0.11009E+03
   781    0.22867E+04    0.18832E+02    0.71054E-01   -0.10908E+03
   782    0.22920E+04    0.18595E+02    0.71157E-01   -0.10806E+03
   783    0.22973E+04    0.18360E+02    0.71260E-01   -0.10699E+03
   784    0.23024E+04    0.18129E+02    0.71363E-01   -0.10590E+03
