#    L    TT             EE             TE             PP             TP          
   553    0.24718E+04    0.79060E+01    0.44095E+01    0.61816E+06   -0.19874E+03
   554    0.24682E+04    0.80385E+01    0.55466E+01    0.61633E+06   -0.19709E+03
   555    0.24644E+04    0.81754E+01    0.66685E+01    0.61451E+06   -0.19543E+03
   556    0.24604E+04    0.83173E+01    0.77749E+01    0.61270E+06   -0.19377E+03
   557    0.24562E+04    0.84636E+01    0.88641E+01    0.61089E+06   -0.19210E+03
   558    0.24517E+04    0.86158E+01    0.99367E+01    0.60909E+06   -0.19042E+03
   559    0.24471E+04    0.87716E+01    0.10992E+02    0.60730E+06   -0.18874E+03
   560    0.24424E+04    0.89317E+01    0.12028E+02    0.60552E+06   -0.18705E+03
   561    0.24373E+04    0.90970E+01    0.13046E+02    0.60374E+06   -0.18536E+03
   562    0.24322E+04    0.92674E+01    0.14044E+02    0.60197E+06   -0.18365E+03
   563    0.24268E+04    0.94414E+01    0.15024E+02    0.60021E+06   -0.18195E+03
   564    0.24214E+04    0.96213E+01    0.15980E+02    0.59845E+06   -0.18023E+03
   565    0.24157E+04    0.98041E+01    0.16917E+02    0.59671E+06   -0.17851E+03
   566    0.24098E+04    0.99921E+01    0.17831E+02    0.59497E+06   -0.17679E+03
   567    0.24038E+04    0.10184E+02    0.18723E+02    0.59323E+06   -0.17506E+03
   568    0.23977E+04    0.10380E+02    0.19592E+02    0.59151E+06   -0.17332E+03
   569    0.23913E+04    0.10582E+02    0.20440E+02    0.58979E+06   -0.17158E+03
   570    0.23849E+04    0.10786E+02    0.21261E+02    0.58808E+06   -0.16984E+03
   571    0.23782E+04    0.10996E+02    0.22058E+02    0.58637E+06   -0.16809E+03
   572    0.23714E+04    0.11209E+02    0.22831E+02    0.58468E+06   -0.16633E+03
   573    0.23644E+04    0.11425E+02    0.23578E+02    0.58298E+06   -0.16457E+03
   574    0.23574E+04    0.11646E+02    0.24299E+02    0.58130E+06   -0.16281E+03
   575    0.23502E+04    0.11870E+02    0.24994E+02    0.57963E+06   -0.16104E+03
   576    0.23429E+04    0.12099E+02    0.25663E+02    0.57796E+06   -0.15927E+03
   577    0.23354E+04    0.12331E+02    0.26304E+02    0.57629E+06   -0.15749E+03
   578    0.23278E+04    0.12566E+02    0.26918E+02    0.57464E+06   -0.15571E+03
   579    0.23201E+04    0.12806E+02    0.27505E+02    0.57299E+06   -0.15392E+03
   580    0.23124E+04    0.13048E+02    0.28062E+02    0.57135E+06   -0.15213E+03
   581    0.23043E+04    0.13294E+02    0.28591E+02    0.56971E+06   -0.15034E+03
   582    0.22963E+04    0.13543E+02    0.29092E+02    0.56808E+06   -0.14855E+03
   583    0.22881E+04    0.13795E+02    0.29562E+02    0.56646E+06   -0.14675E+03
   584    0.22799E+04    0.14051E+02    0.30004E+02    0.56485E+06   -0.14494E+03
   585    0.22716E+04    0.14309E+02    0.30415E+02    0.56324E+06   -0.14314E+03
   586    0.22632E+04    0.14569E+02    0.30796E+02    0.56163E+06   -0.14133E+03
   587    0.22547E+04    0.14834E+02    0.31146E+02    0.56004E+06   -0.13952E+03
   588    0.22461E+04    0.15100E+02    0.31465E+02    0.55845E+06   -0.13771E+03
   589    0.22374E+04    0.15370E+02    0.31754E+02    0.55687E+06   -0.13589E+03
   590    0.22287E+04    0.15641E+02    0.32012E+02    0.55529E+06   -0.13407E+03
   591    0.22199E+04    0.15916E+02    0.32238E+02    0.55372E+06   -0.13225E+03
   592    0.22111E+04    0.16191E+02    0.32431E+02    0.55216E+06   -0.13043E+03
   593    0.22021E+04    0.16471E+02    0.32595E+02    0.55060E+06   -0.12860E+03
   594    0.21930E+04    0.16752E+02    0.32724E+02    0.54905E+06   -0.12678E+03
   595    0.21839E+04    0.17033E+02    0.32823E+02    0.54751E+06   -0.12495E+03
   596    0.21749E+04    0.17319E+02    0.32889E+02    0.54597E+06   -0.12312E+03
   597    0.21658E+04    0.17604E+02    0.32923E+02    0.54444E+06   -0.12129E+03
   598    0.21569E+04    0.17892E+02    0.32924E+02    0.54291E+06   -0.11946E+03
   599    0.21477E+04    0.18181E+02    0.32893E+02    0.54139E+06   -0.11762E+03
   600    0.21385E+04    0.18472E+02    0.32829E+02    0.53988E+06   -0.11579E+03
   601    0.21293E+04    0.18765E+02    0.32732E+02    0.53837E+06   -0.11395E+03
   602    0.21201E+04    0.19058E+02    0.32602E+02    0.53687E+06   -0.11212E+03
   603    0.21108E+04    0.19353E+02    0.32441E+02    0.53538E+06   -0.11028E+03
   604    0.21016E+04    0.19648E+02    0.32247E+02    0.53389E+06   -0.10844E+03
   605    0.20924E+04    0.19944E+02    0.32019E+02    0.53241E+06   -0.10660E+03
   606    0.20832E+04    0.20241E+02    0.31759E+02    0.53093E+06   -0.10477E+03
   607    0.20738E+04    0.20539E+02    0.31466E+02    0.52946E+06   -0.10293E+03
   608    0.20646E+04    0.20838E+02    0.31141E+02    0.52799E+06   -0.10109E+03
   609    0.20555E+04    0.21136E+02    0.30782E+02    0.52654E+06   -0.99255E+02
   610    0.20463E+04    0.21434E+02    0.30391E+02    0.52508E+06   -0.97419E+02
   611    0.20372E+04    0.21733E+02    0.29968E+02    0.52363E+06   -0.95583E+02
   612    0.20281E+04    0.22033E+02    0.29513E+02    0.52219E+06   -0.93748E+02
   613    0.20190E+04    0.22330E+02    0.29024E+02    0.52076E+06   -0.91915E+02
   614    0.20099E+04    0.22629E+02    0.28504E+02    0.51933E+06   -0.90082E+02
   615    0.20009E+04    0.22926E+02    0.27951E+02    0.51790E+06   -0.88251E+02
   616    0.19920E+04    0.23224E+02    0.27368E+02    0.51649E+06   -0.86421E+02
   617    0.19832E+04    0.23522E+02    0.26752E+02    0.51507E+06   -0.84594E+02
   618    0.19743E+04    0.23819E+02    0.26105E+02    0.51367E+06   -0.82768E+02
   619    0.19655E+04    0.24116E+02    0.25427E+02    0.51226E+06   -0.80944E+02
   620    0.19569E+04    0.24411E+02    0.24719E+02    0.51087E+06   -0.79122E+02
   621    0.19482E+04    0.24705E+02    0.23979E+02    0.50948E+06   -0.77302E+02
   622    0.19397E+04    0.24999E+02    0.23208E+02    0.50809E+06   -0.75486E+02
   623    0.19313E+04    0.25290E+02    0.22409E+02    0.50671E+06   -0.73671E+02
   624    0.19228E+04    0.25580E+02    0.21579E+02    0.50534E+06   -0.71860E+02
   625    0.19145E+04    0.25868E+02    0.20719E+02    0.50397E+06   -0.70051E+02
   626    0.19063E+04    0.26156E+02    0.19830E+02    0.50261E+06   -0.68246E+02
   627    0.18982E+04    0.26441E+02    0.18912E+02    0.50125E+06   -0.66444E+02
   628    0.18902E+04    0.26724E+02    0.17966E+02    0.49990E+06   -0.64646E+02
   629    0.18824E+04    0.27005E+02    0.16991E+02    0.49855E+06   -0.62851E+02
   630    0.18745E+04    0.27285E+02    0.15987E+02    0.49721E+06   -0.61060E+02
   631    0.18668E+04    0.27562E+02    0.14957E+02    0.49588E+06   -0.59273E+02
   632    0.18592E+04    0.27836E+02    0.13899E+02    0.49455E+06   -0.57490E+02
   633    0.18517E+04    0.28109E+02    0.12815E+02    0.49322E+06   -0.55711E+02
   634    0.18444E+04    0.28378E+02    0.11704E+02    0.49190E+06   -0.53937E+02
   635    0.18373E+04    0.28646E+02    0.10568E+02    0.49058E+06   -0.52167E+02
   636    0.18301E+04    0.28911E+02    0.94070E+01    0.48928E+06   -0.50403E+02
   637    0.18231E+04    0.29172E+02    0.82200E+01    0.48797E+06   -0.48643E+02
   638    0.18163E+04    0.29431E+02    0.70094E+01    0.48667E+06   -0.46888E+02
   639    0.18096E+04    0.29686E+02    0.57742E+01    0.48538E+06   -0.45138E+02
   640    0.18031E+04    0.29939E+02    0.45159E+01    0.48409E+06   -0.43394E+02
   641    0.17967E+04    0.30189E+02    0.32344E+01    0.48280E+06   -0.41656E+02
   642    0.17904E+04    0.30434E+02    0.19306E+01    0.48152E+06   -0.39923E+02
   643    0.17843E+04    0.30678E+02    0.60494E+00    0.48025E+06   -0.38196E+02
   644    0.17784E+04    0.30915E+02   -0.74203E+00    0.47898E+06   -0.36475E+02
   645    0.17726E+04    0.31150E+02   -0.21100E+01    0.47772E+06   -0.34761E+02
   646    0.17669E+04    0.31382E+02   -0.34983E+01    0.47646E+06   -0.33053E+02
   647    0.17615E+04    0.31609E+02   -0.49069E+01    0.47520E+06   -0.31351E+02
   648    0.17561E+04    0.31833E+02   -0.63339E+01    0.47395E+06   -0.29656E+02
   649    0.17509E+04    0.32052E+02   -0.77799E+01    0.47271E+06   -0.27968E+02
   650    0.17460E+04    0.32267E+02   -0.92436E+01    0.47147E+06   -0.26288E+02
   651    0.17411E+04    0.32479E+02   -0.10725E+02    0.47023E+06   -0.24614E+02
   652    0.17364E+04    0.32686E+02   -0.12223E+02    0.46900E+06   -0.22947E+02
   653    0.17320E+04    0.32887E+02   -0.13737E+02    0.46778E+06   -0.21288E+02
   654    0.17277E+04    0.33085E+02   -0.15266E+02    0.46656E+06   -0.19637E+02
   655    0.17235E+04    0.33279E+02   -0.16810E+02    0.46534E+06   -0.17993E+02
   656    0.17196E+04    0.33468E+02   -0.18368E+02    0.46413E+06   -0.16356E+02
   657    0.17158E+04    0.33652E+02   -0.19939E+02    0.46292E+06   -0.14728E+02
   658    0.17121E+04    0.33832E+02   -0.21523E+02    0.46172E+06   -0.13107E+02
   659    0.17088E+04    0.34006E+02   -0.23120E+02    0.46052E+06   -0.11494E+02
   660    0.17056E+04    0.34175E+02   -0.24727E+02    0.45933E+06   -0.98891E+01
   661    0.17026E+04    0.34340E+02   -0.26344E+02    0.45814E+06   -0.82923E+01
   662    0.16998E+04    0.34500E+02   -0.27973E+02    0.45696E+06   -0.67036E+01
   663    0.16971E+04    0.34655E+02   -0.29611E+02    0.45578E+06   -0.51232E+01
   664    0.16946E+04    0.34803E+02   -0.31257E+02    0.45460E+06   -0.35512E+01
   665    0.16923E+04    0.34947E+02   -0.32911E+02    0.45343E+06   -0.19876E+01
   666    0.16902E+04    0.35085E+02   -0.34572E+02    0.45227E+06   -0.43252E+00
   667    0.16883E+04    0.35218E+02   -0.36240E+02    0.45111E+06    0.11139E+01
   668    0.16865E+04    0.35346E+02   -0.37915E+02    0.44995E+06    0.26517E+01
   669    0.16850E+04    0.35468E+02   -0.39594E+02    0.44880E+06    0.41807E+01
   670    0.16837E+04    0.35585E+02   -0.41276E+02    0.44765E+06    0.57008E+01
   671    0.16826E+04    0.35697E+02   -0.42963E+02    0.44651E+06    0.72119E+01
   672    0.16816E+04    0.35802E+02   -0.44653E+02    0.44537E+06    0.87140E+01
   673    0.16808E+04    0.35903E+02   -0.46345E+02    0.44423E+06    0.10207E+02
   674    0.16803E+04    0.35998E+02   -0.48038E+02    0.44310E+06    0.11691E+02
   675    0.16799E+04    0.36087E+02   -0.49733E+02    0.44197E+06    0.13165E+02
   676    0.16797E+04    0.36170E+02   -0.51427E+02    0.44085E+06    0.14630E+02
   677    0.16797E+04    0.36247E+02   -0.53120E+02    0.43973E+06    0.16086E+02
   678    0.16799E+04    0.36318E+02   -0.54812E+02    0.43862E+06    0.17532E+02
   679    0.16803E+04    0.36384E+02   -0.56502E+02    0.43751E+06    0.18968E+02
   680    0.16810E+04    0.36444E+02   -0.58190E+02    0.43640E+06    0.20394E+02
   681    0.16818E+04    0.36498E+02   -0.59872E+02    0.43530E+06    0.21811E+02
   682    0.16828E+04    0.36545E+02   -0.61552E+02    0.43421E+06    0.23218E+02
   683    0.16840E+04    0.36588E+02   -0.63228E+02    0.43311E+06    0.24615E+02
   684    0.16854E+04    0.36623E+02   -0.64898E+02    0.43202E+06    0.26001E+02
   685    0.16868E+04    0.36653E+02   -0.66562E+02    0.43094E+06    0.27378E+02
   686    0.16885E+04    0.36676E+02   -0.68211E+02    0.42986E+06    0.28744E+02
   687    0.16905E+04    0.36695E+02   -0.69856E+02    0.42878E+06    0.30100E+02
   688    0.16926E+04    0.36706E+02   -0.71495E+02    0.42771E+06    0.31445E+02
   689    0.16949E+04    0.36712E+02   -0.73121E+02    0.42664E+06    0.32780E+02
   690    0.16973E+04    0.36713E+02   -0.74741E+02    0.42557E+06    0.34104E+02
   691    0.17000E+04    0.36705E+02   -0.76348E+02    0.42451E+06    0.35417E+02
   692    0.17028E+04    0.36694E+02   -0.77941E+02    0.42346E+06    0.36720E+02
   693    0.17059E+04    0.36676E+02   -0.79529E+02    0.42240E+06    0.38012E+02
   694    0.17090E+04    0.36651E+02   -0.81096E+02    0.42135E+06    0.39293E+02
   695    0.17124E+04    0.36622E+02   -0.82649E+02    0.42031E+06    0.40562E+02
   696    0.17159E+04    0.36586E+02   -0.84205E+02    0.41927E+06    0.41821E+02
   697    0.17196E+04    0.36544E+02   -0.85732E+02    0.41823E+06    0.43068E+02
   698    0.17235E+04    0.36496E+02   -0.87247E+02    0.41719E+06    0.44304E+02
   699    0.17275E+04    0.36443E+02   -0.88740E+02    0.41616E+06    0.45529E+02
   700    0.17317E+04    0.36383E+02   -0.90221E+02    0.41514E+06    0.46742E+02
   701    0.17361E+04    0.36317E+02   -0.91689E+02    0.41411E+06    0.47943E+02
   702    0.17406E+04    0.36247E+02   -0.93128E+02    0.41309E+06    0.49133E+02
   703    0.17453E+04    0.36170E+02   -0.94570E+02    0.41208E+06    0.50311E+02
   704    0.17502E+04    0.36088E+02   -0.95976E+02    0.41107E+06    0.51477E+02
   705    0.17551E+04    0.35999E+02   -0.97361E+02    0.41006E+06    0.52631E+02
   706    0.17602E+04    0.35905E+02   -0.98734E+02    0.40905E+06    0.53774E+02
   707    0.17654E+04    0.35806E+02   -0.10009E+03    0.40805E+06    0.54904E+02
   708    0.17709E+04    0.35701E+02   -0.10140E+03    0.40705E+06    0.56022E+02
   709    0.17764E+04    0.35591E+02   -0.10271E+03    0.40606E+06    0.57129E+02
   710    0.17822E+04    0.35475E+02   -0.10400E+03    0.40507E+06    0.58222E+02
   711    0.17880E+04    0.35353E+02   -0.10525E+03    0.40408E+06    0.59304E+02
   712    0.17940E+04    0.35227E+02   -0.10649E+03    0.40310E+06    0.60373E+02
   713    0.18002E+04    0.35095E+02   -0.10770E+03    0.40212E+06    0.61430E+02
   714    0.18063E+04    0.34958E+02   -0.10888E+03    0.40115E+06    0.62474E+02
   715    0.18127E+04    0.34816E+02   -0.11005E+03    0.40017E+06    0.63505E+02
   716    0.18192E+04    0.34669E+02   -0.11119E+03    0.39920E+06    0.64524E+02
   717    0.18258E+04    0.34517E+02   -0.11229E+03    0.39824E+06    0.65530E+02
   718    0.18324E+04    0.34360E+02   -0.11338E+03    0.39728E+06    0.66523E+02
   719    0.18392E+04    0.34196E+02   -0.11442E+03    0.39632E+06    0.67504E+02
   720    0.18461E+04    0.34029E+02   -0.11546E+03    0.39536E+06    0.68471E+02
   721    0.18532E+04    0.33858E+02   -0.11644E+03    0.39441E+06    0.69426E+02
   722    0.18603E+04    0.33682E+02   -0.11741E+03    0.39346E+06    0.70367E+02
   723    0.18675E+04    0.33501E+02   -0.11835E+03    0.39251E+06    0.71295E+02
   724    0.18748E+04    0.33316E+02   -0.11926E+03    0.39157E+06    0.72210E+02
   725    0.18821E+04    0.33127E+02   -0.12014E+03    0.39063E+06    0.73111E+02
   726    0.18897E+04    0.32934E+02   -0.12098E+03    0.38970E+06    0.73999E+02
   727    0.18972E+04    0.32736E+02   -0.12180E+03    0.38877E+06    0.74874E+02
   728    0.19048E+04    0.32533E+02   -0.12258E+03    0.38784E+06    0.75735E+02
   729    0.19125E+04    0.32327E+02   -0.12334E+03    0.38691E+06    0.76582E+02
   730    0.19202E+04    0.32117E+02   -0.12406E+03    0.38599E+06    0.77416E+02
   731    0.19281E+04    0.31902E+02   -0.12475E+03    0.38507E+06    0.78236E+02
   732    0.19360E+04    0.31685E+02   -0.12540E+03    0.38415E+06    0.79042E+02
   733    0.19440E+04    0.31464E+02   -0.12603E+03    0.38324E+06    0.79834E+02
   734    0.19520E+04    0.31239E+02   -0.12661E+03    0.38233E+06    0.80613E+02
   735    0.19601E+04    0.31010E+02   -0.12718E+03    0.38142E+06    0.81377E+02
   736    0.19682E+04    0.30777E+02   -0.12769E+03    0.38052E+06    0.82127E+02
   737    0.19764E+04    0.30543E+02   -0.12819E+03    0.37962E+06    0.82863E+02
   738    0.19845E+04    0.30305E+02   -0.12863E+03    0.37872E+06    0.83584E+02
   739    0.19927E+04    0.30064E+02   -0.12905E+03    0.37783E+06    0.84292E+02
   740    0.20010E+04    0.29820E+02   -0.12944E+03    0.37694E+06    0.84984E+02
   741    0.20093E+04    0.29572E+02   -0.12979E+03    0.37605E+06    0.85663E+02
   742    0.20176E+04    0.29323E+02   -0.13010E+03    0.37516E+06    0.86327E+02
   743    0.20259E+04    0.29073E+02   -0.13038E+03    0.37428E+06    0.86976E+02
   744    0.20343E+04    0.28819E+02   -0.13062E+03    0.37340E+06    0.87610E+02
   745    0.20426E+04    0.28562E+02   -0.13083E+03    0.37253E+06    0.88230E+02
   746    0.20509E+04    0.28304E+02   -0.13099E+03    0.37165E+06    0.88835E+02
   747    0.20592E+04    0.28043E+02   -0.13113E+03    0.37078E+06    0.89425E+02
   748    0.20676E+04    0.27781E+02   -0.13124E+03    0.36992E+06    0.90000E+02
   749    0.20760E+04    0.27515E+02   -0.13131E+03    0.36905E+06    0.90559E+02
   750    0.20843E+04    0.27249E+02   -0.13134E+03    0.36819E+06    0.91104E+02
   751    0.20926E+04    0.26981E+02   -0.13134E+03    0.36733E+06    0.91634E+02
   752    0.21009E+04    0.26712E+02   -0.13129E+03    0.36648E+06    0.92148E+02
   753    0.21092E+04    0.26441E+02   -0.13121E+03    0.36562E+06    0.92648E+02
   754    0.21174E+04    0.26169E+02   -0.13109E+03    0.36477E+06    0.93133E+02
   755    0.21257E+04    0.25896E+02   -0.13095E+03    0.36393E+06    0.93603E+02
   756    0.21338E+04    0.25622E+02   -0.13076E+03    0.36308E+06    0.94058E+02
   757    0.21421E+04    0.25347E+02   -0.13054E+03    0.36224E+06    0.94499E+02
   758    0.21501E+04    0.25072E+02   -0.13027E+03    0.36140E+06    0.94926E+02
   759    0.21582E+04    0.24795E+02   -0.12998E+03    0.36056E+06    0.95339E+02
   760    0.21662E+04    0.24518E+02   -0.12966E+03    0.35973E+06    0.95737E+02
   761    0.21741E+04    0.24241E+02   -0.12929E+03    0.35890E+06    0.96122E+02
   762    0.21821E+04    0.23963E+02   -0.12889E+03    0.35807E+06    0.96493E+02
   763    0.21899E+04    0.23687E+02   -0.12846E+03    0.35725E+06    0.96851E+02
   764    0.21977E+04    0.23409E+02   -0.12799E+03    0.35643E+06    0.97195E+02
   765    0.22053E+04    0.23131E+02   -0.12749E+03    0.35561E+06    0.97525E+02
   766    0.22130E+04    0.22855E+02   -0.12695E+03    0.35479E+06    0.97842E+02
   767    0.22205E+04    0.22579E+02   -0.12638E+03    0.35397E+06    0.98147E+02
   768    0.22280E+04    0.22303E+02   -0.12576E+03    0.35316E+06    0.98438E+02
   769    0.22354E+04    0.22026E+02   -0.12512E+03    0.35235E+06    0.98717E+02
   770    0.22426E+04    0.21752E+02   -0.12445E+03    0.35155E+06    0.98982E+02
   771    0.22498E+04    0.21478E+02   -0.12373E+03    0.35074E+06    0.99236E+02
   772    0.22569E+04    0.21206E+02   -0.12298E+03    0.34994E+06    0.99477E+02
   773    0.22639E+04    0.20935E+02   -0.12220E+03    0.34914E+06    0.99705E+02
   774    0.22707E+04    0.20665E+02   -0.12140E+03    0.34835E+06    0.99921E+02
   775    0.22776E+04    0.20396E+02   -0.12055E+03    0.34755E+06    0.10013E+03
   776    0.22842E+04    0.20129E+02   -0.11968E+03    0.34676E+06    0.10032E+03
   777    0.22907E+04    0.19864E+02   -0.11877E+03    0.34598E+06    0.10050E+03
   778    0.22973E+04    0.19601E+02   -0.11783E+03    0.34519E+06    0.10067E+03
   779    0.23035E+04    0.19339E+02   -0.11686E+03    0.34441E+06    0.10083E+03
   780    0.23097E+04    0.19079E+02   -0.11586E+03    0.34363E+06    0.10097E+03
   781    0.23158E+04    0.18822E+02   -0.11483E+03    0.34285E+06    0.10111E+03
   782    0.23217E+04    0.18567E+02   -0.11379E+03    0.34207E+06    0.10123E+03
   783    0.23276E+04    0.18314E+02   -0.11269E+03    0.34130E+06    0.10134E+03
   784    0.23333E+04    0.18064E+02   -0.11157E+03    0.34053E+06    0.10145E+03
   785    0.23388E+04    0.17816E+02   -0.11043E+03    0.33976E+06    0.10154E+03
   786    0.23442E+04    0.17571E+02   -0.10923E+03    0.33899E+06    0.10162E+03
   787    0.23494E+04    0.17329E+02   -0.10802E+03    0.33823E+06    0.10169E+03
   788    0.23545E+04    0.17089E+02   -0.10679E+03    0.33747E+06    0.10175E+03
   789    0.23594E+04    0.16851E+02   -0.10554E+03    0.33671E+06    0.10180E+03
   790    0.23643E+04    0.16619E+02   -0.10425E+03    0.33595E+06    0.10184E+03
   791    0.23689E+04    0.16389E+02   -0.10292E+03    0.33520E+06    0.10187E+03
   792    0.23734E+04    0.16163E+02   -0.10159E+03    0.33445E+06    0.10189E+03
   793    0.23777E+04    0.15941E+02   -0.10022E+03    0.33370E+06    0.10190E+03
   794    0.23818E+04    0.15723E+02   -0.98827E+02    0.33295E+06    0.10190E+03
   795    0.23858E+04    0.15507E+02   -0.97408E+02    0.33221E+06    0.10189E+03
   796    0.23898E+04    0.15296E+02   -0.95975E+02    0.33147E+06    0.10187E+03
   797    0.23934E+04    0.15088E+02   -0.94512E+02    0.33073E+06    0.10185E+03
   798    0.23968E+04    0.14884E+02   -0.93033E+02    0.32999E+06    0.10181E+03
   799    0.24001E+04    0.14685E+02   -0.91532E+02    0.32925E+06    0.10177E+03
   800    0.24033E+04    0.14489E+02   -0.90008E+02    0.32852E+06    0.10172E+03
   801    0.24063E+04    0.14299E+02   -0.88469E+02    0.32779E+06    0.10165E+03
   802    0.24090E+04    0.14112E+02   -0.86892E+02    0.32706E+06    0.10158E+03
   803    0.24117E+04    0.13929E+02   -0.85315E+02    0.32633E+06    0.10150E+03
   804    0.24141E+04    0.13751E+02   -0.83708E+02    0.32561E+06    0.10142E+03
   805    0.24165E+04    0.13577E+02   -0.82086E+02    0.32489E+06    0.10132E+03
   806    0.24185E+04    0.13408E+02   -0.80448E+02    0.32417E+06    0.10122E+03
   807    0.24204E+04    0.13244E+02   -0.78794E+02    0.32345E+06    0.10110E+03
   808    0.24220E+04    0.13085E+02   -0.77118E+02    0.32273E+06    0.10098E+03
   809    0.24236E+04    0.12931E+02   -0.75434E+02    0.32202E+06    0.10085E+03
   810    0.24249E+04    0.12782E+02   -0.73726E+02    0.32131E+06    0.10072E+03
   811    0.24259E+04    0.12638E+02   -0.72004E+02    0.32060E+06    0.10057E+03
   812    0.24268E+04    0.12500E+02   -0.70272E+02    0.31989E+06    0.10041E+03
   813    0.24276E+04    0.12366E+02   -0.68529E+02    0.31919E+06    0.10025E+03
   814    0.24282E+04    0.12238E+02   -0.66772E+02    0.31849E+06    0.10008E+03
   815    0.24286E+04    0.12115E+02   -0.65004E+02    0.31779E+06    0.99900E+02
   816    0.24286E+04    0.11998E+02   -0.63225E+02    0.31709E+06    0.99712E+02
   817    0.24286E+04    0.11885E+02   -0.61435E+02    0.31639E+06    0.99515E+02
   818    0.24284E+04    0.11779E+02   -0.59635E+02    0.31570E+06    0.99311E+02
   819    0.24280E+04    0.11678E+02   -0.57827E+02    0.31501E+06    0.99098E+02
   820    0.24274E+04    0.11583E+02   -0.56009E+02    0.31432E+06    0.98877E+02
   821    0.24266E+04    0.11492E+02   -0.54186E+02    0.31363E+06    0.98647E+02
   822    0.24256E+04    0.11409E+02   -0.52354E+02    0.31294E+06    0.98410E+02
   823    0.24243E+04    0.11331E+02   -0.50516E+02    0.31226E+06    0.98165E+02
   824    0.24228E+04    0.11259E+02   -0.48671E+02    0.31158E+06    0.97911E+02
   825    0.24213E+04    0.11192E+02   -0.46823E+02    0.31090E+06    0.97649E+02
   826    0.24194E+04    0.11132E+02   -0.44970E+02    0.31022E+06    0.97379E+02
   827    0.24173E+04    0.11077E+02   -0.43114E+02    0.30954E+06    0.97101E+02
   828    0.24152E+04    0.11029E+02   -0.41254E+02    0.30887E+06    0.96815E+02
   829    0.24127E+04    0.10986E+02   -0.39393E+02    0.30820E+06    0.96521E+02
   830    0.24101E+04    0.10950E+02   -0.37532E+02    0.30753E+06    0.96219E+02
   831    0.24073E+04    0.10919E+02   -0.35670E+02    0.30686E+06    0.95909E+02
   832    0.24043E+04    0.10895E+02   -0.33809E+02    0.30620E+06    0.95590E+02
   833    0.24011E+04    0.10876E+02   -0.31948E+02    0.30553E+06    0.95264E+02
   834    0.23977E+04    0.10863E+02   -0.30088E+02    0.30487E+06    0.94930E+02
   835    0.23942E+04    0.10858E+02   -0.28230E+02    0.30421E+06    0.94588E+02
   836    0.23903E+04    0.10857E+02   -0.26375E+02    0.30355E+06    0.94238E+02
   837    0.23863E+04    0.10863E+02   -0.24524E+02    0.30290E+06    0.93881E+02
   838    0.23821E+04    0.10875E+02   -0.22677E+02    0.30224E+06    0.93515E+02
   839    0.23776E+04    0.10893E+02   -0.20833E+02    0.30159E+06    0.93141E+02
   840    0.23731E+04    0.10918E+02   -0.18995E+02    0.30094E+06    0.92760E+02
   841    0.23683E+04    0.10948E+02   -0.17165E+02    0.30029E+06    0.92371E+02
   842    0.23634E+04    0.10984E+02   -0.15339E+02    0.29964E+06    0.91974E+02
   843    0.23582E+04    0.11027E+02   -0.13524E+02    0.29900E+06    0.91569E+02
   844    0.23528E+04    0.11075E+02   -0.11715E+02    0.29836E+06    0.91157E+02
   845    0.23473E+04    0.11129E+02   -0.99155E+01    0.29771E+06    0.90737E+02
   846    0.23417E+04    0.11191E+02   -0.81262E+01    0.29708E+06    0.90309E+02
   847    0.23359E+04    0.11257E+02   -0.63467E+01    0.29644E+06    0.89873E+02
   848    0.23299E+04    0.11330E+02   -0.45788E+01    0.29580E+06    0.89430E+02
   849    0.23236E+04    0.11408E+02   -0.28219E+01    0.29517E+06    0.88979E+02
   850    0.23173E+04    0.11492E+02   -0.10770E+01    0.29454E+06    0.88520E+02
   851    0.23107E+04    0.11583E+02    0.65516E+00    0.29391E+06    0.88054E+02
   852    0.23040E+04    0.11680E+02    0.23743E+01    0.29328E+06    0.87580E+02
   853    0.22971E+04    0.11782E+02    0.40797E+01    0.29265E+06    0.87099E+02
   854    0.22900E+04    0.11890E+02    0.57698E+01    0.29203E+06    0.86611E+02
   855    0.22827E+04    0.12005E+02    0.74457E+01    0.29140E+06    0.86115E+02
   856    0.22754E+04    0.12123E+02    0.91055E+01    0.29078E+06    0.85613E+02
   857    0.22678E+04    0.12248E+02    0.10748E+02    0.29016E+06    0.85104E+02
   858    0.22600E+04    0.12381E+02    0.12375E+02    0.28955E+06    0.84588E+02
   859    0.22521E+04    0.12516E+02    0.13985E+02    0.28893E+06    0.84066E+02
   860    0.22441E+04    0.12657E+02    0.15575E+02    0.28831E+06    0.83537E+02
   861    0.22359E+04    0.12805E+02    0.17147E+02    0.28770E+06    0.83002E+02
   862    0.22275E+04    0.12958E+02    0.18701E+02    0.28709E+06    0.82461E+02
   863    0.22190E+04    0.13116E+02    0.20233E+02    0.28648E+06    0.81914E+02
   864    0.22104E+04    0.13279E+02    0.21746E+02    0.28587E+06    0.81361E+02
   865    0.22014E+04    0.13447E+02    0.23237E+02    0.28527E+06    0.80802E+02
   866    0.21927E+04    0.13621E+02    0.24707E+02    0.28466E+06    0.80238E+02
   867    0.21836E+04    0.13801E+02    0.26154E+02    0.28406E+06    0.79668E+02
   868    0.21744E+04    0.13984E+02    0.27579E+02    0.28346E+06    0.79094E+02
   869    0.21651E+04    0.14174E+02    0.28981E+02    0.28286E+06    0.78513E+02
