#    L    TT             EE             TE             PP             TP          
   100    0.26411E+04    0.73278E+00   -0.22562E+02    0.42937E+07   -0.66546E+04
   101    0.26717E+04    0.74665E+00   -0.23197E+02    0.42659E+07   -0.64945E+04
   102    0.27029E+04    0.76030E+00   -0.23832E+02    0.42383E+07   -0.63389E+04
   103    0.27339E+04    0.77380E+00   -0.24467E+02    0.42109E+07   -0.61875E+04
   104    0.27652E+04    0.78716E+00   -0.25101E+02    0.41836E+07   -0.60403E+04
   105    0.27966E+04    0.80030E+00   -0.25733E+02    0.41564E+07   -0.58972E+04
   106    0.28283E+04    0.81330E+00   -0.26364E+02    0.41295E+07   -0.57580E+04
   107    0.28598E+04    0.82600E+00   -0.26991E+02    0.41027E+07   -0.56226E+04
   108    0.28918E+04    0.83849E+00   -0.27617E+02    0.40761E+07   -0.54910E+04
   109    0.29239E+04    0.85070E+00   -0.28239E+02    0.40496E+07   -0.53630E+04
   110    0.29560E+04    0.86261E+00   -0.28856E+02    0.40234E+07   -0.52384E+04
   111    0.29883E+04    0.87431E+00   -0.29469E+02    0.39973E+07   -0.51173E+04
   112    0.30208E+04    0.88572E+00   -0.30077E+02    0.39714E+07   -0.49995E+04
   113    0.30535E+04    0.89684E+00   -0.30680E+02    0.39457E+07   -0.48848E+04
   114    0.30863E+04    0.90761E+00   -0.31276E+02    0.39201E+07   -0.47733E+04
   115    0.31192E+04    0.91816E+00   -0.31866E+02    0.38948E+07   -0.46648E+04
   116    0.31522E+04    0.92827E+00   -0.32448E+02    0.38696E+07   -0.45593E+04
   117    0.31855E+04    0.93803E+00   -0.33022E+02    0.38446E+07   -0.44566E+04
   118    0.32189E+04    0.94757E+00   -0.33589E+02    0.38198E+07   -0.43567E+04
   119    0.32523E+04    0.95676E+00   -0.34145E+02    0.37952E+07   -0.42594E+04
   120    0.32859E+04    0.96543E+00   -0.34692E+02    0.37708E+07   -0.41648E+04
   121    0.33194E+04    0.97390E+00   -0.35230E+02    0.37465E+07   -0.40726E+04
   122    0.33530E+04    0.98186E+00   -0.35757E+02    0.37224E+07   -0.39828E+04
   123    0.33867E+04    0.98939E+00   -0.36273E+02    0.36986E+07   -0.38954E+04
   124    0.34204E+04    0.99655E+00   -0.36776E+02    0.36749E+07   -0.38101E+04
   125    0.34541E+04    0.10033E+01   -0.37267E+02    0.36513E+07   -0.37270E+04
   126    0.34879E+04    0.10097E+01   -0.37747E+02    0.36280E+07   -0.36460E+04
   127    0.35217E+04    0.10155E+01   -0.38214E+02    0.36048E+07   -0.35669E+04
   128    0.35554E+04    0.10211E+01   -0.38667E+02    0.35819E+07   -0.34897E+04
   129    0.35893E+04    0.10261E+01   -0.39106E+02    0.35591E+07   -0.34142E+04
   130    0.36230E+04    0.10306E+01   -0.39529E+02    0.35365E+07   -0.33405E+04
   131    0.36568E+04    0.10347E+01   -0.39940E+02    0.35141E+07   -0.32683E+04
   132    0.36906E+04    0.10384E+01   -0.40333E+02    0.34918E+07   -0.31978E+04
   133    0.37244E+04    0.10416E+01   -0.40713E+02    0.34698E+07   -0.31287E+04
   134    0.37581E+04    0.10444E+01   -0.41073E+02    0.34479E+07   -0.30612E+04
   135    0.37918E+04    0.10467E+01   -0.41418E+02    0.34262E+07   -0.29953E+04
   136    0.38254E+04    0.10485E+01   -0.41744E+02    0.34047E+07   -0.29308E+04
   137    0.38589E+04    0.10498E+01   -0.42052E+02    0.33834E+07   -0.28677E+04
   138    0.38923E+04    0.10507E+01   -0.42342E+02    0.33622E+07   -0.28061E+04
   139    0.39255E+04    0.10512E+01   -0.42613E+02    0.33412E+07   -0.27460E+04
   140    0.39588E+04    0.10511E+01   -0.42865E+02    0.33204E+07   -0.26872E+04
   141    0.39919E+04    0.10505E+01   -0.43097E+02    0.32998E+07   -0.26297E+04
   142    0.40249E+04    0.10495E+01   -0.43309E+02    0.32793E+07   -0.25737E+04
   143    0.40579E+04    0.10481E+01   -0.43500E+02    0.32590E+07   -0.25189E+04
   144    0.40906E+04    0.10462E+01   -0.43672E+02    0.32389E+07   -0.24655E+04
   145    0.41232E+04    0.10439E+01   -0.43822E+02    0.32189E+07   -0.24133E+04
   146    0.41559E+04    0.10410E+01   -0.43951E+02    0.31991E+07   -0.23624E+04
   147    0.41882E+04    0.10378E+01   -0.44057E+02    0.31795E+07   -0.23127E+04
   148    0.42203E+04    0.10341E+01   -0.44142E+02    0.31600E+07   -0.22642E+04
   149    0.42524E+04    0.10300E+01   -0.44204E+02    0.31407E+07   -0.22169E+04
   150    0.42842E+04    0.10255E+01   -0.44242E+02    0.31215E+07   -0.21707E+04
   151    0.43158E+04    0.10206E+01   -0.44258E+02    0.31025E+07   -0.21257E+04
   152    0.43472E+04    0.10152E+01   -0.44250E+02    0.30837E+07   -0.20818E+04
   153    0.43784E+04    0.10095E+01   -0.44217E+02    0.30651E+07   -0.20390E+04
   154    0.44094E+04    0.10034E+01   -0.44161E+02    0.30465E+07   -0.19972E+04
   155    0.44401E+04    0.99691E+00   -0.44081E+02    0.30282E+07   -0.19565E+04
   156    0.44705E+04    0.99011E+00   -0.43976E+02    0.30100E+07   -0.19167E+04
   157    0.45008E+04    0.98295E+00   -0.43847E+02    0.29919E+07   -0.18780E+04
   158    0.45309E+04    0.97553E+00   -0.43692E+02    0.29741E+07   -0.18402E+04
   159    0.45606E+04    0.96767E+00   -0.43513E+02    0.29563E+07   -0.18033E+04
   160    0.45901E+04    0.95954E+00   -0.43307E+02    0.29387E+07   -0.17673E+04
   161    0.46194E+04    0.95120E+00   -0.43076E+02    0.29213E+07   -0.17322E+04
   162    0.46483E+04    0.94251E+00   -0.42821E+02    0.29040E+07   -0.16979E+04
   163    0.46772E+04    0.93354E+00   -0.42540E+02    0.28869E+07   -0.16645E+04
   164    0.47055E+04    0.92437E+00   -0.42233E+02    0.28699E+07   -0.16318E+04
   165    0.47337E+04    0.91492E+00   -0.41900E+02    0.28530E+07   -0.15999E+04
   166    0.47617E+04    0.90534E+00   -0.41541E+02    0.28363E+07   -0.15687E+04
   167    0.47894E+04    0.89540E+00   -0.41157E+02    0.28197E+07   -0.15382E+04
   168    0.48166E+04    0.88548E+00   -0.40746E+02    0.28033E+07   -0.15085E+04
   169    0.48435E+04    0.87527E+00   -0.40308E+02    0.27870E+07   -0.14793E+04
   170    0.48701E+04    0.86501E+00   -0.39844E+02    0.27709E+07   -0.14508E+04
   171    0.48963E+04    0.85470E+00   -0.39353E+02    0.27549E+07   -0.14229E+04
   172    0.49221E+04    0.84425E+00   -0.38835E+02    0.27390E+07   -0.13956E+04
   173    0.49474E+04    0.83366E+00   -0.38291E+02    0.27233E+07   -0.13688E+04
   174    0.49724E+04    0.82324E+00   -0.37720E+02    0.27077E+07   -0.13426E+04
   175    0.49971E+04    0.81268E+00   -0.37122E+02    0.26923E+07   -0.13168E+04
   176    0.50212E+04    0.80222E+00   -0.36498E+02    0.26770E+07   -0.12915E+04
   177    0.50449E+04    0.79176E+00   -0.35847E+02    0.26618E+07   -0.12667E+04
   178    0.50682E+04    0.78155E+00   -0.35170E+02    0.26467E+07   -0.12423E+04
   179    0.50910E+04    0.77126E+00   -0.34465E+02    0.26318E+07   -0.12184E+04
   180    0.51135E+04    0.76114E+00   -0.33735E+02    0.26170E+07   -0.11950E+04
   181    0.51354E+04    0.75118E+00   -0.32979E+02    0.26023E+07   -0.11719E+04
   182    0.51569E+04    0.74145E+00   -0.32196E+02    0.25878E+07   -0.11493E+04
   183    0.51779E+04    0.73188E+00   -0.31388E+02    0.25734E+07   -0.11272E+04
   184    0.51985E+04    0.72254E+00   -0.30553E+02    0.25591E+07   -0.11055E+04
   185    0.52187E+04    0.71358E+00   -0.29694E+02    0.25449E+07   -0.10841E+04
   186    0.52380E+04    0.70485E+00   -0.28808E+02    0.25309E+07   -0.10633E+04
   187    0.52572E+04    0.69650E+00   -0.27896E+02    0.25169E+07   -0.10428E+04
   188    0.52759E+04    0.68851E+00   -0.26960E+02    0.25031E+07   -0.10227E+04
   189    0.52940E+04    0.68092E+00   -0.25999E+02    0.24894E+07   -0.10030E+04
   190    0.53119E+04    0.67378E+00   -0.25014E+02    0.24758E+07   -0.98376E+03
   191    0.53289E+04    0.66711E+00   -0.24003E+02    0.24624E+07   -0.96488E+03
   192    0.53455E+04    0.66093E+00   -0.22968E+02    0.24490E+07   -0.94639E+03
   193    0.53616E+04    0.65528E+00   -0.21911E+02    0.24358E+07   -0.92828E+03
   194    0.53773E+04    0.65020E+00   -0.20828E+02    0.24227E+07   -0.91055E+03
   195    0.53924E+04    0.64573E+00   -0.19723E+02    0.24096E+07   -0.89319E+03
   196    0.54069E+04    0.64188E+00   -0.18595E+02    0.23967E+07   -0.87619E+03
   197    0.54210E+04    0.63872E+00   -0.17445E+02    0.23839E+07   -0.85956E+03
   198    0.54345E+04    0.63627E+00   -0.16272E+02    0.23712E+07   -0.84328E+03
   199    0.54475E+04    0.63455E+00   -0.15077E+02    0.23586E+07   -0.82736E+03
   200    0.54601E+04    0.63360E+00   -0.13862E+02    0.23461E+07   -0.81178E+03
   201    0.54720E+04    0.63347E+00   -0.12624E+02    0.23338E+07   -0.79654E+03
   202    0.54834E+04    0.63418E+00   -0.11366E+02    0.23215E+07   -0.78165E+03
   203    0.54943E+04    0.63578E+00   -0.10087E+02    0.23093E+07   -0.76708E+03
   204    0.55044E+04    0.63829E+00   -0.87901E+01    0.22972E+07   -0.75284E+03
   205    0.55141E+04    0.64176E+00   -0.74726E+01    0.22852E+07   -0.73892E+03
   206    0.55231E+04    0.64622E+00   -0.61360E+01    0.22733E+07   -0.72532E+03
   207    0.55316E+04    0.65170E+00   -0.47807E+01    0.22615E+07   -0.71203E+03
   208    0.55394E+04    0.65824E+00   -0.34072E+01    0.22498E+07   -0.69905E+03
   209    0.55465E+04    0.66587E+00   -0.20160E+01    0.22382E+07   -0.68637E+03
   210    0.55531E+04    0.67463E+00   -0.60773E+00    0.22267E+07   -0.67398E+03
   211    0.55591E+04    0.68457E+00    0.81739E+00    0.22152E+07   -0.66189E+03
   212    0.55643E+04    0.69569E+00    0.22585E+01    0.22039E+07   -0.65009E+03
   213    0.55691E+04    0.70806E+00    0.37156E+01    0.21927E+07   -0.63857E+03
   214    0.55732E+04    0.72166E+00    0.51875E+01    0.21815E+07   -0.62732E+03
   215    0.55766E+04    0.73668E+00    0.66735E+01    0.21705E+07   -0.61635E+03
   216    0.55795E+04    0.75293E+00    0.81742E+01    0.21595E+07   -0.60564E+03
   217    0.55818E+04    0.77058E+00    0.96874E+01    0.21486E+07   -0.59520E+03
   218    0.55834E+04    0.78962E+00    0.11214E+02    0.21378E+07   -0.58501E+03
   219    0.55845E+04    0.81005E+00    0.12754E+02    0.21271E+07   -0.57508E+03
   220    0.55850E+04    0.83201E+00    0.14303E+02    0.21165E+07   -0.56539E+03
   221    0.55848E+04    0.85544E+00    0.15864E+02    0.21060E+07   -0.55595E+03
   222    0.55841E+04    0.88047E+00    0.17435E+02    0.20955E+07   -0.54674E+03
   223    0.55827E+04    0.90705E+00    0.19017E+02    0.20852E+07   -0.53777E+03
   224    0.55808E+04    0.93515E+00    0.20606E+02    0.20749E+07   -0.52902E+03
   225    0.55782E+04    0.96494E+00    0.22206E+02    0.20647E+07   -0.52050E+03
   226    0.55751E+04    0.99640E+00    0.23812E+02    0.20545E+07   -0.51219E+03
   227    0.55713E+04    0.10295E+01    0.25426E+02    0.20445E+07   -0.50410E+03
   228    0.55669E+04    0.10644E+01    0.27046E+02    0.20345E+07   -0.49621E+03
   229    0.55620E+04    0.11010E+01    0.28672E+02    0.20246E+07   -0.48853E+03
   230    0.55564E+04    0.11393E+01    0.30303E+02    0.20148E+07   -0.48104E+03
   231    0.55502E+04    0.11794E+01    0.31939E+02    0.20051E+07   -0.47375E+03
   232    0.55434E+04    0.12213E+01    0.33579E+02    0.19954E+07   -0.46665E+03
   233    0.55361E+04    0.12652E+01    0.35221E+02    0.19858E+07   -0.45972E+03
   234    0.55280E+04    0.13109E+01    0.36866E+02    0.19763E+07   -0.45298E+03
   235    0.55194E+04    0.13585E+01    0.38512E+02    0.19669E+07   -0.44641E+03
   236    0.55101E+04    0.14080E+01    0.40160E+02    0.19575E+07   -0.44000E+03
   237    0.55002E+04    0.14594E+01    0.41808E+02    0.19482E+07   -0.43376E+03
   238    0.54897E+04    0.15129E+01    0.43455E+02    0.19390E+07   -0.42768E+03
   239    0.54788E+04    0.15683E+01    0.45102E+02    0.19299E+07   -0.42175E+03
   240    0.54670E+04    0.16256E+01    0.46745E+02    0.19208E+07   -0.41596E+03
   241    0.54549E+04    0.16851E+01    0.48387E+02    0.19118E+07   -0.41033E+03
   242    0.54421E+04    0.17465E+01    0.50025E+02    0.19028E+07   -0.40482E+03
   243    0.54288E+04    0.18101E+01    0.51659E+02    0.18939E+07   -0.39946E+03
   244    0.54148E+04    0.18756E+01    0.53289E+02    0.18851E+07   -0.39422E+03
   245    0.54003E+04    0.19433E+01    0.54913E+02    0.18763E+07   -0.38910E+03
   246    0.53852E+04    0.20131E+01    0.56531E+02    0.18677E+07   -0.38410E+03
   247    0.53696E+04    0.20849E+01    0.58142E+02    0.18590E+07   -0.37921E+03
   248    0.53535E+04    0.21591E+01    0.59745E+02    0.18505E+07   -0.37444E+03
   249    0.53368E+04    0.22353E+01    0.61341E+02    0.18420E+07   -0.36976E+03
   250    0.53196E+04    0.23137E+01    0.62927E+02    0.18335E+07   -0.36519E+03
   251    0.53020E+04    0.23942E+01    0.64504E+02    0.18251E+07   -0.36070E+03
   252    0.52836E+04    0.24769E+01    0.66070E+02    0.18168E+07   -0.35632E+03
   253    0.52650E+04    0.25616E+01    0.67625E+02    0.18085E+07   -0.35202E+03
   254    0.52458E+04    0.26487E+01    0.69168E+02    0.18003E+07   -0.34781E+03
   255    0.52261E+04    0.27378E+01    0.70699E+02    0.17922E+07   -0.34369E+03
   256    0.52059E+04    0.28293E+01    0.72219E+02    0.17841E+07   -0.33966E+03
   257    0.51853E+04    0.29228E+01    0.73718E+02    0.17760E+07   -0.33572E+03
   258    0.51641E+04    0.30186E+01    0.75211E+02    0.17680E+07   -0.33186E+03
   259    0.51425E+04    0.31166E+01    0.76681E+02    0.17601E+07   -0.32809E+03
   260    0.51206E+04    0.32167E+01    0.78144E+02    0.17523E+07   -0.32441E+03
   261    0.50981E+04    0.33190E+01    0.79577E+02    0.17444E+07   -0.32080E+03
   262    0.50751E+04    0.34236E+01    0.81004E+02    0.17367E+07   -0.31728E+03
   263    0.50519E+04    0.35303E+01    0.82415E+02    0.17290E+07   -0.31384E+03
   264    0.50282E+04    0.36392E+01    0.83805E+02    0.17213E+07   -0.31049E+03
   265    0.50039E+04    0.37502E+01    0.85165E+02    0.17137E+07   -0.30721E+03
   266    0.49793E+04    0.38636E+01    0.86517E+02    0.17062E+07   -0.30401E+03
   267    0.49543E+04    0.39789E+01    0.87841E+02    0.16987E+07   -0.30089E+03
   268    0.49288E+04    0.40966E+01    0.89149E+02    0.16912E+07   -0.29784E+03
   269    0.49028E+04    0.42163E+01    0.90436E+02    0.16838E+07   -0.29487E+03
   270    0.48766E+04    0.43381E+01    0.91701E+02    0.16765E+07   -0.29198E+03
   271    0.48500E+04    0.44619E+01    0.92944E+02    0.16692E+07   -0.28915E+03
   272    0.48232E+04    0.45881E+01    0.94157E+02    0.16619E+07   -0.28641E+03
   273    0.47958E+04    0.47160E+01    0.95356E+02    0.16547E+07   -0.28373E+03
   274    0.47682E+04    0.48463E+01    0.96518E+02    0.16476E+07   -0.28112E+03
   275    0.47403E+04    0.49784E+01    0.97666E+02    0.16405E+07   -0.27859E+03
   276    0.47121E+04    0.51125E+01    0.98777E+02    0.16334E+07   -0.27612E+03
   277    0.46834E+04    0.52487E+01    0.99873E+02    0.16264E+07   -0.27372E+03
   278    0.46546E+04    0.53869E+01    0.10093E+03    0.16195E+07   -0.27139E+03
   279    0.46254E+04    0.55269E+01    0.10196E+03    0.16126E+07   -0.26912E+03
   280    0.45960E+04    0.56689E+01    0.10298E+03    0.16057E+07   -0.26692E+03
   281    0.45664E+04    0.58128E+01    0.10396E+03    0.15989E+07   -0.26478E+03
   282    0.45363E+04    0.59584E+01    0.10491E+03    0.15921E+07   -0.26270E+03
   283    0.45061E+04    0.61059E+01    0.10583E+03    0.15854E+07   -0.26069E+03
   284    0.44757E+04    0.62553E+01    0.10672E+03    0.15787E+07   -0.25874E+03
   285    0.44451E+04    0.64064E+01    0.10758E+03    0.15721E+07   -0.25684E+03
   286    0.44141E+04    0.65593E+01    0.10841E+03    0.15655E+07   -0.25501E+03
   287    0.43830E+04    0.67138E+01    0.10921E+03    0.15589E+07   -0.25323E+03
   288    0.43517E+04    0.68700E+01    0.10998E+03    0.15524E+07   -0.25152E+03
   289    0.43202E+04    0.70278E+01    0.11072E+03    0.15459E+07   -0.24985E+03
   290    0.42885E+04    0.71870E+01    0.11142E+03    0.15395E+07   -0.24824E+03
   291    0.42567E+04    0.73485E+01    0.11209E+03    0.15331E+07   -0.24669E+03
   292    0.42244E+04    0.75111E+01    0.11273E+03    0.15267E+07   -0.24519E+03
   293    0.41923E+04    0.76743E+01    0.11333E+03    0.15204E+07   -0.24374E+03
   294    0.41599E+04    0.78398E+01    0.11391E+03    0.15142E+07   -0.24235E+03
   295    0.41275E+04    0.80060E+01    0.11444E+03    0.15079E+07   -0.24100E+03
   296    0.40949E+04    0.81744E+01    0.11494E+03    0.15017E+07   -0.23970E+03
   297    0.40622E+04    0.83428E+01    0.11542E+03    0.14956E+07   -0.23845E+03
   298    0.40293E+04    0.85133E+01    0.11585E+03    0.14895E+07   -0.23725E+03
   299    0.39964E+04    0.86854E+01    0.11624E+03    0.14834E+07   -0.23609E+03
   300    0.39633E+04    0.88574E+01    0.11660E+03    0.14773E+07   -0.23498E+03
   301    0.39302E+04    0.90309E+01    0.11693E+03    0.14713E+07   -0.23391E+03
   302    0.38970E+04    0.92051E+01    0.11723E+03    0.14653E+07   -0.23289E+03
   303    0.38638E+04    0.93808E+01    0.11749E+03    0.14594E+07   -0.23191E+03
   304    0.38305E+04    0.95580E+01    0.11770E+03    0.14535E+07   -0.23097E+03
   305    0.37972E+04    0.97351E+01    0.11788E+03    0.14476E+07   -0.23007E+03
   306    0.37639E+04    0.99130E+01    0.11803E+03    0.14418E+07   -0.22921E+03
   307    0.37305E+04    0.10092E+02    0.11813E+03    0.14360E+07   -0.22838E+03
   308    0.36971E+04    0.10272E+02    0.11821E+03    0.14302E+07   -0.22760E+03
   309    0.36639E+04    0.10452E+02    0.11824E+03    0.14245E+07   -0.22685E+03
   310    0.36305E+04    0.10633E+02    0.11824E+03    0.14188E+07   -0.22613E+03
   311    0.35972E+04    0.10815E+02    0.11820E+03    0.14132E+07   -0.22545E+03
   312    0.35640E+04    0.10996E+02    0.11813E+03    0.14075E+07   -0.22480E+03
   313    0.35308E+04    0.11179E+02    0.11801E+03    0.14019E+07   -0.22419E+03
   314    0.34976E+04    0.11362E+02    0.11786E+03    0.13964E+07   -0.22360E+03
