#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1304    0.42297E+00   -0.90304E+00    0.15369E-08   -0.90304E+00    0.30337E+02   -0.23198E-09    0.15369E-08   -0.23198E-09    0.12265E-14
  1305    0.41554E+00   -0.91645E+00    0.15326E-08   -0.91645E+00    0.30329E+02   -0.23171E-09    0.15326E-08   -0.23171E-09    0.12226E-14
  1306    0.39216E+00   -0.92838E+00    0.15283E-08   -0.92838E+00    0.30318E+02   -0.23141E-09    0.15283E-08   -0.23141E-09    0.12187E-14
  1307    0.38359E+00   -0.93984E+00    0.15240E-08   -0.93984E+00    0.30302E+02   -0.23110E-09    0.15240E-08   -0.23110E-09    0.12149E-14
  1308    0.36857E+00   -0.95331E+00    0.15196E-08   -0.95331E+00    0.30282E+02   -0.23076E-09    0.15196E-08   -0.23076E-09    0.12110E-14
  1309    0.34070E+00   -0.96461E+00    0.15153E-08   -0.96461E+00    0.30257E+02   -0.23041E-09    0.15153E-08   -0.23041E-09    0.12072E-14
  1310    0.32333E+00   -0.97697E+00    0.15109E-08   -0.97697E+00    0.30230E+02   -0.23004E-09    0.15109E-08   -0.23004E-09    0.12034E-14
  1311    0.29518E+00   -0.98841E+00    0.15065E-08   -0.98841E+00    0.30198E+02   -0.22965E-09    0.15065E-08   -0.22965E-09    0.11996E-14
  1312    0.29445E+00   -0.99919E+00    0.15022E-08   -0.99919E+00    0.30162E+02   -0.22923E-09    0.15022E-08   -0.22923E-09    0.11958E-14
  1313    0.27017E+00   -0.10103E+01    0.14978E-08   -0.10103E+01    0.30121E+02   -0.22880E-09    0.14978E-08   -0.22880E-09    0.11920E-14
  1314    0.25309E+00   -0.10199E+01    0.14934E-08   -0.10199E+01    0.30077E+02   -0.22835E-09    0.14934E-08   -0.22835E-09    0.11882E-14
  1315    0.22939E+00   -0.10295E+01    0.14889E-08   -0.10295E+01    0.30029E+02   -0.22787E-09    0.14889E-08   -0.22787E-09    0.11845E-14
  1316    0.21497E+00   -0.10381E+01    0.14845E-08   -0.10381E+01    0.29976E+02   -0.22738E-09    0.14845E-08   -0.22738E-09    0.11808E-14
  1317    0.20342E+00   -0.10465E+01    0.14801E-08   -0.10465E+01    0.29921E+02   -0.22687E-09    0.14801E-08   -0.22687E-09    0.11770E-14
  1318    0.18094E+00   -0.10537E+01    0.14757E-08   -0.10537E+01    0.29860E+02   -0.22634E-09    0.14757E-08   -0.22634E-09    0.11733E-14
  1319    0.16342E+00   -0.10612E+01    0.14712E-08   -0.10612E+01    0.29795E+02   -0.22578E-09    0.14712E-08   -0.22578E-09    0.11696E-14
  1320    0.14446E+00   -0.10673E+01    0.14668E-08   -0.10673E+01    0.29727E+02   -0.22521E-09    0.14668E-08   -0.22521E-09    0.11660E-14
  1321    0.12510E+00   -0.10735E+01    0.14623E-08   -0.10735E+01    0.29656E+02   -0.22462E-09    0.14623E-08   -0.22462E-09    0.11623E-14
  1322    0.11381E+00   -0.10780E+01    0.14578E-08   -0.10780E+01    0.29579E+02   -0.22401E-09    0.14578E-08   -0.22401E-09    0.11586E-14
  1323    0.10419E+00   -0.10818E+01    0.14534E-08   -0.10818E+01    0.29500E+02   -0.22337E-09    0.14534E-08   -0.22337E-09    0.11550E-14
  1324    0.97281E-01   -0.10857E+01    0.14489E-08   -0.10857E+01    0.29416E+02   -0.22272E-09    0.14489E-08   -0.22272E-09    0.11514E-14
  1325    0.86692E-01   -0.10880E+01    0.14444E-08   -0.10880E+01    0.29329E+02   -0.22205E-09    0.14444E-08   -0.22205E-09    0.11478E-14
  1326    0.88315E-01   -0.10903E+01    0.14399E-08   -0.10903E+01    0.29239E+02   -0.22135E-09    0.14399E-08   -0.22135E-09    0.11442E-14
  1327    0.73474E-01   -0.10921E+01    0.14355E-08   -0.10921E+01    0.29145E+02   -0.22064E-09    0.14355E-08   -0.22064E-09    0.11406E-14
  1328    0.80348E-01   -0.10916E+01    0.14310E-08   -0.10916E+01    0.29048E+02   -0.21990E-09    0.14310E-08   -0.21990E-09    0.11370E-14
  1329    0.80258E-01   -0.10918E+01    0.14265E-08   -0.10918E+01    0.28946E+02   -0.21915E-09    0.14265E-08   -0.21915E-09    0.11335E-14
  1330    0.81671E-01   -0.10909E+01    0.14220E-08   -0.10909E+01    0.28840E+02   -0.21837E-09    0.14220E-08   -0.21837E-09    0.11299E-14
  1331    0.93051E-01   -0.10890E+01    0.14175E-08   -0.10890E+01    0.28732E+02   -0.21758E-09    0.14175E-08   -0.21758E-09    0.11264E-14
  1332    0.93151E-01   -0.10873E+01    0.14130E-08   -0.10873E+01    0.28620E+02   -0.21676E-09    0.14130E-08   -0.21676E-09    0.11229E-14
  1333    0.10529E+00   -0.10837E+01    0.14085E-08   -0.10837E+01    0.28504E+02   -0.21593E-09    0.14085E-08   -0.21593E-09    0.11194E-14
  1334    0.11565E+00   -0.10808E+01    0.14041E-08   -0.10808E+01    0.28386E+02   -0.21507E-09    0.14041E-08   -0.21507E-09    0.11159E-14
  1335    0.12527E+00   -0.10773E+01    0.13996E-08   -0.10773E+01    0.28264E+02   -0.21419E-09    0.13996E-08   -0.21419E-09    0.11124E-14
  1336    0.14261E+00   -0.10719E+01    0.13951E-08   -0.10719E+01    0.28139E+02   -0.21329E-09    0.13951E-08   -0.21329E-09    0.11090E-14
  1337    0.16128E+00   -0.10672E+01    0.13906E-08   -0.10672E+01    0.28010E+02   -0.21237E-09    0.13906E-08   -0.21237E-09    0.11055E-14
  1338    0.17489E+00   -0.10619E+01    0.13861E-08   -0.10619E+01    0.27879E+02   -0.21143E-09    0.13861E-08   -0.21143E-09    0.11021E-14
  1339    0.19933E+00   -0.10571E+01    0.13817E-08   -0.10571E+01    0.27744E+02   -0.21047E-09    0.13817E-08   -0.21047E-09    0.10987E-14
  1340    0.22079E+00   -0.10530E+01    0.13772E-08   -0.10530E+01    0.27606E+02   -0.20949E-09    0.13772E-08   -0.20949E-09    0.10952E-14
  1341    0.24029E+00   -0.10477E+01    0.13727E-08   -0.10477E+01    0.27466E+02   -0.20849E-09    0.13727E-08   -0.20849E-09    0.10918E-14
  1342    0.25888E+00   -0.10428E+01    0.13683E-08   -0.10428E+01    0.27323E+02   -0.20747E-09    0.13683E-08   -0.20747E-09    0.10885E-14
  1343    0.28502E+00   -0.10380E+01    0.13638E-08   -0.10380E+01    0.27177E+02   -0.20642E-09    0.13638E-08   -0.20642E-09    0.10851E-14
  1344    0.31232E+00   -0.10334E+01    0.13594E-08   -0.10334E+01    0.27027E+02   -0.20536E-09    0.13594E-08   -0.20536E-09    0.10817E-14
  1345    0.32695E+00   -0.10286E+01    0.13549E-08   -0.10286E+01    0.26876E+02   -0.20428E-09    0.13549E-08   -0.20428E-09    0.10784E-14
  1346    0.35225E+00   -0.10260E+01    0.13505E-08   -0.10260E+01    0.26721E+02   -0.20317E-09    0.13505E-08   -0.20317E-09    0.10750E-14
  1347    0.38182E+00   -0.10230E+01    0.13461E-08   -0.10230E+01    0.26564E+02   -0.20204E-09    0.13461E-08   -0.20204E-09    0.10717E-14
  1348    0.40183E+00   -0.10206E+01    0.13417E-08   -0.10206E+01    0.26405E+02   -0.20090E-09    0.13417E-08   -0.20090E-09    0.10684E-14
  1349    0.43562E+00   -0.10191E+01    0.13373E-08   -0.10191E+01    0.26241E+02   -0.19973E-09    0.13373E-08   -0.19973E-09    0.10651E-14
  1350    0.45450E+00   -0.10186E+01    0.13329E-08   -0.10186E+01    0.26077E+02   -0.19854E-09    0.13329E-08   -0.19854E-09    0.10618E-14
  1351    0.48183E+00   -0.10194E+01    0.13285E-08   -0.10194E+01    0.25910E+02   -0.19733E-09    0.13285E-08   -0.19733E-09    0.10585E-14
  1352    0.49653E+00   -0.10207E+01    0.13241E-08   -0.10207E+01    0.25741E+02   -0.19610E-09    0.13241E-08   -0.19610E-09    0.10553E-14
  1353    0.52214E+00   -0.10233E+01    0.13197E-08   -0.10233E+01    0.25570E+02   -0.19484E-09    0.13197E-08   -0.19484E-09    0.10520E-14
  1354    0.53760E+00   -0.10271E+01    0.13154E-08   -0.10271E+01    0.25397E+02   -0.19357E-09    0.13154E-08   -0.19357E-09    0.10488E-14
  1355    0.56646E+00   -0.10312E+01    0.13111E-08   -0.10312E+01    0.25221E+02   -0.19229E-09    0.13111E-08   -0.19229E-09    0.10455E-14
  1356    0.59509E+00   -0.10371E+01    0.13068E-08   -0.10371E+01    0.25044E+02   -0.19098E-09    0.13068E-08   -0.19098E-09    0.10423E-14
  1357    0.61730E+00   -0.10418E+01    0.13025E-08   -0.10418E+01    0.24865E+02   -0.18966E-09    0.13025E-08   -0.18966E-09    0.10391E-14
  1358    0.62693E+00   -0.10452E+01    0.12982E-08   -0.10452E+01    0.24683E+02   -0.18832E-09    0.12982E-08   -0.18832E-09    0.10359E-14
  1359    0.64005E+00   -0.10510E+01    0.12939E-08   -0.10510E+01    0.24500E+02   -0.18696E-09    0.12939E-08   -0.18696E-09    0.10327E-14
  1360    0.63564E+00   -0.10554E+01    0.12897E-08   -0.10554E+01    0.24317E+02   -0.18559E-09    0.12897E-08   -0.18559E-09    0.10296E-14
  1361    0.65208E+00   -0.10605E+01    0.12855E-08   -0.10605E+01    0.24130E+02   -0.18420E-09    0.12855E-08   -0.18420E-09    0.10264E-14
  1362    0.64604E+00   -0.10641E+01    0.12813E-08   -0.10641E+01    0.23942E+02   -0.18280E-09    0.12813E-08   -0.18280E-09    0.10232E-14
  1363    0.64848E+00   -0.10699E+01    0.12772E-08   -0.10699E+01    0.23753E+02   -0.18139E-09    0.12772E-08   -0.18139E-09    0.10201E-14
  1364    0.62349E+00   -0.10732E+01    0.12730E-08   -0.10732E+01    0.23562E+02   -0.17996E-09    0.12730E-08   -0.17996E-09    0.10170E-14
  1365    0.68375E+00   -0.10756E+01    0.12689E-08   -0.10756E+01    0.23370E+02   -0.17852E-09    0.12689E-08   -0.17852E-09    0.10139E-14
  1366    0.66708E+00   -0.10792E+01    0.12649E-08   -0.10792E+01    0.23176E+02   -0.17707E-09    0.12649E-08   -0.17707E-09    0.10108E-14
  1367    0.64900E+00   -0.10817E+01    0.12608E-08   -0.10817E+01    0.22981E+02   -0.17561E-09    0.12608E-08   -0.17561E-09    0.10077E-14
  1368    0.70504E+00   -0.10831E+01    0.12568E-08   -0.10831E+01    0.22786E+02   -0.17414E-09    0.12568E-08   -0.17414E-09    0.10046E-14
  1369    0.68788E+00   -0.10834E+01    0.12529E-08   -0.10834E+01    0.22589E+02   -0.17266E-09    0.12529E-08   -0.17266E-09    0.10015E-14
  1370    0.67304E+00   -0.10838E+01    0.12489E-08   -0.10838E+01    0.22391E+02   -0.17117E-09    0.12489E-08   -0.17117E-09    0.99846E-15
  1371    0.66177E+00   -0.10829E+01    0.12451E-08   -0.10829E+01    0.22193E+02   -0.16967E-09    0.12451E-08   -0.16967E-09    0.99541E-15
  1372    0.65531E+00   -0.10814E+01    0.12412E-08   -0.10814E+01    0.21994E+02   -0.16817E-09    0.12412E-08   -0.16817E-09    0.99238E-15
  1373    0.65490E+00   -0.10792E+01    0.12374E-08   -0.10792E+01    0.21794E+02   -0.16665E-09    0.12374E-08   -0.16665E-09    0.98935E-15
  1374    0.66179E+00   -0.10756E+01    0.12336E-08   -0.10756E+01    0.21594E+02   -0.16513E-09    0.12336E-08   -0.16513E-09    0.98634E-15
  1375    0.67721E+00   -0.10719E+01    0.12299E-08   -0.10719E+01    0.21392E+02   -0.16361E-09    0.12299E-08   -0.16361E-09    0.98333E-15
  1376    0.70242E+00   -0.10665E+01    0.12262E-08   -0.10665E+01    0.21191E+02   -0.16208E-09    0.12262E-08   -0.16208E-09    0.98034E-15
  1377    0.73865E+00   -0.10610E+01    0.12226E-08   -0.10610E+01    0.20990E+02   -0.16054E-09    0.12226E-08   -0.16054E-09    0.97736E-15
  1378    0.78715E+00   -0.10546E+01    0.12190E-08   -0.10546E+01    0.20786E+02   -0.15900E-09    0.12190E-08   -0.15900E-09    0.97438E-15
  1379    0.77489E+00   -0.10470E+01    0.12155E-08   -0.10470E+01    0.20585E+02   -0.15746E-09    0.12155E-08   -0.15746E-09    0.97142E-15
  1380    0.77737E+00   -0.10392E+01    0.12120E-08   -0.10392E+01    0.20381E+02   -0.15592E-09    0.12120E-08   -0.15592E-09    0.96847E-15
  1381    0.79586E+00   -0.10294E+01    0.12086E-08   -0.10294E+01    0.20178E+02   -0.15437E-09    0.12086E-08   -0.15437E-09    0.96553E-15
  1382    0.68302E+00   -0.10184E+01    0.12052E-08   -0.10184E+01    0.19975E+02   -0.15282E-09    0.12052E-08   -0.15282E-09    0.96260E-15
  1383    0.73723E+00   -0.10077E+01    0.12019E-08   -0.10077E+01    0.19772E+02   -0.15127E-09    0.12019E-08   -0.15127E-09    0.95969E-15
  1384    0.66260E+00   -0.99557E+00    0.11986E-08   -0.99557E+00    0.19570E+02   -0.14972E-09    0.11986E-08   -0.14972E-09    0.95678E-15
  1385    0.60894E+00   -0.98283E+00    0.11954E-08   -0.98283E+00    0.19367E+02   -0.14818E-09    0.11954E-08   -0.14818E-09    0.95388E-15
  1386    0.57750E+00   -0.96939E+00    0.11922E-08   -0.96939E+00    0.19164E+02   -0.14663E-09    0.11922E-08   -0.14663E-09    0.95099E-15
  1387    0.49523E+00   -0.95518E+00    0.11891E-08   -0.95518E+00    0.18962E+02   -0.14508E-09    0.11891E-08   -0.14508E-09    0.94811E-15
  1388    0.58623E+00   -0.94089E+00    0.11861E-08   -0.94089E+00    0.18760E+02   -0.14354E-09    0.11861E-08   -0.14354E-09    0.94525E-15
  1389    0.55461E+00   -0.92499E+00    0.11831E-08   -0.92499E+00    0.18559E+02   -0.14200E-09    0.11831E-08   -0.14200E-09    0.94239E-15
  1390    0.47589E+00   -0.91037E+00    0.11802E-08   -0.91037E+00    0.18358E+02   -0.14046E-09    0.11802E-08   -0.14046E-09    0.93954E-15
  1391    0.49989E+00   -0.89475E+00    0.11774E-08   -0.89475E+00    0.18158E+02   -0.13893E-09    0.11774E-08   -0.13893E-09    0.93671E-15
  1392    0.47927E+00   -0.87882E+00    0.11746E-08   -0.87882E+00    0.17959E+02   -0.13740E-09    0.11746E-08   -0.13740E-09    0.93388E-15
  1393    0.48957E+00   -0.86252E+00    0.11719E-08   -0.86252E+00    0.17760E+02   -0.13588E-09    0.11719E-08   -0.13588E-09    0.93106E-15
  1394    0.45775E+00   -0.84727E+00    0.11693E-08   -0.84727E+00    0.17563E+02   -0.13437E-09    0.11693E-08   -0.13437E-09    0.92826E-15
  1395    0.45934E+00   -0.83079E+00    0.11667E-08   -0.83079E+00    0.17365E+02   -0.13286E-09    0.11667E-08   -0.13286E-09    0.92546E-15
  1396    0.49557E+00   -0.81599E+00    0.11642E-08   -0.81599E+00    0.17170E+02   -0.13136E-09    0.11642E-08   -0.13136E-09    0.92267E-15
  1397    0.49340E+00   -0.80059E+00    0.11618E-08   -0.80059E+00    0.16975E+02   -0.12987E-09    0.11618E-08   -0.12987E-09    0.91990E-15
  1398    0.45409E+00   -0.78526E+00    0.11595E-08   -0.78526E+00    0.16780E+02   -0.12838E-09    0.11595E-08   -0.12838E-09    0.91713E-15
  1399    0.45315E+00   -0.77069E+00    0.11572E-08   -0.77069E+00    0.16588E+02   -0.12691E-09    0.11572E-08   -0.12691E-09    0.91437E-15
  1400    0.49183E+00   -0.75682E+00    0.11550E-08   -0.75682E+00    0.16397E+02   -0.12544E-09    0.11550E-08   -0.12544E-09    0.91162E-15
  1401    0.49694E+00   -0.74356E+00    0.11529E-08   -0.74356E+00    0.16206E+02   -0.12399E-09    0.11529E-08   -0.12399E-09    0.90889E-15
  1402    0.54325E+00   -0.73142E+00    0.11509E-08   -0.73142E+00    0.16018E+02   -0.12255E-09    0.11509E-08   -0.12255E-09    0.90616E-15
  1403    0.55683E+00   -0.71935E+00    0.11489E-08   -0.71935E+00    0.15831E+02   -0.12111E-09    0.11489E-08   -0.12111E-09    0.90344E-15
  1404    0.53801E+00   -0.70785E+00    0.11470E-08   -0.70785E+00    0.15645E+02   -0.11969E-09    0.11470E-08   -0.11969E-09    0.90073E-15
  1405    0.63571E+00   -0.69661E+00    0.11452E-08   -0.69661E+00    0.15461E+02   -0.11827E-09    0.11452E-08   -0.11827E-09    0.89803E-15
  1406    0.62741E+00   -0.68686E+00    0.11434E-08   -0.68686E+00    0.15279E+02   -0.11686E-09    0.11434E-08   -0.11686E-09    0.89534E-15
  1407    0.58774E+00   -0.67682E+00    0.11417E-08   -0.67682E+00    0.15098E+02   -0.11546E-09    0.11417E-08   -0.11546E-09    0.89266E-15
  1408    0.73989E+00   -0.66697E+00    0.11401E-08   -0.66697E+00    0.14918E+02   -0.11407E-09    0.11401E-08   -0.11407E-09    0.88999E-15
  1409    0.71279E+00   -0.65703E+00    0.11385E-08   -0.65703E+00    0.14741E+02   -0.11268E-09    0.11385E-08   -0.11268E-09    0.88732E-15
  1410    0.80391E+00   -0.64820E+00    0.11369E-08   -0.64820E+00    0.14565E+02   -0.11130E-09    0.11369E-08   -0.11130E-09    0.88467E-15
  1411    0.86503E+00   -0.63871E+00    0.11354E-08   -0.63871E+00    0.14391E+02   -0.10993E-09    0.11354E-08   -0.10993E-09    0.88203E-15
  1412    0.89648E+00   -0.62904E+00    0.11340E-08   -0.62904E+00    0.14220E+02   -0.10856E-09    0.11340E-08   -0.10856E-09    0.87939E-15
  1413    0.82434E+00   -0.61965E+00    0.11325E-08   -0.61965E+00    0.14051E+02   -0.10719E-09    0.11325E-08   -0.10719E-09    0.87677E-15
  1414    0.87178E+00   -0.60951E+00    0.11311E-08   -0.60951E+00    0.13883E+02   -0.10583E-09    0.11311E-08   -0.10583E-09    0.87415E-15
  1415    0.89059E+00   -0.59984E+00    0.11297E-08   -0.59984E+00    0.13718E+02   -0.10448E-09    0.11297E-08   -0.10448E-09    0.87154E-15
  1416    0.95538E+00   -0.59036E+00    0.11284E-08   -0.59036E+00    0.13555E+02   -0.10312E-09    0.11284E-08   -0.10312E-09    0.86895E-15
  1417    0.91794E+00   -0.58153E+00    0.11271E-08   -0.58153E+00    0.13394E+02   -0.10177E-09    0.11271E-08   -0.10177E-09    0.86636E-15
  1418    0.92718E+00   -0.57085E+00    0.11258E-08   -0.57085E+00    0.13235E+02   -0.10042E-09    0.11258E-08   -0.10042E-09    0.86378E-15
  1419    0.90914E+00   -0.56100E+00    0.11245E-08   -0.56100E+00    0.13079E+02   -0.99076E-10    0.11245E-08   -0.99076E-10    0.86121E-15
  1420    0.93847E+00   -0.55097E+00    0.11232E-08   -0.55097E+00    0.12926E+02   -0.97730E-10    0.11232E-08   -0.97730E-10    0.85865E-15
  1421    0.94120E+00   -0.54048E+00    0.11219E-08   -0.54048E+00    0.12774E+02   -0.96384E-10    0.11219E-08   -0.96384E-10    0.85609E-15
  1422    0.99198E+00   -0.52999E+00    0.11206E-08   -0.52999E+00    0.12626E+02   -0.95038E-10    0.11206E-08   -0.95038E-10    0.85355E-15
  1423    0.94257E+00   -0.51923E+00    0.11194E-08   -0.51923E+00    0.12480E+02   -0.93693E-10    0.11194E-08   -0.93693E-10    0.85101E-15
  1424    0.10162E+01   -0.50792E+00    0.11181E-08   -0.50792E+00    0.12336E+02   -0.92346E-10    0.11181E-08   -0.92346E-10    0.84849E-15
  1425    0.99027E+00   -0.49652E+00    0.11168E-08   -0.49652E+00    0.12196E+02   -0.90998E-10    0.11168E-08   -0.90998E-10    0.84597E-15
  1426    0.93949E+00   -0.48476E+00    0.11155E-08   -0.48476E+00    0.12058E+02   -0.89647E-10    0.11155E-08   -0.89647E-10    0.84346E-15
  1427    0.10127E+01   -0.47235E+00    0.11142E-08   -0.47235E+00    0.11923E+02   -0.88295E-10    0.11142E-08   -0.88295E-10    0.84096E-15
  1428    0.98753E+00   -0.46051E+00    0.11128E-08   -0.46051E+00    0.11789E+02   -0.86940E-10    0.11128E-08   -0.86940E-10    0.83847E-15
  1429    0.93845E+00   -0.44673E+00    0.11115E-08   -0.44673E+00    0.11661E+02   -0.85581E-10    0.11115E-08   -0.85581E-10    0.83599E-15
  1430    0.94015E+00   -0.43444E+00    0.11101E-08   -0.43444E+00    0.11534E+02   -0.84218E-10    0.11101E-08   -0.84218E-10    0.83351E-15
  1431    0.91869E+00   -0.42039E+00    0.11087E-08   -0.42039E+00    0.11409E+02   -0.82851E-10    0.11087E-08   -0.82851E-10    0.83105E-15
  1432    0.87440E+00   -0.40654E+00    0.11073E-08   -0.40654E+00    0.11288E+02   -0.81479E-10    0.11073E-08   -0.81479E-10    0.82859E-15
  1433    0.95619E+00   -0.39186E+00    0.11058E-08   -0.39186E+00    0.11170E+02   -0.80102E-10    0.11058E-08   -0.80102E-10    0.82614E-15
  1434    0.94156E+00   -0.37682E+00    0.11043E-08   -0.37682E+00    0.11056E+02   -0.78718E-10    0.11043E-08   -0.78718E-10    0.82370E-15
  1435    0.90513E+00   -0.36189E+00    0.11027E-08   -0.36189E+00    0.10943E+02   -0.77328E-10    0.11027E-08   -0.77328E-10    0.82127E-15
  1436    0.92152E+00   -0.34752E+00    0.11011E-08   -0.34752E+00    0.10834E+02   -0.75932E-10    0.11011E-08   -0.75932E-10    0.81885E-15
  1437    0.84251E+00   -0.33121E+00    0.10994E-08   -0.33121E+00    0.10728E+02   -0.74528E-10    0.10994E-08   -0.74528E-10    0.81643E-15
  1438    0.81701E+00   -0.31640E+00    0.10977E-08   -0.31640E+00    0.10625E+02   -0.73115E-10    0.10977E-08   -0.73115E-10    0.81403E-15
  1439    0.77108E+00   -0.29910E+00    0.10959E-08   -0.29910E+00    0.10525E+02   -0.71695E-10    0.10959E-08   -0.71695E-10    0.81163E-15
  1440    0.77934E+00   -0.28274E+00    0.10941E-08   -0.28274E+00    0.10429E+02   -0.70266E-10    0.10941E-08   -0.70266E-10    0.80924E-15
  1441    0.76785E+00   -0.26704E+00    0.10922E-08   -0.26704E+00    0.10335E+02   -0.68827E-10    0.10922E-08   -0.68827E-10    0.80686E-15
  1442    0.73696E+00   -0.25025E+00    0.10902E-08   -0.25025E+00    0.10244E+02   -0.67378E-10    0.10902E-08   -0.67378E-10    0.80448E-15
  1443    0.68699E+00   -0.23207E+00    0.10882E-08   -0.23207E+00    0.10158E+02   -0.65919E-10    0.10882E-08   -0.65919E-10    0.80212E-15
  1444    0.69259E+00   -0.21447E+00    0.10861E-08   -0.21447E+00    0.10074E+02   -0.64448E-10    0.10861E-08   -0.64448E-10    0.79976E-15
